fgMaxotsu1,fgMinotsu1,fgStdevotsu1,fgMeanotsu1,fgMedianotsu1,bgMaxotsu1,bgMinotsu1,bgStdevotsu1,bgMeanotsu1,bgMedianotsu1,fgMaxotsu2,fgMinotsu2,fgStdevotsu2,fgMeanotsu2,fgMedianotsu2,bgMaxotsu2,bgMinotsu2,bgStdevotsu2,bgMeanotsu2,bgMedianotsu2,fgMaxotsu3,fgMinotsu3,fgStdevotsu3,fgMeanotsu3,fgMedianotsu3,bgMaxotsu3,bgMinotsu3,bgStdevotsu3,bgMeanotsu3,bgMedianotsu3,fgMaxotsu4,fgMinotsu4,fgStdevotsu4,fgMeanotsu4,fgMedianotsu4,bgMaxotsu4,bgMinotsu4,bgStdevotsu4,bgMeanotsu4,bgMedianotsu4,ImageName
1039.000000,237.000000,274.975395,636.888889,617.000000,232.000000,115.000000,31.174021,179.313725,182.000000,1039.000000,364.000000,207.770768,770.568807,823.000000,393.000000,115.000000,71.721330,237.863158,221.000000,1039.000000,645.000000,113.926440,893.837838,926.000000,640.000000,115.000000,141.689782,311.115385,291.500000,1039.000000,875.000000,47.154967,972.666667,989.000000,872.000000,115.000000,221.500418,395.088050,322.000000,122.dcm
1102.000000,300.000000,262.755156,785.935528,894.000000,319.000000,120.000000,41.919248,222.766234,219.000000,1102.000000,493.000000,175.633720,899.529204,982.000000,491.000000,120.000000,96.803500,294.106329,273.000000,1102.000000,669.000000,94.438881,975.960000,1012.500000,724.000000,120.000000,156.892695,363.184314,329.500000,1102.000000,669.000000,54.891243,1018.167647,1033.500000,949.000000,120.000000,234.653377,448.756452,390.000000,126.dcm
1102.000000,291.000000,284.288624,715.232662,731.500000,379.000000,105.000000,42.162262,211.231818,210.000000,1102.000000,471.000000,190.167823,878.486711,962.500000,719.000000,105.000000,92.640804,262.586134,237.000000,1102.000000,669.000000,97.694758,973.127473,1011.000000,730.000000,105.000000,142.049804,305.785259,256.000000,1102.000000,669.000000,55.492466,1016.220630,1033.000000,935.000000,105.000000,202.410790,352.008299,272.000000,134.dcm
1039.000000,215.000000,283.325503,605.676647,554.000000,214.000000,115.000000,28.402561,167.622951,164.000000,1039.000000,356.000000,220.937286,749.800000,800.000000,364.000000,115.000000,69.257551,222.530973,210.000000,1039.000000,637.000000,119.691377,887.118421,914.500000,617.000000,115.000000,135.117614,289.157895,258.500000,1039.000000,875.000000,47.154967,972.666667,989.000000,872.000000,115.000000,218.708276,369.415301,300.000000,143.dcm
1045.000000,203.000000,297.261613,771.979424,937.000000,475.000000,70.000000,53.922744,160.636364,161.000000,1045.000000,361.000000,204.941008,873.985222,990.000000,475.000000,70.000000,66.102009,187.589928,176.000000,1045.000000,715.000000,82.346328,966.567901,1007.000000,713.000000,70.000000,156.320841,260.611111,197.500000,1045.000000,937.000000,22.077741,1008.245902,1014.000000,933.000000,70.000000,266.157928,365.854545,230.500000,150.dcm
1942.000000,339.000000,494.539058,823.657895,631.000000,332.000000,207.000000,44.738251,266.800000,267.000000,1942.000000,463.000000,486.579125,1018.269231,858.500000,433.000000,207.000000,78.536450,340.545455,348.000000,1942.000000,675.000000,425.156753,1264.529412,1221.000000,664.000000,207.000000,124.722884,402.258065,409.000000,1942.000000,1329.000000,245.320454,1636.125000,1610.000000,1221.000000,207.000000,269.128027,521.950000,432.000000,164.dcm
1942.000000,403.000000,492.339972,984.909091,852.000000,361.000000,207.000000,60.331952,291.777778,279.000000,1942.000000,603.000000,424.469720,1187.250000,1210.000000,513.000000,207.000000,92.382340,368.555556,382.000000,1942.000000,852.000000,318.883058,1393.823529,1336.000000,795.000000,207.000000,168.501909,457.320000,432.000000,1942.000000,1344.000000,223.118802,1655.000000,1610.000000,1336.000000,207.000000,357.270974,643.764706,499.500000,167.dcm
1942.000000,298.000000,469.229058,757.192982,586.000000,284.000000,182.000000,29.966330,231.133333,227.000000,1942.000000,432.000000,462.987427,940.564103,763.000000,426.000000,182.000000,74.957829,301.363636,302.000000,1942.000000,664.000000,407.330331,1201.541667,1210.000000,643.000000,182.000000,127.648224,370.625000,358.000000,1942.000000,1317.000000,241.435404,1565.636364,1512.000000,1221.000000,182.000000,261.510193,482.049180,420.000000,170.dcm
1942.000000,283.000000,469.256968,690.738462,452.000000,279.000000,182.000000,25.675669,230.640000,228.000000,1942.000000,409.000000,476.275679,902.682927,700.000000,403.000000,182.000000,58.601248,278.653061,279.000000,1942.000000,643.000000,414.105663,1179.200000,1199.000000,619.000000,182.000000,102.236968,325.907692,302.000000,1942.000000,1317.000000,241.435404,1565.636364,1512.000000,1221.000000,182.000000,246.736470,423.316456,339.000000,175.dcm
602.000000,239.000000,113.992151,391.225806,371.000000,237.000000,150.000000,24.237736,195.368421,195.000000,602.000000,294.000000,97.206341,438.866667,420.000000,288.000000,150.000000,40.925591,228.305556,235.000000,602.000000,394.000000,69.488242,496.482759,497.000000,383.000000,150.000000,61.547674,260.961538,263.500000,602.000000,499.000000,31.660979,558.428571,556.500000,497.000000,150.000000,93.674055,300.746269,284.000000,179.dcm
941.000000,229.000000,215.480929,550.102041,552.500000,223.000000,120.000000,27.554540,178.760870,182.500000,941.000000,356.000000,167.962655,648.492958,655.000000,351.000000,120.000000,62.832413,220.410959,201.000000,941.000000,560.000000,109.162797,746.510638,749.000000,556.000000,120.000000,119.988774,278.835052,247.000000,941.000000,769.000000,55.890992,844.772727,847.000000,751.000000,120.000000,189.689387,356.950820,294.000000,181.dcm
1078.000000,217.000000,281.023573,550.298246,518.000000,219.000000,161.000000,18.556563,193.208333,197.500000,1078.000000,329.000000,222.139783,700.605263,744.000000,308.000000,161.000000,38.725487,218.162791,215.000000,1078.000000,587.000000,137.205479,833.520000,839.000000,583.000000,161.000000,109.512491,270.821429,219.500000,1078.000000,848.000000,72.303653,948.000000,939.500000,839.000000,161.000000,208.468669,356.927536,242.000000,184.dcm
602.000000,239.000000,115.368083,403.272727,397.000000,237.000000,150.000000,23.701886,193.823529,195.000000,602.000000,316.000000,91.123328,454.775000,456.000000,303.000000,150.000000,42.611334,227.625000,235.000000,602.000000,404.000000,63.827894,508.000000,509.000000,399.000000,150.000000,71.204262,266.673913,257.000000,602.000000,519.000000,27.730849,563.000000,558.000000,499.000000,150.000000,101.200182,307.728814,288.000000,185.dcm
941.000000,282.000000,193.007276,609.037500,622.500000,271.000000,172.000000,30.189840,206.766667,195.500000,941.000000,480.000000,132.158967,706.842105,697.000000,474.000000,172.000000,90.672996,276.150943,259.000000,941.000000,634.000000,90.262146,778.461538,773.000000,623.000000,172.000000,145.528986,346.000000,318.000000,941.000000,795.000000,46.631534,865.000000,861.000000,787.000000,172.000000,202.604810,432.483871,400.000000,187.dcm
941.000000,307.000000,186.515665,607.168675,611.000000,302.000000,133.000000,45.711750,220.222222,202.000000,941.000000,457.000000,141.076492,691.081967,695.000000,437.000000,133.000000,89.073968,289.489796,293.000000,941.000000,623.000000,92.425961,774.575000,772.500000,622.000000,133.000000,137.088006,362.257143,353.500000,941.000000,787.000000,48.832246,860.666667,858.500000,779.000000,133.000000,190.524810,444.010870,422.500000,189.dcm
602.000000,272.000000,102.383613,441.714286,453.000000,269.000000,189.000000,28.154694,233.071429,240.500000,602.000000,354.000000,74.446271,488.225806,483.000000,345.000000,189.000000,47.792084,267.200000,268.000000,602.000000,458.000000,47.778298,533.350000,540.500000,454.000000,189.000000,77.551458,309.666667,295.500000,602.000000,547.000000,20.741799,574.000000,577.500000,534.000000,189.000000,103.186284,349.456522,340.500000,190.dcm
602.000000,242.000000,117.277689,386.467742,349.500000,239.000000,150.000000,27.069544,202.263158,202.000000,602.000000,284.000000,101.386089,437.477273,436.000000,279.000000,150.000000,36.734887,231.216216,239.000000,602.000000,394.000000,69.488242,496.482759,497.000000,383.000000,150.000000,54.215994,257.807692,255.000000,602.000000,499.000000,31.660979,558.428571,556.500000,497.000000,150.000000,91.205565,298.298507,274.000000,192.dcm
941.000000,232.000000,214.035845,528.600000,489.000000,225.000000,130.000000,21.741956,185.241379,191.000000,941.000000,358.000000,170.768629,634.592105,637.000000,356.000000,130.000000,58.716722,224.576087,201.000000,941.000000,548.000000,117.243521,731.274510,728.000000,528.000000,130.000000,103.989588,270.042735,232.000000,941.000000,749.000000,61.060680,833.360000,834.000000,728.000000,130.000000,170.859088,336.055944,271.000000,195.dcm
761.000000,235.000000,158.930177,461.030928,464.000000,228.000000,145.000000,25.176730,187.708333,188.000000,761.000000,317.000000,127.666707,528.027778,521.500000,314.000000,145.000000,47.297375,228.714286,235.000000,761.000000,464.000000,91.314275,596.510204,594.000000,453.000000,145.000000,85.033916,277.722222,258.500000,761.000000,609.000000,55.570243,679.636364,680.500000,604.000000,145.000000,135.922598,346.191919,317.000000,197.dcm
766.000000,209.000000,177.407457,465.333333,450.000000,206.000000,108.000000,28.397616,159.769231,164.000000,766.000000,310.000000,145.322873,536.809524,539.000000,306.000000,108.000000,53.598699,200.489362,204.000000,766.000000,449.000000,102.540880,612.136364,615.500000,437.000000,108.000000,89.108012,247.090909,235.000000,766.000000,647.000000,37.172818,709.150000,708.000000,622.000000,108.000000,150.596181,322.877778,295.500000,203.dcm
766.000000,209.000000,177.407457,465.333333,450.000000,206.000000,108.000000,28.397616,159.769231,164.000000,766.000000,310.000000,145.322873,536.809524,539.000000,306.000000,108.000000,53.598699,200.489362,204.000000,766.000000,449.000000,102.540880,612.136364,615.500000,437.000000,108.000000,89.108012,247.090909,235.000000,766.000000,647.000000,37.172818,709.150000,708.000000,622.000000,108.000000,150.596181,322.877778,295.500000,207.dcm
984.000000,208.000000,228.310666,549.440895,550.000000,204.000000,47.000000,43.304563,134.251969,137.000000,984.000000,402.000000,158.873051,672.569444,649.500000,394.000000,47.000000,84.689624,195.312500,190.000000,984.000000,584.000000,115.558774,761.335664,765.000000,581.000000,47.000000,152.270359,269.878788,223.000000,984.000000,749.000000,63.637901,855.368421,843.500000,744.000000,47.000000,204.061728,340.706044,274.500000,213.dcm
1579.000000,0.000000,323.723758,908.296703,1049.000000,518.000000,0.000000,81.722069,121.010917,122.000000,1579.000000,528.000000,185.391814,1047.485755,1088.000000,1577.000000,0.000000,209.328691,220.177177,173.500000,1579.000000,854.000000,106.056804,1112.749577,1104.000000,1577.000000,0.000000,260.305673,288.723295,207.000000,1579.000000,1088.000000,106.480947,1258.012658,1224.000000,1577.000000,0.000000,444.714532,607.129558,536.000000,221.dcm
1569.000000,0.000000,381.775895,762.537281,824.500000,349.000000,0.000000,80.298982,112.900901,128.000000,1569.000000,507.000000,238.913158,988.524917,1038.000000,1058.000000,0.000000,168.821408,235.725564,214.000000,1569.000000,891.000000,126.829017,1121.646766,1108.000000,1301.000000,0.000000,276.222954,368.300546,313.500000,1522.000000,1004.000000,87.166425,1185.986111,1164.000000,1569.000000,0.000000,400.295496,555.268687,477.000000,230.dcm
1579.000000,0.000000,303.553813,939.845882,1061.500000,391.000000,0.000000,80.242982,119.609836,118.000000,1579.000000,561.000000,172.329490,1058.183406,1091.000000,1577.000000,0.000000,210.157962,231.576923,187.000000,1579.000000,854.000000,106.056804,1112.749577,1104.000000,1577.000000,0.000000,269.690724,315.097518,226.500000,1579.000000,1088.000000,106.795837,1240.602151,1209.000000,1577.000000,0.000000,437.498192,677.941620,796.500000,248.dcm
1579.000000,0.000000,312.464610,923.309875,1055.000000,552.000000,0.000000,86.074012,124.794661,123.000000,1579.000000,556.000000,174.367792,1056.023155,1089.000000,1577.000000,0.000000,195.144692,213.440177,169.000000,1579.000000,854.000000,104.536121,1114.624573,1104.500000,1577.000000,0.000000,256.152901,282.661125,198.500000,1579.000000,1088.000000,106.480947,1258.012658,1224.000000,1577.000000,0.000000,446.250716,601.107836,528.000000,270.dcm
1579.000000,0.000000,311.964075,927.090278,1057.000000,518.000000,0.000000,82.994141,124.542945,123.500000,1579.000000,536.000000,179.218354,1052.423803,1089.000000,1577.000000,0.000000,207.714878,232.508982,192.000000,1579.000000,854.000000,106.042715,1112.556314,1104.000000,1577.000000,0.000000,265.240724,313.988411,227.500000,1579.000000,1088.000000,106.209642,1245.786517,1212.000000,1577.000000,0.000000,436.706284,663.698456,741.000000,281.dcm
607.000000,200.000000,121.634306,359.581081,332.500000,197.000000,131.000000,15.912050,176.120000,179.000000,607.000000,248.000000,109.496275,395.745763,396.000000,247.000000,131.000000,25.799908,191.575000,190.500000,607.000000,335.000000,74.295005,465.405405,477.000000,330.000000,131.000000,49.358069,222.451613,206.000000,607.000000,464.000000,42.066708,520.650000,513.000000,462.000000,131.000000,87.952416,260.746835,247.000000,291.dcm
958.000000,295.000000,192.277566,596.140625,568.500000,281.000000,168.000000,32.859326,225.882353,230.000000,958.000000,410.000000,156.625168,665.840000,663.000000,395.000000,168.000000,70.002089,280.677419,266.000000,958.000000,555.000000,124.240422,736.555556,738.500000,545.000000,168.000000,113.273282,343.933333,345.000000,958.000000,757.000000,61.170099,842.611111,827.500000,720.000000,168.000000,165.203184,425.809524,410.000000,292.dcm
607.000000,205.000000,116.534576,391.793103,399.000000,204.000000,148.000000,15.260225,183.727273,184.500000,607.000000,279.000000,86.753382,446.738095,460.500000,277.000000,148.000000,36.207763,210.605263,202.000000,607.000000,396.000000,56.770611,490.833333,485.000000,395.000000,148.000000,64.523588,240.820000,233.000000,607.000000,486.000000,38.222407,535.333333,526.000000,484.000000,148.000000,104.950886,288.246154,254.000000,294.dcm
958.000000,266.000000,201.101026,546.289157,526.000000,262.000000,152.000000,29.796644,213.560000,211.000000,958.000000,369.000000,170.020817,622.047619,589.000000,364.000000,152.000000,57.028019,255.377778,253.000000,958.000000,545.000000,125.512771,722.925000,713.000000,528.000000,152.000000,106.686440,320.058824,296.000000,958.000000,720.000000,65.765799,836.157895,819.000000,717.000000,152.000000,161.074824,390.943820,364.000000,297.dcm
958.000000,305.000000,190.394386,589.089552,568.000000,297.000000,180.000000,34.699115,247.857143,253.000000,958.000000,414.000000,157.186007,662.196078,634.000000,410.000000,180.000000,63.712992,294.648649,283.000000,958.000000,555.000000,124.240422,736.555556,738.500000,545.000000,180.000000,103.475305,349.192308,348.000000,958.000000,757.000000,61.170099,842.611111,827.500000,720.000000,180.000000,155.848191,421.528571,391.000000,299.dcm
607.000000,194.000000,125.593863,363.347826,343.000000,193.000000,141.000000,15.583569,173.047619,178.000000,607.000000,248.000000,108.890093,407.792453,415.000000,247.000000,141.000000,27.016511,191.675676,186.000000,607.000000,365.000000,63.676443,480.424242,481.000000,349.000000,141.000000,55.435313,225.456140,205.000000,607.000000,484.000000,39.092838,532.125000,526.000000,481.000000,141.000000,101.579806,272.851351,247.500000,300.dcm
958.000000,266.000000,201.101026,546.289157,526.000000,262.000000,152.000000,29.796644,213.560000,211.000000,958.000000,369.000000,170.020817,622.047619,589.000000,364.000000,152.000000,57.028019,255.377778,253.000000,958.000000,545.000000,125.512771,722.925000,713.000000,528.000000,152.000000,106.686440,320.058824,296.000000,958.000000,720.000000,65.765799,836.157895,819.000000,717.000000,152.000000,161.074824,390.943820,364.000000,303.dcm
1393.000000,226.000000,334.169298,782.555556,872.500000,226.000000,168.000000,14.999810,195.074074,192.000000,1393.000000,476.000000,224.163643,932.756098,1013.000000,462.000000,168.000000,69.012801,232.050000,205.000000,1393.000000,920.000000,111.876477,1072.884615,1038.500000,887.000000,168.000000,226.644221,356.909091,226.000000,1393.000000,1042.000000,111.511924,1156.000000,1115.500000,1039.000000,168.000000,330.658607,487.724638,305.000000,306.dcm
1039.000000,207.000000,287.508003,538.590909,463.500000,204.000000,120.000000,22.179359,172.421053,177.000000,1039.000000,260.000000,263.662056,630.323529,629.500000,246.000000,120.000000,32.527707,191.137931,186.000000,1039.000000,480.000000,162.835471,806.095238,844.000000,472.000000,120.000000,87.353288,239.190476,214.500000,1039.000000,844.000000,63.474548,937.727273,959.000000,789.000000,120.000000,190.032817,320.365385,233.500000,310.dcm
1152.000000,270.000000,297.178023,684.532258,656.500000,268.000000,192.000000,27.287188,229.421053,222.000000,1152.000000,411.000000,232.446688,812.782609,831.500000,400.000000,192.000000,54.807348,268.914286,267.000000,1152.000000,657.000000,141.557785,948.161290,974.000000,656.000000,192.000000,137.198502,348.140000,294.000000,1152.000000,978.000000,52.831088,1066.533333,1073.000000,974.000000,192.000000,247.330608,466.696970,373.500000,313.dcm
1152.000000,263.000000,297.027802,606.646341,492.500000,307.000000,179.000000,29.914624,228.465517,222.000000,1152.000000,347.000000,260.445837,735.034483,720.500000,352.000000,179.000000,41.965953,248.341463,249.000000,1152.000000,542.000000,180.541157,888.842105,935.500000,532.000000,179.000000,89.225125,286.470588,260.000000,1152.000000,946.000000,62.845815,1045.526316,1047.000000,925.000000,179.000000,186.806049,356.454545,275.000000,318.dcm
1152.000000,270.000000,294.672325,675.692308,656.000000,290.000000,192.000000,28.942932,228.880000,220.000000,1152.000000,400.000000,238.483239,794.510204,814.000000,394.000000,192.000000,51.032235,261.243902,259.000000,1152.000000,656.000000,148.524894,939.031250,974.000000,690.000000,192.000000,135.327991,337.810345,288.500000,1152.000000,974.000000,58.194653,1055.647059,1059.000000,973.000000,192.000000,229.807447,434.191781,326.000000,322.dcm
1047.000000,262.000000,240.243787,524.637931,408.500000,258.000000,131.000000,41.466788,177.571429,166.500000,1047.000000,345.000000,222.965893,638.315789,614.500000,411.000000,131.000000,75.925690,254.676471,269.500000,1047.000000,460.000000,175.758795,743.333333,784.000000,434.000000,131.000000,86.533377,285.444444,305.000000,1047.000000,784.000000,85.977380,890.571429,895.000000,702.000000,131.000000,151.591697,352.534483,325.000000,325.dcm
1152.000000,263.000000,304.564157,642.085714,613.000000,269.000000,188.000000,26.413513,224.100000,217.000000,1152.000000,394.000000,248.410542,780.720000,807.500000,353.000000,188.000000,44.589409,259.800000,265.000000,1152.000000,621.000000,166.799870,912.542857,973.000000,605.000000,188.000000,107.531648,317.981818,286.000000,1152.000000,973.000000,59.723355,1051.055556,1053.000000,946.000000,188.000000,218.958096,423.736111,316.000000,331.dcm
1047.000000,242.000000,235.835796,497.149254,387.000000,267.000000,131.000000,44.854649,179.357143,166.500000,1047.000000,324.000000,227.885305,622.675000,597.500000,530.000000,131.000000,81.832726,266.170732,280.000000,1047.000000,434.000000,182.111048,732.285714,743.000000,530.000000,131.000000,84.424179,288.981132,297.000000,1047.000000,677.000000,109.718691,855.764706,837.000000,635.000000,131.000000,125.630537,332.375000,313.500000,335.dcm
1066.000000,383.000000,233.666518,657.041667,584.000000,392.000000,295.000000,30.904251,335.454545,334.000000,1066.000000,442.000000,219.586212,733.111111,711.000000,551.000000,295.000000,62.681794,368.411765,360.000000,1066.000000,617.000000,155.707257,855.750000,898.000000,551.000000,295.000000,79.107422,399.565217,390.000000,1066.000000,918.000000,56.416310,988.000000,977.500000,878.000000,295.000000,155.599421,466.586207,423.000000,341.dcm
1148.000000,241.000000,314.781360,760.469027,784.000000,270.000000,166.000000,23.401085,209.981818,206.000000,1148.000000,452.000000,217.006209,907.666667,1000.500000,437.000000,166.000000,71.083835,252.833333,228.500000,1148.000000,747.000000,108.491676,1027.716667,1071.000000,743.000000,166.000000,166.200766,331.657407,249.000000,1148.000000,1060.000000,24.256061,1104.352941,1106.000000,1030.000000,166.000000,282.437755,447.268657,304.000000,345.dcm
1108.000000,322.000000,241.109426,698.200000,683.000000,286.000000,185.000000,32.154674,233.384615,224.000000,1108.000000,473.000000,189.852606,801.648649,807.000000,468.000000,185.000000,95.740137,318.576923,304.000000,1108.000000,735.000000,122.529615,928.722222,924.500000,992.000000,185.000000,221.026595,471.711111,438.000000,1108.000000,914.000000,61.537342,1021.200000,1034.500000,992.000000,185.000000,238.988164,523.245283,473.000000,347.dcm
1960.000000,319.000000,531.457098,948.588235,841.000000,296.000000,129.000000,36.389952,212.142857,215.000000,1960.000000,462.000000,479.804419,1128.333333,1019.000000,452.000000,129.000000,83.425911,267.515152,235.000000,1960.000000,918.000000,333.428607,1435.125000,1417.500000,905.000000,129.000000,203.794810,383.125000,331.500000,1960.000000,1451.000000,169.556887,1717.416667,1734.500000,1384.000000,129.000000,367.487893,537.066667,399.000000,350.dcm
1099.000000,295.000000,290.859262,724.722222,743.000000,290.000000,217.000000,25.403084,247.125000,238.000000,1099.000000,462.000000,208.398482,865.615385,916.000000,446.000000,217.000000,71.155456,300.967742,290.000000,1099.000000,761.000000,99.822435,993.038462,1017.000000,758.000000,217.000000,164.650511,392.500000,319.500000,1099.000000,1021.000000,24.805913,1073.000000,1082.000000,1013.000000,217.000000,265.945820,511.228070,432.000000,352.dcm
1379.000000,295.000000,335.078202,717.861789,648.500000,291.000000,155.000000,35.878994,223.811594,224.000000,1379.000000,452.000000,284.484295,871.616279,865.000000,448.000000,155.000000,79.877439,294.538462,296.000000,1379.000000,733.000000,190.848154,1055.336449,1048.000000,720.000000,155.000000,150.657692,380.365385,348.500000,1379.000000,1060.000000,96.975683,1224.392157,1226.000000,1058.000000,155.000000,256.332746,490.882576,415.000000,356.dcm
1960.000000,303.000000,521.558954,903.842105,775.000000,296.000000,129.000000,38.699488,208.458333,214.000000,1960.000000,462.000000,477.626014,1095.309524,1004.000000,452.000000,129.000000,88.534248,269.717949,243.000000,1960.000000,819.000000,364.716012,1370.666667,1334.000000,794.000000,129.000000,175.899767,361.370370,325.500000,1960.000000,1384.000000,186.828867,1691.769231,1705.000000,1334.000000,129.000000,339.373384,507.779412,399.000000,360.dcm
