gabormean_0_0org1,gaborSD_0_0org1,gabormean_0_1org1,gaborSD_0_1org1,gabormean_0_2org1,gaborSD_0_2org1,gabormean_1_0org1,gaborSD_1_0org1,gabormean_1_1org1,gaborSD_1_1org1,gabormean_1_2org1,gaborSD_1_2org1,gabormean_2_0org1,gaborSD_2_0org1,gabormean_2_1org1,gaborSD_2_1org1,gabormean_2_2org1,gaborSD_2_2org1,gabormean_3_0org1,gaborSD_3_0org1,gabormean_3_1org1,gaborSD_3_1org1,gabormean_3_2org1,gaborSD_3_2org1,ImageName
43.188073,47.091698,37.669725,60.570644,154.385321,55.115030,72.931193,38.812795,121.775229,48.619182,68.334862,35.777639,41.963303,34.363985,21.431193,36.197962,155.834862,56.066701,70.490826,35.233944,98.995413,51.209113,77.000000,34.479006,10104.dcm
45.612069,39.627436,34.172414,50.096837,136.331897,61.272065,83.491379,48.568334,75.581897,45.945217,96.905172,51.656035,63.896552,38.319545,29.478448,38.372851,132.668103,59.380476,101.612069,56.964525,112.801724,48.018705,104.293103,57.492106,10109.dcm
35.153061,47.196991,29.428571,53.006531,154.500000,51.883350,69.775510,37.648450,119.397959,43.637843,82.076531,41.212262,39.591837,33.615575,30.617347,50.196348,156.765306,52.956063,56.255102,27.002682,78.596939,52.190536,58.571429,25.733944,10114.dcm
43.342657,36.974888,31.104895,44.317789,159.076923,53.763839,82.580420,44.097429,78.111888,37.729599,82.013986,47.287998,36.153846,49.386134,35.923077,59.054055,154.104895,51.521049,112.132867,56.915583,113.153846,47.668354,107.139860,54.921275,10118.dcm
15.258389,13.328115,6.336689,7.540087,141.426174,51.764029,52.807606,25.722721,68.913870,38.141253,55.799776,24.725801,14.096197,12.473925,6.017897,11.457879,143.772931,51.148237,41.531320,21.293991,87.473154,48.992136,42.021253,18.898461,1012.dcm
42.172414,47.726205,65.896552,66.747576,139.206897,49.615219,88.172414,40.451972,142.655172,77.979061,89.965517,60.910052,102.413793,74.277240,80.586207,66.236868,133.689655,46.182173,76.931034,60.677679,129.241379,73.927887,65.000000,54.997403,10122.dcm
37.454545,37.918902,30.202020,49.986492,155.954545,52.415879,103.696970,53.869075,126.393939,46.653560,100.929293,49.235939,32.520202,42.269946,27.252525,50.208771,159.277778,53.478290,86.181818,41.287002,75.858586,48.511553,90.550505,37.713251,10125.dcm
45.753623,47.491192,37.311594,54.659236,166.000000,49.305542,93.355072,47.536356,87.913043,40.013041,77.094203,46.288982,34.043478,46.580418,25.644928,49.252782,162.579710,48.647670,101.079710,50.737346,126.028986,50.989042,105.753623,52.469638,10129.dcm
129.228571,52.894504,77.971429,62.433723,141.257143,54.246899,86.971429,51.108009,120.714286,75.790567,97.285714,64.245655,89.600000,70.804287,89.085714,77.211844,138.742857,49.350096,77.457143,61.440714,131.628571,71.263837,75.342857,56.604377,10132.dcm
43.426036,35.507991,32.609467,42.771557,154.893491,53.664416,76.591716,42.415099,84.325444,46.564286,98.366864,51.594184,42.325444,50.991777,30.372781,52.629066,150.698225,52.018404,97.189349,49.835321,118.745562,48.722737,113.443787,56.388096,10136.dcm
30.392670,47.408835,23.261780,50.532059,151.041885,57.836779,75.643979,44.551554,111.157068,49.878130,65.073298,33.972820,29.963351,34.700883,24.764398,43.712843,153.036649,57.971442,64.575916,29.680106,73.240838,49.548855,55.497382,24.963526,10140.dcm
69.879518,65.768700,73.686747,79.939143,126.253012,52.882484,74.746988,43.528472,114.325301,57.226786,72.493976,47.476149,41.686747,54.298841,49.554217,64.486197,122.903614,52.366349,53.361446,29.663387,102.915663,61.141221,41.325301,28.585818,10144.dcm
59.587500,53.154824,63.325000,70.670348,120.362500,59.005523,72.237500,41.457388,104.862500,62.157974,73.100000,45.796634,47.025000,55.727405,55.662500,66.479833,115.987500,58.708138,53.175000,29.761829,103.487500,59.265332,43.162500,30.766760,10149.dcm
52.661290,65.372562,75.709677,71.018212,124.096774,56.712883,81.500000,42.767289,137.516129,60.205044,65.274194,44.339661,36.822581,52.080494,42.161290,56.817278,122.096774,57.850488,67.354839,39.507665,84.806452,48.898972,60.080645,39.293890,10151.dcm
57.246575,61.562475,52.602740,68.791501,136.315068,49.011868,72.547945,43.854571,115.671233,51.113451,75.520548,45.502781,46.328767,55.510523,54.479452,63.982443,140.767123,49.240769,54.109589,37.483538,106.616438,52.384961,49.753425,33.337825,10154.dcm
70.991039,46.741755,24.641577,26.546809,149.587814,59.307149,89.026882,52.837860,100.231183,46.769444,91.243728,51.689705,54.869176,39.590984,23.109319,36.964448,151.482079,62.397511,86.120072,44.814979,97.008961,48.311656,105.211470,46.419619,10158.dcm
29.298876,25.054232,17.408989,25.218753,162.932584,55.111312,87.256180,51.593630,103.202247,46.751784,96.285393,51.207948,25.557303,27.591281,12.280899,28.354254,165.467416,58.073710,87.728090,46.597280,99.438202,48.744959,108.503371,47.437043,10165.dcm
32.357942,29.163938,18.939597,28.963227,166.000000,52.359400,91.096197,52.008254,105.758389,45.219195,82.281879,44.176889,33.290828,33.002249,17.138702,34.898103,168.617450,55.101813,88.973154,48.528751,99.111857,48.618548,91.852349,43.669269,10173.dcm
30.839216,34.293339,21.639216,39.134978,148.988235,62.004158,69.117647,45.968599,110.862745,51.998039,76.662745,40.104931,31.227451,30.651123,19.898039,35.902281,154.101961,65.746811,96.011765,48.650892,134.690196,57.902937,91.407843,41.742442,10181.dcm
45.727273,60.814228,41.339394,62.184962,157.933333,55.848787,73.206061,40.871228,101.284848,39.260202,62.406061,30.928891,56.024242,44.417634,29.472727,47.826613,157.884848,58.578841,61.951515,33.105118,99.666667,54.842161,70.787879,35.907535,10186.dcm
45.108696,61.353340,58.434783,65.151670,120.108696,51.197321,46.304348,41.995698,104.673913,47.150376,44.065217,42.882994,62.739130,62.847411,76.826087,69.098096,119.282609,46.660792,40.217391,25.457514,139.478261,75.368646,46.739130,31.759118,1019.dcm
54.838235,53.543782,49.029412,54.721509,160.382353,60.003464,83.161765,53.548901,103.485294,64.871381,57.919118,34.485865,67.323529,58.743874,32.750000,37.031468,151.904412,52.882802,108.992647,55.030967,110.889706,66.537950,74.588235,42.517704,10190.dcm
126.551913,60.016905,81.737705,60.565078,143.513661,68.800225,78.125683,51.200002,102.426230,65.938564,56.677596,39.140068,76.868852,65.067879,31.732240,42.594812,139.415301,64.502766,99.245902,49.616880,104.081967,60.574437,71.868852,44.585321,10193.dcm
107.768421,63.328501,88.736842,56.346800,124.421053,61.406317,91.978947,45.715582,120.347368,59.536288,82.936842,44.489734,108.231579,67.946702,45.894737,52.598737,115.431579,61.760976,96.515789,58.791710,130.042105,51.129355,87.789474,54.090723,10195.dcm
72.274648,47.391705,64.521127,51.659101,161.633803,60.883388,90.176056,55.932875,102.232394,65.030453,65.795775,42.940589,62.007042,56.484165,46.922535,58.864922,154.795775,57.036698,88.971831,56.036075,104.190141,62.896057,90.246479,49.551776,10197.dcm
81.671642,59.566970,77.970149,72.955148,132.895522,57.148964,133.029851,46.842732,131.761194,58.841876,114.074627,42.245786,106.507463,72.020278,62.641791,75.091803,130.358209,58.194476,108.626866,44.012683,122.358209,47.896258,60.417910,44.753246,10199.dcm
53.557692,51.301651,68.096154,58.172246,111.346154,56.046859,56.807692,25.560416,110.153846,52.667430,63.653846,30.687472,72.038462,56.584818,74.019231,72.692878,112.730769,53.714246,88.750000,48.264335,101.884615,65.429397,67.480769,48.882208,10200.dcm
102.344262,58.115656,67.098361,55.948996,126.147541,50.899848,155.196721,48.300041,115.704918,52.369948,93.622951,36.852935,66.524590,63.189558,66.983607,70.051289,120.819672,51.086694,53.590164,38.881605,114.426230,54.576387,62.278689,45.465053,10203.dcm
45.292517,40.222363,35.734694,37.848893,139.408163,75.510206,80.877551,45.252094,101.292517,62.130685,71.421769,45.493628,44.421769,47.095346,23.462585,42.950158,135.809524,69.672948,88.551020,50.019473,106.843537,66.519510,96.149660,49.072263,10205.dcm
59.950617,54.865039,50.074074,64.637021,132.728395,51.014217,63.950617,33.006023,131.061728,56.449612,58.753086,35.228728,43.185185,55.107420,40.629630,62.542275,136.851852,50.575713,90.827160,44.254037,136.925926,60.262919,70.691358,41.101290,10207.dcm
42.216216,52.917685,42.837838,59.556127,134.905405,52.889176,78.337838,50.498142,134.175676,61.233968,59.243243,44.198745,61.297297,54.754428,52.837838,62.097587,134.878378,54.208616,60.527027,40.007267,111.135135,51.800546,50.486486,26.579033,10209.dcm
56.839506,60.673400,57.580247,66.442054,126.518519,53.584305,82.580247,41.254959,124.456790,63.133202,63.283951,44.271106,48.074074,57.030864,44.506173,64.639215,131.802469,52.448646,82.283951,42.181226,115.777778,54.544019,58.790123,34.891158,10212.dcm
49.024691,54.213000,43.580247,62.323925,131.061728,57.498336,79.493827,52.858094,124.197531,67.653791,56.481481,45.775843,55.061728,51.087020,46.123457,55.230060,133.296296,56.122733,58.901235,39.555848,96.753086,50.502607,52.172840,27.229483,10214.dcm
59.192771,54.418087,48.987952,64.224548,130.590361,52.216724,64.180723,32.683682,128.710843,57.764773,58.084337,35.067602,43.795181,54.727876,41.843373,62.461985,134.542169,52.112987,91.277108,44.482749,136.337349,59.960816,70.951807,40.631270,10217.dcm
42.097222,53.339508,42.236111,59.832746,135.833333,52.891864,77.819444,50.904585,133.847222,60.355907,58.736111,44.549385,61.708333,55.210592,51.902778,61.904779,136.138889,53.589285,59.236111,39.673844,112.250000,51.923223,50.111111,26.124596,10219.dcm
59.540541,54.199072,47.702703,63.225781,135.148649,51.631912,66.391892,31.906463,129.824324,57.981896,58.851351,35.636937,34.175676,37.257474,30.527027,46.574502,139.581081,51.207610,93.864865,43.519268,134.702703,60.764700,69.459459,38.648819,10222.dcm
39.985294,57.972843,44.205882,63.033173,128.176471,60.105614,81.441176,65.920889,127.823529,74.035276,72.073529,52.323710,53.705882,43.454577,48.529412,52.706303,130.500000,61.036202,56.205882,33.394771,107.088235,50.257764,58.397059,34.305537,10224.dcm
82.955224,63.050589,73.761194,79.593682,139.253731,57.967688,128.074627,64.271280,123.388060,65.153422,137.283582,51.792946,53.537313,57.894713,58.089552,63.126072,140.044776,59.171408,77.388060,60.739622,79.985075,64.641551,71.149254,54.134584,10226.dcm
70.081081,55.619430,73.540541,66.031388,130.540541,54.857186,86.756757,62.001974,116.189189,67.910005,75.432432,48.990101,103.432432,49.920237,77.810811,60.971231,135.351351,54.102894,77.918919,37.575390,122.945946,58.127229,49.108108,30.558490,10229.dcm
30.945255,35.942678,24.401460,44.110909,155.310219,64.441603,31.251825,19.037040,56.664234,28.357032,33.649635,15.936730,32.186131,41.776814,22.507299,42.997763,155.069343,65.261034,40.357664,23.819602,85.003650,43.248028,35.875912,22.778097,1023.dcm
82.955224,63.050589,73.761194,79.593682,139.253731,57.967688,128.074627,64.271280,123.388060,65.153422,137.283582,51.792946,53.537313,57.894713,58.089552,63.126072,140.044776,59.171408,77.388060,60.739622,79.985075,64.641551,71.149254,54.134584,10231.dcm
85.533333,69.611535,83.320000,80.833857,116.973333,66.743149,121.106667,65.051658,115.800000,65.076255,128.120000,56.563994,36.693333,30.425795,47.306667,45.020408,118.600000,66.694341,72.533333,57.233598,70.920000,58.347690,70.986667,54.369977,10234.dcm
34.958904,22.177936,28.715753,22.615827,138.393836,58.114229,109.311644,54.429331,70.462329,51.046727,106.530822,55.222472,27.938356,20.808313,25.013699,27.373950,138.075342,56.821065,69.650685,40.697627,71.893836,47.255310,59.445205,28.215306,10238.dcm
34.318750,23.210649,24.125000,22.024215,160.887500,40.303407,88.862500,40.975601,69.612500,45.338002,68.268750,41.068852,35.993750,29.473684,27.893750,29.478400,166.143750,40.977344,60.018750,30.670797,97.000000,54.588570,55.962500,28.031852,10243.dcm
36.145299,30.168842,36.517094,31.105830,138.102564,54.995261,106.995726,50.184253,67.880342,48.009685,103.876068,52.026628,27.482906,19.598374,25.290598,25.081176,136.482906,53.526474,48.303419,28.471766,74.034188,47.484975,46.491453,24.630530,10249.dcm
32.009709,39.167437,31.524272,46.661031,121.291262,54.855538,34.145631,23.866626,113.349515,62.415858,35.038835,28.370076,27.970874,31.122294,23.669903,36.746719,125.116505,56.646358,24.980583,13.132045,73.000000,20.935475,28.611650,15.098522,10253.dcm
48.961832,62.564232,52.641221,64.940810,137.458015,47.390239,35.282443,20.512013,102.519084,52.450321,31.343511,21.244645,40.038168,57.121922,36.824427,61.642827,137.740458,46.815281,37.198473,24.251699,96.251908,40.698203,37.557252,25.524998,10256.dcm
34.273585,41.280350,32.311321,48.060550,120.688679,52.676798,35.367925,22.749705,122.113208,59.136536,37.547170,27.200536,40.075472,51.369566,41.556604,56.504206,121.943396,54.742833,26.584906,18.918305,73.518868,24.444780,30.433962,20.026658,10261.dcm
44.855072,52.941305,43.688406,59.920239,132.311594,50.930438,51.442029,27.550092,116.500000,48.711612,52.942029,31.574213,41.391304,58.787684,41.608696,64.362390,134.376812,48.523033,51.340580,25.748502,101.746377,37.630757,61.115942,32.696809,10264.dcm
45.860000,51.941246,44.500000,60.767435,132.853333,49.392740,53.640000,33.072684,109.293333,47.498011,54.720000,33.996273,42.206667,58.857842,42.580000,65.152096,135.580000,48.569644,58.160000,28.118178,121.353333,44.547710,72.313333,34.213333,10267.dcm
31.214286,36.369829,24.794643,43.258731,132.508929,48.759383,27.000000,15.705052,90.410714,45.215112,27.151786,15.232853,32.508929,36.990623,30.589286,45.124363,134.348214,50.311231,26.750000,19.628303,67.866071,22.406762,28.455357,19.862087,10269.dcm
30.544061,37.263239,23.620690,44.922217,164.494253,55.748309,31.348659,17.733201,59.731801,28.801658,33.616858,14.157586,31.877395,45.517118,20.839080,45.830257,164.360153,56.270506,39.348659,19.615268,91.195402,45.331303,33.601533,15.729756,1027.dcm
39.310924,41.082750,37.747899,50.705066,135.815126,52.228307,47.781513,27.824559,112.084034,50.945231,51.042017,28.936047,30.554622,40.130866,30.579832,48.192498,138.647059,49.812460,48.974790,20.890945,102.714286,34.025450,58.571429,27.114188,10272.dcm
33.396396,45.339984,32.729730,49.768728,124.531532,55.929309,28.171171,19.986302,106.900901,63.009228,30.711712,20.404718,31.504505,34.081686,24.441441,41.079011,124.675676,55.969986,28.405405,14.352940,76.711712,23.604078,29.666667,15.499756,10275.dcm
39.982558,50.058734,32.773256,52.909067,174.686047,51.985662,96.348837,49.027446,81.040698,57.224740,89.976744,52.740893,24.587209,21.995440,24.697674,27.166401,174.401163,51.275846,88.970930,53.079046,81.575581,52.280844,90.127907,49.791212,10279.dcm
39.209150,48.635683,30.405229,49.956881,177.993464,46.263760,94.202614,50.959912,79.620915,59.450334,88.000000,54.742820,26.947712,27.511431,24.522876,27.097554,177.509804,45.778948,86.882353,53.128313,82.215686,52.856302,90.143791,48.704455,10285.dcm
30.435754,39.073110,30.340782,45.263660,190.273743,47.950793,87.921788,48.756037,84.212291,57.855784,85.407821,48.536285,28.413408,35.890236,28.581006,39.690062,190.335196,47.233813,94.877095,56.321175,76.932961,46.016680,87.888268,47.201324,10291.dcm
31.823204,38.736026,30.618785,48.509833,174.314917,60.731973,89.558011,51.165887,85.303867,56.528473,91.966851,51.582825,31.204420,35.498469,24.464088,31.294392,176.828729,60.560699,88.823204,50.408792,77.685083,44.002718,71.801105,39.945021,10298.dcm
30.332143,19.585244,20.746429,24.827418,187.810714,47.193507,81.214286,32.986154,94.821429,38.771431,97.682143,34.151285,25.391071,19.976702,14.285714,25.992165,188.071429,48.258679,55.448214,23.886003,94.953571,40.052354,62.583929,24.788409,103.dcm
36.054974,31.599439,22.782723,43.667527,185.575916,51.313286,63.968586,25.991803,76.408377,30.329957,66.848168,23.965920,32.068063,21.922330,18.821990,32.019675,186.384817,50.995714,88.769634,32.601214,106.505236,40.747397,95.188482,34.617764,10303.dcm
12.651282,9.861062,6.561538,11.997003,169.582051,46.718400,93.010256,34.329941,75.700000,38.935379,95.925641,38.389254,33.987179,33.615891,27.997436,47.637205,167.887179,48.024122,91.300000,38.094116,72.233333,39.284990,109.666667,39.046432,10309.dcm
44.698565,30.797884,21.803828,34.551171,159.669856,53.977747,75.454545,37.798671,86.392344,44.046295,66.636364,29.039791,37.827751,33.144918,24.373206,40.606750,158.913876,53.271368,82.287081,43.112263,111.880383,55.752889,83.124402,34.322058,1031.dcm
50.403846,65.289779,59.673077,68.315221,109.557692,41.366091,28.923077,21.221379,69.653846,33.466333,29.846154,28.353777,73.346154,64.672595,57.634615,64.440284,105.000000,41.776717,42.192308,34.521967,65.826923,43.914677,47.076923,38.011787,10314.dcm
18.672026,31.544773,17.344051,33.069925,180.311897,42.678496,72.196141,26.599723,84.160772,32.332644,73.273312,30.033302,17.852090,29.530258,16.389068,33.722201,177.983923,43.349328,66.041801,31.301471,61.035370,29.817110,94.855305,41.799386,10318.dcm
34.391414,31.192271,22.851010,44.049345,181.030303,54.121701,89.815657,37.280923,76.810606,30.946372,97.133838,36.241801,28.449495,30.849984,17.641414,36.101723,181.482323,54.407578,109.015152,40.379463,102.593434,40.382712,100.575758,37.699704,10323.dcm
14.834821,13.689083,8.600446,15.986115,159.274554,52.164411,111.700893,42.836924,88.203125,39.401238,126.564732,49.690949,38.625000,36.389178,20.716518,35.467696,153.571429,53.343002,98.466518,39.205804,76.049107,41.437884,102.087054,39.821515,10329.dcm
40.515924,41.145127,19.455414,36.464429,154.254777,58.112913,37.480892,18.517273,97.557325,46.873000,41.843949,19.811037,31.636943,46.526732,23.165605,51.715719,152.831210,54.443806,32.582803,15.192098,82.152866,41.321797,30.614650,12.532944,10332.dcm
34.500000,31.584836,22.729947,44.014978,182.893048,52.416811,90.997326,37.694020,78.943850,31.510916,98.569519,36.276777,25.237968,32.874765,16.291444,36.184633,183.914439,52.704835,111.371658,39.700127,104.385027,40.399100,103.877005,37.254877,10339.dcm
35.466667,47.464337,33.100000,49.235408,118.433333,43.739354,31.633333,24.796095,79.116667,41.661709,36.766667,33.391040,48.766667,55.473422,45.333333,55.289275,127.066667,44.408301,26.533333,15.886746,88.100000,36.115023,28.066667,17.042188,10343.dcm
38.088235,36.781008,22.719457,40.717633,170.214932,62.926992,61.022624,28.185882,74.923077,39.387642,63.938914,25.669774,31.438914,36.607090,23.457014,43.106620,171.364253,62.934122,66.416290,24.946537,104.785068,42.483572,66.052036,26.023093,10347.dcm
30.666667,36.629512,23.412879,44.228322,164.946970,56.391127,30.765152,16.471134,61.151515,28.772342,33.397727,13.457896,46.253788,48.925411,19.185606,27.766949,164.246212,57.044009,39.386364,19.202799,92.375000,45.918421,33.268939,16.039152,1035.dcm
48.527363,50.899121,30.417910,50.218866,164.845771,57.086961,42.955224,27.865444,97.273632,48.703796,42.457711,21.699066,22.129353,30.845311,20.850746,38.863191,159.676617,53.631520,32.935323,18.569351,78.427861,41.021044,28.432836,11.080917,10353.dcm
29.681818,22.453109,15.764822,28.634087,156.828063,56.110218,36.211462,14.691708,93.675889,44.746256,41.448617,17.314286,26.610672,19.571666,10.577075,17.448396,155.245059,56.976313,37.950593,16.917608,73.262846,40.620291,37.994071,14.789412,10356.dcm
107.363636,71.819053,59.981818,60.953987,120.672727,63.188447,147.618182,55.730333,105.200000,73.376099,71.254545,54.143574,93.818182,65.499814,99.909091,67.460077,124.127273,62.933549,127.072727,67.786936,111.272727,57.158796,101.163636,68.865882,10387.dcm
117.282609,70.331173,84.434783,48.956966,130.065217,60.709656,109.347826,46.475904,99.652174,75.300057,102.326087,58.004235,115.282609,72.533720,117.869565,63.371430,133.260870,59.106095,121.456522,69.608973,115.195652,54.970545,114.586957,73.987860,10389.dcm
48.636364,60.477227,59.490909,64.270514,118.109091,51.831162,53.000000,40.870165,102.381818,58.835140,49.581818,43.794423,71.236364,66.934729,79.581818,77.912270,115.200000,48.907093,44.781818,32.864306,128.145455,69.194685,43.054545,31.653458,1039.dcm
110.983333,70.315630,87.666667,56.357715,125.700000,63.401412,157.500000,55.834957,102.266667,71.040420,96.650000,57.845740,103.850000,68.566638,97.316667,78.759555,126.183333,62.055604,127.883333,66.172372,113.666667,60.324733,124.333333,76.855503,10391.dcm
108.897059,69.188287,61.279412,53.208642,117.014706,66.509228,122.661765,62.161708,97.323529,74.416023,66.838235,49.803977,96.132353,68.275977,100.044118,77.570273,112.382353,65.620580,114.308824,66.735221,103.867647,59.309687,97.308824,67.908687,10394.dcm
32.552239,29.091654,25.783582,39.531155,142.582090,57.042169,45.313433,32.463147,113.500000,55.094007,34.716418,25.457206,34.791045,36.491646,20.940299,39.099788,140.738806,55.055123,31.350746,15.694574,119.791045,52.848069,23.604478,12.205643,10398.dcm
45.517520,31.272328,16.916442,24.871150,178.105121,59.010418,64.544474,34.295458,68.153639,36.292887,115.239892,47.227788,47.083558,33.667869,29.442049,41.682892,179.778976,60.114168,90.792453,42.097988,82.819407,51.908154,132.676550,50.618424,10409.dcm
37.295154,40.427649,28.740088,47.388232,146.612335,57.057334,76.740088,42.386218,91.334802,47.334741,62.775330,27.847526,53.440529,46.452371,18.889868,34.463283,148.383260,56.290478,108.466960,57.526312,105.066079,58.306408,104.422907,43.769782,1042.dcm
31.144695,27.831781,17.360129,32.108871,192.353698,48.476569,55.527331,27.014782,59.684887,29.336926,74.163987,30.899036,22.974277,24.726099,13.890675,25.763082,194.639871,48.547339,104.186495,47.181707,76.797428,47.635790,127.080386,44.656719,10422.dcm
40.821782,57.627493,42.099010,61.108347,132.544554,58.375427,50.386139,33.407176,103.603960,53.167486,46.089109,37.904643,51.118812,58.314541,50.415842,64.727161,131.148515,57.104533,34.425743,30.223615,128.742574,47.418278,35.386139,31.899520,10431.dcm
34.140351,38.759042,22.096491,37.991841,134.815789,65.539229,38.368421,25.280817,92.719298,55.363562,29.394737,16.763645,42.982456,46.612122,29.728070,48.163307,135.061404,64.116223,37.578947,19.505341,65.421053,30.030337,31.798246,15.917475,10438.dcm
34.534279,29.198262,15.456265,30.020094,164.108747,66.823085,61.985816,30.435462,59.699764,32.721388,79.839243,31.551172,68.628842,50.773233,26.226950,34.207279,165.191489,68.916143,100.196217,47.685897,84.099291,50.430653,127.170213,52.037713,10448.dcm
