Arearg1,MajorAxisLengthrg1,MinorAxisLengthrg1,Eccentricityrg1,ConvexArearg1,EquivDiameterrg1,Solidityrg1,Extentrg1,Perimeterrg1,ConvexPerimeterrg1,Circularityrg1,Roughnessrg1,Elongationrg1,Compactnessrg1,MaxChordLengthrg1,RadialDistanceSDrg1,SecondMomentrg1,Arearg2,MajorAxisLengthrg2,MinorAxisLengthrg2,Eccentricityrg2,ConvexArearg2,EquivDiameterrg2,Solidityrg2,Extentrg2,Perimeterrg2,ConvexPerimeterrg2,Circularityrg2,Roughnessrg2,Elongationrg2,Compactnessrg2,MaxChordLengthrg2,RadialDistanceSDrg2,SecondMomentrg2,Arearg3,MajorAxisLengthrg3,MinorAxisLengthrg3,Eccentricityrg3,ConvexArearg3,EquivDiameterrg3,Solidityrg3,Extentrg3,Perimeterrg3,ConvexPerimeterrg3,Circularityrg3,Roughnessrg3,Elongationrg3,Compactnessrg3,MaxChordLengthrg3,RadialDistanceSDrg3,SecondMomentrg3,Arearg4,MajorAxisLengthrg4,MinorAxisLengthrg4,Eccentricityrg4,ConvexArearg4,EquivDiameterrg4,Solidityrg4,Extentrg4,Perimeterrg4,ConvexPerimeterrg4,Circularityrg4,Roughnessrg4,Elongationrg4,Compactnessrg4,MaxChordLengthrg4,RadialDistanceSDrg4,SecondMomentrg4,Arearg5,MajorAxisLengthrg5,MinorAxisLengthrg5,Eccentricityrg5,ConvexArearg5,EquivDiameterrg5,Solidityrg5,Extentrg5,Perimeterrg5,ConvexPerimeterrg5,Circularityrg5,Roughnessrg5,Elongationrg5,Compactnessrg5,MaxChordLengthrg5,RadialDistanceSDrg5,SecondMomentrg5,Arearg6,MajorAxisLengthrg6,MinorAxisLengthrg6,Eccentricityrg6,ConvexArearg6,EquivDiameterrg6,Solidityrg6,Extentrg6,Perimeterrg6,ConvexPerimeterrg6,Circularityrg6,Roughnessrg6,Elongationrg6,Compactnessrg6,MaxChordLengthrg6,RadialDistanceSDrg6,SecondMomentrg6,ImageName
9.000000,4.053691,3.024539,0.665812,9.000000,3.385138,1.000000,0.750000,11.071068,11.071068,0.922727,1.000000,1.340268,1.083744,4.123106,0.260847,0.159122,10.000000,4.531372,2.921187,0.764471,10.000000,3.568248,1.000000,0.833333,11.656854,11.656854,0.924799,1.000000,1.551209,1.081317,4.472136,0.307201,0.165000,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,21.000000,5.958849,4.684375,0.618073,21.000000,5.170883,1.000000,0.700000,17.313708,17.135563,0.898737,0.989711,1.272069,1.135929,6.082763,0.305476,0.163049,22.000000,6.022139,4.907796,0.579519,22.000000,5.292567,1.000000,0.733333,17.899495,17.543204,0.898286,0.980095,1.227056,1.158908,6.082763,0.332566,0.163881,12410.dcm
30.000000,9.371419,5.656742,0.797275,42.000000,6.180387,0.714286,0.555556,31.556349,24.799853,0.612961,0.785891,1.656681,2.641450,9.219544,1.144589,0.244074,65.000000,15.847976,5.979900,0.926079,81.000000,9.097284,0.802469,0.619048,39.798990,36.697010,0.606543,0.922059,2.650207,1.939192,15.132746,1.767657,0.273318,83.000000,15.501679,7.490389,0.875511,103.000000,10.280023,0.805825,0.614815,42.384776,39.281589,0.675943,0.926785,2.069543,1.722391,15.297059,1.592950,0.221191,91.000000,16.244824,8.232624,0.862073,119.000000,10.764051,0.764706,0.551515,45.798990,42.109161,0.644908,0.919434,1.973226,1.834259,16.124515,1.734077,0.225964,99.000000,16.924405,8.520355,0.864033,132.000000,11.227231,0.750000,0.562500,49.213203,44.116853,0.639199,0.896443,1.986350,1.946786,16.124515,1.774865,0.224978,115.000000,17.204393,9.118683,0.847985,142.000000,12.100518,0.809859,0.563725,49.798990,45.712094,0.691585,0.917932,1.886719,1.716064,17.029386,1.600688,0.204606,12413.dcm
2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,3.000000,2.581989,1.763834,0.730297,3.000000,1.954410,1.000000,0.750000,6.242641,6.242641,0.967374,1.000000,1.463850,1.033726,2.236068,0.158166,0.148148,5.000000,4.163332,2.411086,0.815239,6.000000,2.523133,0.833333,0.555556,10.242641,9.656854,0.673765,0.942809,1.726746,1.669721,3.605551,0.419274,0.256000,15.000000,5.591402,3.654921,0.756781,16.000000,4.370194,0.937500,0.750000,15.071068,14.714777,0.870550,0.976359,1.529828,1.205000,5.385165,0.421746,0.174815,16.000000,5.426145,3.957414,0.684169,17.000000,4.513517,0.941176,0.800000,15.071068,14.892922,0.906505,0.988180,1.371134,1.129687,5.385165,0.339628,0.165771,17.000000,5.308994,4.202932,0.610959,17.000000,4.652426,1.000000,0.850000,15.071068,15.071068,0.940526,1.000000,1.263164,1.063235,5.385165,0.277066,0.158762,12418.dcm
4.000000,2.309401,2.309401,0.000000,4.000000,2.256758,1.000000,1.000000,7.089815,7.089815,1.000000,1.000000,1.000000,1.000000,2.236068,0.000000,0.125000,4.000000,2.309401,2.309401,0.000000,4.000000,2.256758,1.000000,1.000000,7.089815,7.089815,1.000000,1.000000,1.000000,1.000000,2.236068,0.000000,0.125000,5.000000,3.306559,2.129163,0.765092,5.000000,2.523133,1.000000,0.833333,8.242641,8.242641,0.924799,1.000000,1.552986,1.081317,3.162278,0.318655,0.160000,7.000000,3.236694,3.028212,0.353094,7.000000,2.985411,1.000000,0.777778,9.656854,9.656854,0.943271,1.000000,1.068847,1.060141,3.162278,0.211211,0.151603,12.000000,4.566475,3.564107,0.625163,12.000000,3.908820,1.000000,0.750000,13.071068,12.892922,0.907169,0.986371,1.281239,1.133003,4.472136,0.319179,0.160880,14.000000,4.918381,3.728909,0.652071,14.000000,4.222008,1.000000,0.875000,13.656854,13.656854,0.943271,1.000000,1.318987,1.060141,5.000000,0.227761,0.158163,12420.dcm
2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,5.000000,3.306559,2.129163,0.765092,5.000000,2.523133,1.000000,0.833333,8.242641,8.242641,0.924799,1.000000,1.552986,1.081317,3.162278,0.318655,0.160000,9.000000,5.918822,2.885407,0.873125,13.000000,3.385138,0.692308,0.600000,14.485281,13.478709,0.622524,0.930511,2.051295,1.855246,5.099020,0.734609,0.282579,36.000000,9.206293,6.345775,0.724489,47.000000,6.770275,0.765957,0.642857,28.485281,26.536631,0.642423,0.931591,1.450775,1.793613,10.000000,0.985678,0.212427,36.000000,9.206293,6.345775,0.724489,47.000000,6.770275,0.765957,0.642857,28.485281,26.536631,0.642423,0.931591,1.450775,1.793613,10.000000,0.985678,0.212427,37.000000,9.348832,6.428522,0.726063,47.000000,6.863663,0.787234,0.660714,28.485281,26.536631,0.660268,0.931591,1.454274,1.745137,10.000000,0.975429,0.212939,12433.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,11.000000,5.757980,3.281544,0.821705,14.000000,3.742410,0.785714,0.458333,15.899495,14.734541,0.636692,0.926730,1.754656,1.828791,6.082763,0.625865,0.234410,17.000000,5.404785,5.232480,0.250487,21.000000,4.652426,0.809524,0.472222,19.313708,17.741114,0.678730,0.918576,1.032930,1.746114,6.082763,0.580180,0.198250,44.000000,9.385647,6.336782,0.737674,48.000000,7.484821,0.916667,0.687500,26.727922,25.607699,0.843182,0.958088,1.481138,1.292016,9.433981,0.709322,0.178379,12435.dcm
3.000000,3.464102,1.154701,0.942809,3.000000,1.954410,1.000000,1.000000,7.089815,7.089815,0.750000,1.000000,3.000000,1.333333,3.000000,0.577350,0.222222,3.000000,3.464102,1.154701,0.942809,3.000000,1.954410,1.000000,1.000000,7.089815,7.089815,0.750000,1.000000,3.000000,1.333333,3.000000,0.577350,0.222222,3.000000,3.464102,1.154701,0.942809,3.000000,1.954410,1.000000,1.000000,7.089815,7.089815,0.750000,1.000000,3.000000,1.333333,3.000000,0.577350,0.222222,3.000000,3.464102,1.154701,0.942809,3.000000,1.954410,1.000000,1.000000,7.089815,7.089815,0.750000,1.000000,3.000000,1.333333,3.000000,0.577350,0.222222,6.000000,5.163978,2.581989,0.866025,8.000000,2.763953,0.750000,0.500000,12.242641,11.433978,0.576722,0.933947,2.000000,1.987875,4.472136,0.560530,0.319444,6.000000,5.163978,2.581989,0.866025,8.000000,2.763953,0.750000,0.500000,12.242641,11.433978,0.576722,0.933947,2.000000,1.987875,4.472136,0.560530,0.319444,12440.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,20.000000,7.982258,4.697896,0.808466,27.000000,5.046265,0.740741,0.555556,22.485281,20.659379,0.588851,0.918796,1.699113,2.011670,7.810250,0.885022,0.259750,20.000000,7.982258,4.697896,0.808466,27.000000,5.046265,0.740741,0.555556,22.485281,20.659379,0.588851,0.918796,1.699113,2.011670,7.810250,0.885022,0.259750,20.000000,7.982258,4.697896,0.808466,27.000000,5.046265,0.740741,0.555556,22.485281,20.659379,0.588851,0.918796,1.699113,2.011670,7.810250,0.885022,0.259750,20.000000,7.982258,4.697896,0.808466,27.000000,5.046265,0.740741,0.555556,22.485281,20.659379,0.588851,0.918796,1.699113,2.011670,7.810250,0.885022,0.259750,12459.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,13.000000,8.516311,3.482423,0.912574,20.000000,4.068429,0.650000,0.406250,20.485281,18.902020,0.457232,0.922712,2.445513,2.568802,8.062258,1.052095,0.394174,234.000000,30.091042,17.747307,0.807559,442.000000,17.260882,0.529412,0.390000,158.852814,81.906161,0.438321,0.515610,1.695527,8.581518,31.048349,3.382319,0.325259,461.000000,36.460987,27.976631,0.641285,834.000000,24.227328,0.552758,0.366455,206.166522,112.975865,0.453878,0.547984,1.303266,7.337118,43.566042,5.268186,0.285985,731.000000,37.866740,26.027070,0.726342,845.000000,30.508001,0.865089,0.581081,127.296465,114.021588,0.706567,0.895717,1.454898,1.764028,44.102154,3.060614,0.180287,731.000000,37.866740,26.027070,0.726342,845.000000,30.508001,0.865089,0.581081,127.296465,114.021588,0.706567,0.895717,1.454898,1.764028,44.102154,3.060614,0.180287,12486.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,7.000000,6.154863,2.149666,0.937025,10.000000,2.985411,0.700000,0.466667,13.071068,12.714777,0.544115,0.972742,2.863172,1.942291,5.385165,0.716215,0.355685,9.000000,7.759144,2.904765,0.927281,14.000000,3.385138,0.642857,0.375000,17.071068,16.073593,0.437750,0.941569,2.671178,2.576731,6.708204,0.893090,0.458162,55.000000,16.152748,10.809638,0.743070,105.000000,8.368284,0.523810,0.436508,66.041631,39.617748,0.440345,0.599891,1.494291,6.310489,15.652476,1.422707,0.426242,101.000000,16.023600,8.546598,0.845878,108.000000,11.340070,0.935185,0.748148,42.384776,40.737283,0.764799,0.961130,1.874851,1.415431,16.155494,1.483877,0.202434,101.000000,16.023600,8.546598,0.845878,108.000000,11.340070,0.935185,0.748148,42.384776,40.737283,0.764799,0.961130,1.874851,1.415431,16.155494,1.483877,0.202434,12499.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,117.000000,25.333754,12.289171,0.874464,251.000000,12.205287,0.466135,0.348214,112.083261,61.016090,0.394918,0.544382,2.061470,8.544483,24.083189,3.156448,0.422092,151.000000,29.368723,12.160774,0.910244,302.000000,13.865755,0.500000,0.372840,116.325902,69.454433,0.393357,0.597068,2.415037,7.131256,27.892651,3.570799,0.417111,252.000000,35.376685,19.027691,0.843034,552.000000,17.912464,0.456522,0.255578,158.852814,98.418400,0.326932,0.619557,1.859221,7.968552,38.470768,4.696575,0.399528,386.000000,53.287519,25.804962,0.874925,987.000000,22.169133,0.391084,0.247436,254.936075,127.060314,0.300454,0.498401,2.065011,13.398785,54.488531,5.844612,0.567161,12519.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,10.000000,8.326664,4.163332,0.866025,19.000000,3.568248,0.526316,0.333333,20.242641,18.231551,0.378062,0.900651,2.000000,3.260802,7.211103,0.881808,0.525000,12561.dcm
5.000000,3.306559,2.129163,0.765092,5.000000,2.523133,1.000000,0.833333,8.242641,8.242641,0.924799,1.000000,1.552986,1.081317,3.162278,0.318655,0.160000,7.000000,3.763583,2.727798,0.688972,7.000000,2.985411,1.000000,0.777778,10.242641,10.064495,0.868408,0.982607,1.379715,1.192658,3.605551,0.409630,0.169096,9.000000,5.206419,2.601874,0.866173,10.000000,3.385138,0.900000,0.562500,13.071068,12.536631,0.719599,0.959113,2.001026,1.510671,5.000000,0.607126,0.216735,13.000000,5.959098,3.856397,0.762367,17.000000,4.068429,0.764706,0.650000,19.899495,15.300563,0.697812,0.768892,1.545250,2.423990,5.830952,0.672214,0.229404,15.000000,5.679266,3.770551,0.747808,17.000000,4.370194,0.882353,0.750000,16.485281,15.300563,0.805168,0.928135,1.506217,1.441755,5.830952,0.492299,0.182519,20.000000,7.203703,4.851117,0.739260,25.000000,5.046265,0.800000,0.571429,23.313708,19.430241,0.665708,0.833426,1.484958,2.162633,7.280110,0.771234,0.227375,12576.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,3.000000,2.581989,1.763834,0.730297,3.000000,1.954410,1.000000,0.750000,6.242641,6.242641,0.967374,1.000000,1.463850,1.033726,2.236068,0.158166,0.148148,3.000000,2.581989,1.763834,0.730297,3.000000,1.954410,1.000000,0.750000,6.242641,6.242641,0.967374,1.000000,1.463850,1.033726,2.236068,0.158166,0.148148,12587.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,12.000000,7.831560,3.333333,0.904898,18.000000,3.908820,0.666667,0.333333,19.899495,17.941549,0.468459,0.901608,2.349468,2.625990,7.211103,0.962186,0.363426,110.000000,18.847667,11.508360,0.791940,195.000000,11.834541,0.564103,0.340557,89.396970,53.714372,0.479095,0.600852,1.637737,5.781533,19.104973,2.135548,0.275574,198.000000,22.694082,14.353489,0.774579,287.000000,15.877702,0.689895,0.453089,109.539105,65.509471,0.579785,0.598046,1.581085,4.822401,25.495098,2.253063,0.226761,227.000000,25.069734,14.309388,0.821101,332.000000,17.000746,0.683735,0.436538,112.953319,71.477788,0.558333,0.632808,1.751978,4.472623,29.068884,2.721178,0.228685,315.000000,43.162104,14.239896,0.944010,552.000000,20.026744,0.570652,0.384146,151.338095,101.788912,0.382049,0.672593,3.031069,5.785969,43.011626,6.076214,0.409340,12617.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,10.000000,5.220473,3.540245,0.734927,13.000000,3.568248,0.769231,0.400000,15.313708,14.282170,0.616058,0.932640,1.474608,1.866169,5.099020,0.597099,0.232000,33.000000,10.499850,5.255386,0.865725,49.000000,6.482045,0.673469,0.407407,30.384776,26.669427,0.583037,0.877723,1.997922,2.226324,9.486833,1.102175,0.256059,35.000000,10.562128,5.334788,0.863069,49.000000,6.675581,0.714286,0.432099,30.384776,26.847572,0.610194,0.883586,1.979859,2.099105,9.848858,1.129061,0.245271,52.000000,11.909395,8.443608,0.705221,84.000000,8.136858,0.619048,0.393939,46.041631,35.011940,0.533066,0.760441,1.410463,3.244055,12.165525,1.363411,0.252959,12647.dcm
4.000000,3.435909,1.691507,0.870424,4.000000,2.256758,1.000000,0.666667,7.656854,7.656854,0.857372,1.000000,2.031270,1.166355,3.162278,0.356822,0.187500,82.000000,16.135013,10.784168,0.743828,146.000000,10.217908,0.561644,0.341667,72.669048,46.822173,0.470025,0.644321,1.496176,5.124780,16.763055,1.958264,0.285038,241.000000,28.637691,16.377740,0.820327,407.000000,17.517155,0.592138,0.418403,146.752309,81.031461,0.461232,0.552165,1.748574,7.111201,32.388269,3.371729,0.281556,520.000000,48.393921,17.055344,0.935839,784.000000,25.731004,0.663265,0.444444,191.823376,117.294495,0.474961,0.611471,2.837464,5.631056,49.244289,5.698135,0.316129,616.000000,48.845103,20.422881,0.908394,945.000000,28.005634,0.651852,0.488889,208.894444,123.681856,0.506033,0.592078,2.391685,5.637197,49.244289,5.492079,0.284118,639.000000,49.165614,20.622809,0.907776,954.000000,28.523676,0.669811,0.507143,208.308658,124.492779,0.518111,0.597636,2.384041,5.403858,49.244289,5.309465,0.277767,12756.dcm
9.000000,5.603683,2.965851,0.848455,12.000000,3.385138,0.750000,0.600000,15.071068,13.226773,0.646464,0.877627,1.889401,2.008333,5.099020,0.552517,0.260631,22.000000,10.241772,3.816563,0.927973,30.000000,5.292567,0.733333,0.407407,25.556349,22.969921,0.523979,0.898795,2.683507,2.362463,9.219544,1.259303,0.331799,27.000000,10.950732,4.034724,0.929650,36.000000,5.863230,0.750000,0.450000,29.556349,25.340088,0.528393,0.857348,2.714122,2.574708,10.770330,1.320491,0.309099,45.000000,12.863385,5.806850,0.892309,60.000000,7.569398,0.750000,0.468750,36.384776,31.635533,0.565031,0.869472,2.215209,2.341084,12.649111,1.525688,0.272944,48.000000,13.315176,5.794919,0.900328,64.000000,7.817640,0.750000,0.461538,36.384776,32.566522,0.568733,0.895059,2.297733,2.194766,13.152946,1.558140,0.271105,49.000000,13.671033,5.750273,0.907238,65.000000,7.898654,0.753846,0.471154,36.384776,32.744667,0.574281,0.899955,2.377458,2.149975,13.341664,1.595220,0.277163,12919.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,4.163332,2.411086,0.815239,6.000000,2.523133,0.833333,0.555556,10.242641,9.656854,0.673765,0.942809,1.726746,1.669721,3.605551,0.419274,0.256000,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,12933.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,4.000000,3.651484,1.825742,0.866025,5.000000,2.256758,0.800000,0.666667,8.242641,8.064495,0.772886,0.978387,2.000000,1.351646,3.162278,0.397158,0.218750,4.000000,3.651484,1.825742,0.866025,5.000000,2.256758,0.800000,0.666667,8.242641,8.064495,0.772886,0.978387,2.000000,1.351646,3.162278,0.397158,0.218750,5.000000,4.163332,2.411086,0.815239,6.000000,2.523133,0.833333,0.555556,10.242641,9.656854,0.673765,0.942809,1.726746,1.669721,3.605551,0.419274,0.256000,7.000000,6.355387,2.585320,0.913521,11.000000,2.985411,0.636364,0.466667,14.242641,13.300563,0.497242,0.933855,2.458259,2.306073,5.385165,0.712102,0.396501,12947.dcm
2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,2.000000,2.309401,1.154701,0.866025,2.000000,1.595769,1.000000,1.000000,6.077400,6.077400,0.680463,1.000000,2.000000,1.469589,2.000000,0.000000,0.125000,9.000000,6.489880,2.889739,0.895397,14.000000,3.385138,0.642857,0.600000,15.899495,14.242641,0.557534,0.895792,2.245836,2.235189,5.385165,0.744350,0.331962,19.000000,5.794724,4.858300,0.545055,23.000000,4.918491,0.826087,0.760000,19.313708,17.478709,0.781528,0.904990,1.192747,1.562312,6.403124,0.526952,0.179326,21.000000,5.943951,4.832624,0.582219,23.000000,5.170883,0.913043,0.840000,18.485281,17.478709,0.863795,0.945547,1.229964,1.294860,6.403124,0.388729,0.166721,24.000000,6.167579,5.471124,0.461619,26.000000,5.527906,0.923077,0.666667,20.727922,19.291268,0.810400,0.930690,1.127296,1.424592,6.708204,0.446864,0.170067,12962.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,47.000000,12.083697,6.737325,0.830140,62.000000,7.735778,0.758065,0.522222,36.384776,31.656854,0.589349,0.870058,1.793545,2.241464,12.206556,1.431955,0.250985,65.000000,15.594123,8.331664,0.845306,99.000000,9.097284,0.656566,0.541667,46.627417,39.091498,0.534513,0.838380,1.871670,2.661702,15.000000,1.737542,0.298006,12967.dcm
1.000000,1.154701,1.154701,0.000000,1.000000,1.128379,1.000000,1.000000,3.544908,3.544908,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,8.000000,4.056654,2.865349,0.707879,8.000000,3.191538,1.000000,0.666667,11.071068,10.892922,0.847249,0.983909,1.415762,1.219212,4.123106,0.354638,0.171875,9.000000,4.440219,3.132942,0.708628,10.000000,3.385138,0.900000,0.562500,12.485281,12.128990,0.768782,0.971463,1.417268,1.378302,4.472136,0.465244,0.186557,22.000000,7.669543,4.462162,0.813330,27.000000,5.292567,0.814815,0.523810,24.142136,19.785844,0.706193,0.819557,1.718795,2.108234,7.280110,0.806665,0.216097,30.000000,9.179889,4.768027,0.854532,36.000000,6.180387,0.833333,0.535714,26.970563,22.799037,0.725267,0.845330,1.925301,1.929518,8.602325,0.964879,0.217370,32.000000,8.994388,4.834980,0.843229,36.000000,6.383076,0.888889,0.571429,24.142136,22.799037,0.773619,0.944367,1.860274,1.449411,8.602325,0.818341,0.198456,12970.dcm
5.000000,3.529850,2.359413,0.743786,5.000000,2.523133,1.000000,0.555556,9.071068,8.892922,0.794494,0.980361,1.496071,1.309595,3.162278,0.432790,0.192000,28.000000,8.581916,5.497406,0.767891,37.000000,5.970821,0.756757,0.444444,30.384776,23.856959,0.618212,0.785162,1.561085,2.623881,9.055385,0.947379,0.225902,43.000000,8.593423,7.728342,0.437266,57.000000,7.399277,0.754386,0.537500,38.627417,27.698711,0.704302,0.717074,1.111936,2.761296,10.000000,0.849779,0.190273,51.000000,9.270312,7.400486,0.602261,57.000000,8.058239,0.894737,0.637500,30.384776,27.772501,0.830902,0.914027,1.252663,1.440562,10.049876,0.562004,0.169166,54.000000,9.153648,7.893809,0.506283,59.000000,8.291860,0.915254,0.675000,30.970563,28.184190,0.854265,0.910032,1.159598,1.413496,10.049876,0.509907,0.166013,59.000000,9.540857,8.054938,0.535938,63.000000,8.667245,0.936508,0.737500,30.384776,28.665621,0.902275,0.943421,1.184473,1.245232,10.198039,0.406279,0.162334,12974.dcm
8.000000,5.416026,2.198484,0.913908,10.000000,3.191538,0.800000,0.500000,12.485281,12.128990,0.683362,0.971463,2.463527,1.550589,5.000000,0.640540,0.246094,15.000000,6.967901,3.317214,0.879407,16.000000,4.370194,0.937500,0.500000,17.313708,16.734541,0.673091,0.966549,2.100528,1.590300,6.708204,0.788545,0.237037,50.000000,12.404930,7.112607,0.819297,67.000000,7.978846,0.746269,0.454545,36.627417,32.019675,0.612838,0.874200,1.744076,2.135171,12.083046,1.547236,0.252256,54.000000,12.426121,7.329238,0.807531,69.000000,8.291860,0.782609,0.490909,35.798990,32.168520,0.655755,0.898587,1.695418,1.888591,12.083046,1.478938,0.237800,57.000000,12.603403,7.707769,0.791196,74.000000,8.519076,0.770270,0.518182,36.970563,32.774071,0.666844,0.886491,1.635156,1.908215,12.083046,1.488293,0.236391,62.000000,12.576678,8.250159,0.754771,79.000000,8.884866,0.784810,0.516667,38.384776,34.188285,0.666572,0.890673,1.524416,1.891109,12.649111,1.453149,0.225374,13033.dcm
