fgMaxorg1,fgMinorg1,fgStdevorg1,fgMeanorg1,fgMedianorg1,bgMaxorg1,bgMinorg1,bgStdevorg1,bgMeanorg1,bgMedianorg1,sumIntensityorg1,ImageName
1145.000000,298.000000,230.322685,934.518325,1067.000000,938.000000,174.000000,178.181667,368.345238,293.000000,295104.000000,10303.dcm
1288.000000,258.000000,243.983094,951.056410,1074.000000,1339.000000,184.000000,379.410735,530.150000,353.500000,286088.000000,10309.dcm
1035.000000,146.000000,250.792862,759.693780,862.000000,744.000000,121.000000,130.302363,283.526316,243.000000,121067.000000,1031.dcm
1014.000000,422.000000,150.122106,781.980769,807.500000,1036.000000,299.000000,293.288719,651.454545,547.000000,33497.000000,10314.dcm
1264.000000,301.000000,172.201839,1021.028939,1081.000000,1325.000000,238.000000,355.544614,651.164948,544.000000,254377.000000,10318.dcm
1145.000000,232.000000,252.045600,914.876263,1065.000000,889.000000,193.000000,174.218587,366.038961,284.000000,305921.000000,10323.dcm
1317.000000,213.000000,294.846062,894.743304,1069.000000,1339.000000,169.000000,363.055473,470.682081,321.000000,319417.000000,10329.dcm
1088.000000,157.000000,264.121987,773.847134,827.000000,1070.000000,129.000000,217.224919,326.908451,267.500000,196567.000000,10332.dcm
1145.000000,253.000000,241.194821,932.732620,1069.000000,978.000000,193.000000,197.342213,388.688742,295.000000,290150.000000,10339.dcm
1014.000000,422.000000,153.487646,786.516667,823.000000,1090.000000,266.000000,301.906640,781.714286,970.500000,25303.000000,10343.dcm
1145.000000,193.000000,293.126199,860.798643,1038.000000,745.000000,182.000000,149.080103,341.816000,279.000000,337746.000000,10347.dcm
1059.000000,197.000000,264.868051,818.443182,976.000000,770.000000,170.000000,136.171478,319.783505,277.000000,185050.000000,1035.dcm
1088.000000,223.000000,250.522536,850.641791,971.000000,1038.000000,176.000000,258.797128,581.380282,545.000000,129701.000000,10353.dcm
1339.000000,211.000000,321.871962,887.539526,1069.000000,986.000000,141.000000,151.925049,334.064982,303.000000,356559.000000,10356.dcm
3247.000000,4.000000,720.950788,798.327273,618.000000,943.000000,0.000000,264.825997,241.941176,201.000000,39795.000000,10387.dcm
3247.000000,85.000000,720.865263,916.630435,754.500000,1091.000000,0.000000,310.932691,244.538462,119.000000,35807.000000,10389.dcm
982.000000,191.000000,244.971327,664.890909,743.000000,758.000000,165.000000,237.037503,450.444444,415.000000,32515.000000,1039.dcm
3247.000000,4.000000,701.173019,770.083333,601.500000,819.000000,0.000000,228.663574,186.733333,70.500000,40603.000000,10391.dcm
3247.000000,1.000000,676.789498,694.779412,409.500000,1123.000000,0.000000,267.610879,196.129032,98.000000,41165.000000,10394.dcm
1098.000000,148.000000,319.839139,711.022388,795.000000,957.000000,118.000000,259.441708,351.000000,222.000000,73866.000000,10398.dcm
1147.000000,113.000000,295.845942,855.010782,1032.000000,878.000000,24.000000,164.832582,237.651429,170.000000,275620.000000,10409.dcm
1035.000000,146.000000,267.708937,728.995595,813.000000,630.000000,137.000000,87.098478,262.513274,244.000000,135818.000000,1042.dcm
1147.000000,237.000000,208.234995,943.054662,1041.000000,967.000000,48.000000,231.325445,318.107383,229.000000,245892.000000,10422.dcm
1098.000000,148.000000,328.306637,750.247525,866.000000,809.000000,149.000000,262.106425,334.444444,186.000000,72765.000000,10431.dcm
1098.000000,147.000000,364.362997,673.482456,790.500000,975.000000,138.000000,290.947092,483.290909,421.000000,50196.000000,10438.dcm
1147.000000,73.000000,346.682249,777.600473,1019.000000,878.000000,24.000000,168.926036,218.184211,157.000000,295761.000000,10448.dcm
2086.000000,190.000000,645.365282,981.323529,858.000000,1355.000000,190.000000,440.733804,562.500000,379.000000,28865.000000,1045.dcm
1147.000000,140.000000,275.682835,873.338843,1034.000000,822.000000,48.000000,161.426228,233.467153,167.000000,285037.000000,10460.dcm
1098.000000,160.000000,310.646581,782.666667,898.500000,823.000000,148.000000,253.323245,390.800000,239.000000,65366.000000,10469.dcm
982.000000,232.000000,234.807068,713.000000,775.500000,792.000000,165.000000,238.959085,390.222222,275.000000,25008.000000,1047.dcm
1192.000000,270.000000,216.344841,862.508591,915.500000,1077.000000,137.000000,208.848851,435.982587,368.500000,326715.000000,10480.dcm
1192.000000,211.000000,236.783863,822.021802,869.500000,1090.000000,120.000000,226.746690,435.468750,367.500000,342591.000000,10491.dcm
1059.000000,223.000000,237.450319,870.000000,1002.500000,1013.000000,170.000000,265.381260,474.486842,362.500000,148379.000000,1050.dcm
1192.000000,278.000000,233.654560,849.778547,916.000000,1009.000000,137.000000,236.418988,509.739884,449.000000,314802.000000,10508.dcm
1192.000000,185.000000,271.710778,773.857729,829.000000,1192.000000,120.000000,235.689415,425.163375,362.000000,328874.000000,10515.dcm
1286.000000,318.000000,177.758413,1026.995146,1092.000000,1152.000000,156.000000,203.683504,412.050251,354.000000,1105370.000000,10535.dcm
1035.000000,251.000000,218.988582,823.120000,931.500000,934.000000,146.000000,220.556801,396.550000,309.000000,99675.000000,1054.dcm
1286.000000,222.000000,226.978741,992.137566,1090.000000,1096.000000,152.000000,170.355171,339.108168,296.000000,1158982.000000,10559.dcm
2086.000000,178.000000,668.487427,960.575758,789.000000,1355.000000,168.000000,383.311883,348.666667,206.000000,28561.000000,1057.dcm
1363.000000,278.000000,327.265644,748.880000,741.000000,719.000000,173.000000,183.837198,338.500000,232.500000,32705.000000,10571.dcm
1100.000000,188.000000,265.031626,887.878788,1036.500000,1040.000000,172.000000,275.410572,524.719008,515.500000,752018.000000,10579.dcm
1044.000000,182.000000,244.421411,561.775862,522.500000,603.000000,198.000000,124.424117,333.866667,295.500000,22567.000000,1060.dcm
1363.000000,219.000000,333.385679,746.224490,736.000000,787.000000,173.000000,208.355077,374.533333,304.000000,30947.000000,10600.dcm
1100.000000,214.000000,196.895498,953.658049,1044.000000,1066.000000,172.000000,310.416559,539.867314,445.000000,644744.000000,10608.dcm
1531.000000,237.000000,277.246105,547.458333,486.000000,1774.000000,200.000000,507.400584,839.733333,969.000000,13682.000000,1062.dcm
924.000000,303.000000,211.332717,580.772727,516.000000,927.000000,271.000000,232.179942,572.769231,608.000000,5331.000000,10634.dcm
1100.000000,130.000000,301.354439,837.886121,1026.500000,1066.000000,114.000000,267.417243,384.955128,246.500000,701572.000000,10635.dcm
1082.000000,2.000000,344.971617,490.000000,516.000000,905.000000,0.000000,318.309055,359.636364,156.000000,8294.000000,10643.dcm
518.000000,125.000000,117.763887,324.982759,309.000000,428.000000,124.000000,82.048067,202.608696,175.000000,14189.000000,10646.dcm
518.000000,115.000000,111.416238,322.260870,307.000000,338.000000,123.000000,48.241798,169.557692,157.000000,13419.000000,10649.dcm
697.000000,235.000000,126.390696,455.054054,469.000000,787.000000,197.000000,200.039542,407.272727,398.000000,12357.000000,1065.dcm
518.000000,161.000000,98.675805,365.020833,361.000000,382.000000,124.000000,81.417292,213.583333,180.000000,12395.000000,10652.dcm
718.000000,129.000000,158.510968,406.921053,431.000000,448.000000,142.000000,94.861727,297.857143,302.000000,26756.000000,10655.dcm
718.000000,196.000000,128.132434,461.927273,475.000000,617.000000,165.000000,114.696787,302.000000,285.000000,14836.000000,10658.dcm
718.000000,129.000000,159.088249,416.605634,435.000000,431.000000,138.000000,89.926565,255.250000,244.500000,22432.000000,10659.dcm
718.000000,129.000000,152.048286,404.313253,426.000000,385.000000,138.000000,74.192058,218.666667,190.000000,27654.000000,10662.dcm
1110.000000,91.000000,332.761103,604.840909,581.500000,486.000000,83.000000,82.762559,207.312500,194.000000,46592.000000,10664.dcm
1110.000000,91.000000,311.533012,694.970149,765.000000,642.000000,83.000000,133.876455,247.217391,208.000000,40877.000000,10666.dcm
1110.000000,91.000000,316.274742,685.750000,763.000000,852.000000,83.000000,193.655869,295.281250,229.500000,37182.000000,10668.dcm
1110.000000,59.000000,330.090297,572.765306,494.500000,544.000000,83.000000,97.573039,225.844444,200.000000,45968.000000,10669.dcm
296.000000,59.000000,69.408050,164.689189,153.500000,220.000000,80.000000,38.005044,120.875000,112.500000,10253.000000,1067.dcm
1340.000000,220.000000,331.940527,738.745098,788.000000,840.000000,184.000000,174.756538,400.047619,337.000000,29275.000000,10672.dcm
1340.000000,240.000000,281.443358,840.090909,911.500000,861.000000,194.000000,188.175761,447.315789,467.000000,28465.000000,10674.dcm
1340.000000,240.000000,338.093823,732.950000,677.500000,907.000000,184.000000,213.644877,424.000000,353.500000,22534.000000,10675.dcm
1340.000000,184.000000,310.187494,676.657895,651.500000,657.000000,175.000000,117.714587,351.259259,328.000000,32458.000000,10678.dcm
1080.000000,195.000000,280.652730,527.847826,473.000000,363.000000,191.000000,43.763977,256.214286,243.000000,41388.000000,10680.dcm
1018.000000,563.000000,126.256484,849.947368,864.000000,980.000000,496.000000,265.125599,737.250000,736.500000,29349.000000,10682.dcm
1080.000000,253.000000,281.169990,678.042553,723.000000,899.000000,220.000000,194.829626,399.200000,325.000000,21888.000000,10684.dcm
1055.000000,766.000000,78.823942,937.600000,951.500000,1050.000000,688.000000,155.555349,942.333333,1030.000000,22474.000000,10686.dcm
1080.000000,206.000000,279.627699,623.793651,567.000000,730.000000,220.000000,131.335557,329.518519,278.000000,30402.000000,10688.dcm
1080.000000,219.000000,285.366976,679.000000,746.500000,959.000000,206.000000,223.168642,403.352941,332.000000,24377.000000,10690.dcm
1342.000000,5.000000,378.342510,896.222222,1083.000000,1039.000000,0.000000,193.608710,186.450980,135.000000,119547.000000,10694.dcm
1342.000000,5.000000,378.101313,913.000000,1088.000000,1263.000000,0.000000,398.527787,373.428571,183.000000,100267.000000,10699.dcm
1081.000000,127.000000,372.374303,687.473118,854.000000,979.000000,123.000000,234.729988,296.205128,191.000000,52383.000000,1070.dcm
1342.000000,5.000000,394.131297,872.328859,1076.000000,1039.000000,0.000000,171.145738,181.847222,138.000000,116884.000000,10704.dcm
1342.000000,5.000000,396.968473,891.802920,1085.000000,648.000000,0.000000,135.061415,182.222222,154.000000,113977.000000,10710.dcm
712.000000,183.000000,184.143788,397.031250,316.000000,615.000000,197.000000,165.114136,324.300000,244.000000,9462.000000,10713.dcm
1266.000000,10.000000,364.611394,858.872093,1057.000000,1129.000000,41.000000,286.940319,479.469388,427.500000,100738.000000,10716.dcm
1266.000000,41.000000,358.146167,903.921429,1096.000000,1181.000000,114.000000,339.894971,562.344828,637.000000,110241.000000,10720.dcm
1036.000000,202.000000,288.172788,570.000000,585.500000,716.000000,171.000000,152.697871,329.470588,280.000000,20619.000000,10724.dcm
1266.000000,171.000000,293.299420,971.272727,1099.000000,1234.000000,41.000000,365.970296,675.036364,692.000000,80397.000000,10726.dcm
1266.000000,41.000000,393.782025,821.047337,1053.000000,1389.000000,65.000000,339.486136,617.956522,586.000000,96118.000000,10729.dcm
1227.000000,37.000000,350.729474,870.649573,1071.000000,1054.000000,0.000000,190.714520,231.736111,166.000000,187047.000000,10734.dcm
1227.000000,37.000000,329.054528,900.619910,1079.000000,1078.000000,0.000000,219.154576,251.529412,166.000000,177657.000000,10738.dcm
1030.000000,135.000000,274.306083,727.828125,841.500000,981.000000,86.000000,354.476717,652.166667,915.000000,23103.000000,1074.dcm
1227.000000,37.000000,398.315959,766.964789,1026.000000,667.000000,0.000000,110.761233,181.191304,153.000000,196981.000000,10742.dcm
1227.000000,37.000000,379.475733,834.854167,1064.000000,1078.000000,0.000000,238.707756,264.187500,177.000000,183457.000000,10745.dcm
1055.000000,231.000000,261.872649,749.065934,860.000000,902.000000,220.000000,208.124048,465.966667,436.500000,54186.000000,10750.dcm
1055.000000,231.000000,271.949391,720.689320,831.000000,713.000000,220.000000,155.276673,421.170732,392.000000,56963.000000,10754.dcm
1096.000000,366.000000,175.345610,897.660714,950.000000,1095.000000,224.000000,303.447810,617.640000,539.000000,34828.000000,10757.dcm
1096.000000,366.000000,177.413641,892.471698,949.000000,1095.000000,224.000000,304.594298,733.378378,771.000000,20166.000000,10761.dcm
1055.000000,231.000000,264.344499,707.254386,728.000000,713.000000,220.000000,139.398944,446.518519,467.000000,56515.000000,10765.dcm
1055.000000,220.000000,283.615851,637.129032,614.000000,981.000000,203.000000,196.543637,503.603448,474.000000,49795.000000,10769.dcm
1011.000000,112.000000,332.984568,616.222222,749.000000,962.000000,93.000000,292.823660,359.842105,198.000000,20893.000000,1077.dcm
1096.000000,369.000000,161.524125,920.847826,964.500000,1095.000000,245.000000,283.871555,744.500000,760.000000,23002.000000,10773.dcm
848.000000,198.000000,200.871326,521.346154,526.000000,678.000000,176.000000,109.490861,320.785714,317.000000,18128.000000,10776.dcm
3289.000000,173.000000,978.688015,1783.127907,1761.500000,2052.000000,0.000000,400.569139,572.842105,488.000000,120697.000000,10779.dcm
3289.000000,134.000000,1000.543464,1547.363636,1343.000000,1208.000000,0.000000,308.223430,594.083333,538.000000,127436.000000,10782.dcm
3289.000000,173.000000,971.479620,1844.530864,2041.000000,2052.000000,0.000000,435.199120,613.078431,524.000000,118140.000000,10785.dcm
3289.000000,134.000000,1015.291533,1545.101852,1271.000000,1134.000000,0.000000,269.511881,591.491803,552.000000,130790.000000,10788.dcm
1043.000000,142.000000,325.779820,656.281250,766.500000,928.000000,131.000000,339.343755,491.058824,237.000000,33654.000000,1079.dcm
1044.000000,296.000000,238.581546,727.654321,775.000000,985.000000,213.000000,264.554848,533.962963,561.000000,44523.000000,10791.dcm
1044.000000,222.000000,247.225920,673.911765,679.000000,1021.000000,205.000000,318.016019,599.533333,657.500000,50753.000000,10794.dcm
1135.000000,170.000000,304.583008,548.181818,464.000000,530.000000,188.000000,88.182082,256.727273,225.000000,33738.000000,10797.dcm
1044.000000,245.000000,247.818577,693.263158,719.000000,993.000000,205.000000,309.302795,577.054054,600.000000,44509.000000,10799.dcm
1135.000000,170.000000,327.948970,564.915254,514.000000,681.000000,195.000000,138.509468,280.454545,242.000000,30245.000000,10801.dcm
1044.000000,331.000000,211.234164,732.886364,728.500000,1021.000000,205.000000,298.538699,505.250000,326.500000,42263.000000,10804.dcm
1135.000000,185.000000,296.514153,663.725490,656.000000,779.000000,185.000000,160.788341,304.904762,242.000000,27447.000000,10807.dcm
1034.000000,84.000000,322.169169,636.283784,704.000000,574.000000,67.000000,118.898313,195.138889,158.500000,40060.000000,10809.dcm
1034.000000,84.000000,309.200042,678.363636,754.000000,745.000000,93.000000,136.121110,221.500000,193.500000,39456.000000,10814.dcm
1034.000000,105.000000,283.219562,741.035088,851.000000,660.000000,84.000000,141.879707,246.380952,199.000000,31891.000000,10818.dcm
1034.000000,84.000000,322.169169,636.283784,704.000000,574.000000,67.000000,118.898313,195.138889,158.500000,40060.000000,10821.dcm
1227.000000,32.000000,388.769441,679.226415,732.000000,846.000000,43.000000,215.456707,368.851852,332.000000,26040.000000,10824.dcm
1874.000000,59.000000,490.955025,904.020000,896.500000,1172.000000,0.000000,451.860898,383.266667,84.500000,33703.000000,10825.dcm
1227.000000,32.000000,391.732214,666.796296,706.000000,846.000000,43.000000,250.751371,378.125000,322.500000,29957.000000,10829.dcm
1036.000000,142.000000,290.779803,591.233333,631.000000,538.000000,127.000000,128.743513,248.450000,200.500000,30505.000000,1083.dcm
1874.000000,78.000000,499.530589,1054.928571,1086.000000,1218.000000,0.000000,459.573731,600.285714,797.000000,16932.000000,10831.dcm
1138.000000,21.000000,213.069313,385.966942,381.000000,598.000000,0.000000,116.535910,119.891892,93.500000,37830.000000,10834.dcm
1227.000000,32.000000,377.499393,615.869565,582.000000,546.000000,62.000000,138.693296,269.947368,259.000000,37366.000000,10837.dcm
1874.000000,78.000000,461.489205,1021.135135,1075.000000,977.000000,0.000000,423.145193,357.636364,150.000000,33848.000000,10839.dcm
1227.000000,32.000000,393.202706,568.982759,415.500000,846.000000,139.000000,236.259872,360.000000,258.500000,28681.000000,10843.dcm
1874.000000,78.000000,432.724765,1049.000000,1077.000000,1050.000000,0.000000,344.921719,277.583333,138.500000,35482.000000,10847.dcm
1140.000000,268.000000,196.772761,548.433962,496.000000,1174.000000,156.000000,417.736438,618.864865,438.000000,6169.000000,1085.dcm
1234.000000,253.000000,291.189032,821.523256,849.000000,1152.000000,271.000000,314.084773,712.125000,773.500000,53560.000000,10850.dcm
1374.000000,24.000000,274.856262,972.219355,1074.000000,1234.000000,0.000000,281.316503,433.841935,363.000000,317591.000000,10856.dcm
1234.000000,240.000000,311.507829,733.385827,726.000000,1169.000000,113.000000,294.215428,526.790123,386.000000,50470.000000,10861.dcm
1374.000000,135.000000,189.254060,1030.341404,1084.000000,1277.000000,0.000000,267.214366,406.740385,340.000000,298628.000000,10867.dcm
1081.000000,134.000000,339.670253,737.087912,871.000000,856.000000,123.000000,190.060414,258.195122,187.000000,56489.000000,1087.dcm
1234.000000,253.000000,289.568071,824.083333,849.000000,1152.000000,271.000000,302.962464,651.520833,509.500000,37950.000000,10876.dcm
1234.000000,253.000000,314.428826,775.197917,793.000000,1097.000000,248.000000,297.675606,609.625000,489.500000,59788.000000,10878.dcm
1007.000000,124.000000,305.219083,640.420290,739.000000,932.000000,108.000000,286.309531,314.047619,151.000000,37594.000000,10881.dcm
2624.000000,1.000000,823.028450,1344.172414,1279.000000,1332.000000,17.000000,322.287676,458.500000,420.000000,71543.000000,10885.dcm
1007.000000,108.000000,335.530764,528.914634,514.000000,981.000000,114.000000,337.135336,414.230769,150.000000,27216.000000,10888.dcm
1030.000000,135.000000,291.628216,670.195652,768.500000,981.000000,86.000000,364.252183,480.450980,289.000000,37155.000000,1089.dcm
