Areaorg1,MajorAxisLengthorg1,MinorAxisLengthorg1,Eccentricityorg1,ConvexAreaorg1,EquivDiameterorg1,Solidityorg1,Extentorg1,Perimeterorg1,ConvexPerimeterorg1,Circularityorg1,Roughnessorg1,Elongationorg1,Compactnessorg1,MaxChordLengthorg1,RadialDistanceSDorg1,SecondMomentorg1,ImageName
83.000000,11.174037,9.624872,0.507994,84.000000,10.280023,0.988095,0.754545,33.798990,33.576114,0.925182,0.993406,1.160954,1.095266,11.704700,0.403759,0.161770,10217.dcm
72.000000,10.525722,8.911737,0.532130,73.000000,9.574615,0.986301,0.720000,31.798990,31.397968,0.917781,0.987389,1.181108,1.117595,10.770330,0.418855,0.162798,10219.dcm
74.000000,10.123579,9.526793,0.338268,76.000000,9.706685,0.973684,0.672727,32.627417,32.092980,0.902862,0.983620,1.062643,1.144785,11.180340,0.359533,0.160963,10222.dcm
68.000000,9.686730,9.079999,0.348349,70.000000,9.304853,0.971429,0.755556,30.970563,30.436126,0.922444,0.982744,1.066821,1.122482,10.440307,0.304395,0.159570,10224.dcm
67.000000,11.523343,7.757287,0.739478,72.000000,9.236182,0.930556,0.670000,32.384776,31.652304,0.840377,0.977382,1.485486,1.245653,11.661904,0.820198,0.177515,10226.dcm
37.000000,7.834020,6.209431,0.609711,37.000000,6.863663,1.000000,0.660714,22.970563,22.792417,0.895016,0.992245,1.261633,1.134832,8.246211,0.380615,0.164294,10229.dcm
274.000000,20.166359,17.649943,0.483730,282.000000,18.677999,0.971631,0.801170,63.455844,61.873741,0.899389,0.975068,1.142574,1.169453,21.470911,0.801344,0.163215,1023.dcm
67.000000,11.523343,7.757287,0.739478,72.000000,9.236182,0.930556,0.670000,32.384776,31.652304,0.840377,0.977382,1.485486,1.245653,11.661904,0.820198,0.177515,10231.dcm
75.000000,11.854389,8.290827,0.714741,78.000000,9.772050,0.961538,0.750000,33.556349,33.052477,0.862707,0.984984,1.429820,1.194753,12.206556,0.750379,0.172165,10234.dcm
292.000000,22.966205,16.664781,0.688094,305.000000,19.281752,0.957377,0.698565,68.426407,64.940861,0.870075,0.949061,1.378128,1.276012,23.409400,1.368759,0.171767,10238.dcm
160.000000,15.644885,13.342526,0.522178,166.000000,14.272993,0.963855,0.588235,50.183766,48.085879,0.869550,0.958196,1.172558,1.252555,17.117243,0.662665,0.164109,10243.dcm
234.000000,21.076740,15.093121,0.697994,254.000000,17.260882,0.921260,0.696429,63.455844,60.177597,0.812000,0.948338,1.396447,1.369360,21.587033,1.622482,0.178783,10249.dcm
103.000000,14.075994,9.684257,0.725712,113.000000,11.451798,0.911504,0.660256,41.798990,39.574659,0.826443,0.946785,1.453492,1.349847,14.422205,0.920366,0.175517,10253.dcm
131.000000,15.576216,11.071751,0.703383,134.000000,12.914890,0.977612,0.793939,44.970563,43.926529,0.853154,0.976784,1.406843,1.228501,15.811388,1.008399,0.172965,10256.dcm
106.000000,13.382336,10.246787,0.643204,108.000000,11.617375,0.981481,0.803030,38.970563,38.257980,0.910063,0.981715,1.306003,1.140139,13.892444,0.655520,0.165930,10261.dcm
138.000000,14.713580,12.345902,0.544005,140.000000,13.255454,0.985714,0.821429,44.970563,44.006045,0.895497,0.978552,1.191778,1.166186,15.231546,0.737607,0.165871,10264.dcm
150.000000,15.097727,12.907892,0.518701,156.000000,13.819766,0.961538,0.824176,47.213203,45.565710,0.907872,0.965105,1.169651,1.182567,16.124515,0.616550,0.163287,10267.dcm
112.000000,12.402414,11.690682,0.333886,116.000000,11.941643,0.965517,0.717949,40.041631,39.236539,0.914211,0.979894,1.060880,1.139189,13.341664,0.396598,0.160617,10269.dcm
261.000000,18.948730,17.638050,0.365452,267.000000,18.229523,0.977528,0.763158,60.526912,59.008067,0.941949,0.974906,1.074310,1.116983,19.697716,0.413647,0.159839,1027.dcm
119.000000,14.013562,11.318085,0.589659,124.000000,12.309163,0.959677,0.708333,43.213203,41.725908,0.858905,0.965582,1.238157,1.248752,14.560220,0.825152,0.169019,10272.dcm
111.000000,13.269711,10.835699,0.577241,115.000000,11.888212,0.965217,0.711538,40.041631,39.239588,0.905908,0.979970,1.224629,1.149452,13.416408,0.564664,0.163756,10275.dcm
172.000000,20.270471,11.024319,0.839175,176.000000,14.798554,0.977273,0.637037,53.112698,51.396426,0.818224,0.967686,1.838705,1.305144,20.248457,1.672036,0.192500,10279.dcm
153.000000,19.312512,10.562627,0.837177,168.000000,13.957279,0.910714,0.600000,52.284271,49.365751,0.788951,0.944180,1.828382,1.421808,18.601075,1.674364,0.196845,10285.dcm
179.000000,21.445799,11.294072,0.850093,193.000000,15.096684,0.927461,0.559375,57.941125,55.297544,0.735616,0.954375,1.898854,1.492488,22.360680,1.998168,0.204194,10291.dcm
181.000000,23.393864,10.297508,0.897910,186.000000,15.180789,0.973118,0.560372,57.941125,56.335908,0.716668,0.972296,2.271799,1.475997,23.021729,2.328609,0.224670,10298.dcm
560.000000,30.615199,23.885035,0.625569,599.000000,26.702325,0.934891,0.666667,96.325902,90.764067,0.854221,0.942260,1.281773,1.318525,32.756679,1.646691,0.167982,103.dcm
382.000000,24.012838,20.592078,0.514410,398.000000,22.053968,0.959799,0.694545,75.840620,72.618821,0.910280,0.957519,1.166120,1.198203,25.709920,0.942246,0.163283,10303.dcm
390.000000,26.374280,19.529213,0.672096,429.000000,22.283703,0.909091,0.709091,81.254834,75.172775,0.867268,0.925148,1.350504,1.347175,26.570661,1.700226,0.172168,10309.dcm
209.000000,19.639870,14.065178,0.697942,224.000000,16.312788,0.933036,0.611111,59.012193,56.225407,0.830789,0.952776,1.396347,1.325951,19.924859,1.225141,0.173710,1031.dcm
52.000000,9.367449,7.163380,0.644375,52.000000,8.136858,1.000000,0.825397,26.727922,26.549776,0.927025,0.993335,1.307686,1.093244,9.486833,0.471521,0.163938,10314.dcm
311.000000,24.724830,16.379376,0.749091,328.000000,19.899183,0.948171,0.762255,69.698485,67.011292,0.870311,0.961445,1.509510,1.243015,24.351591,1.682146,0.176233,10318.dcm
396.000000,24.487709,20.761409,0.530268,408.000000,22.454462,0.970588,0.720000,76.426407,73.233435,0.927868,0.958222,1.179482,1.173767,26.248809,0.840100,0.162250,10323.dcm
448.000000,27.489824,21.380998,0.628538,488.000000,23.883285,0.918033,0.721417,87.497475,79.569897,0.889181,0.909397,1.285713,1.359888,27.513633,1.684104,0.168830,10329.dcm
314.000000,26.311561,16.111391,0.790601,358.000000,19.994930,0.877095,0.688596,82.769553,72.289112,0.755081,0.873378,1.633103,1.736208,26.925824,2.104029,0.188935,10332.dcm
374.000000,24.627065,19.586185,0.606201,390.000000,21.821815,0.958974,0.712381,74.426407,72.029327,0.905863,0.967793,1.257369,1.178617,26.248809,1.106392,0.165014,10339.dcm
60.000000,10.731937,7.417020,0.722743,63.000000,8.740387,0.952381,0.681818,30.384776,29.794942,0.849329,0.980588,1.446934,1.224478,11.180340,0.737866,0.174500,10343.dcm
442.000000,27.968080,20.351062,0.685945,454.000000,23.722813,0.973568,0.779541,81.355339,78.413740,0.903333,0.963843,1.374281,1.191626,28.231188,1.499232,0.168794,10347.dcm
264.000000,18.982104,17.875673,0.336421,273.000000,18.333991,0.967033,0.731302,61.941125,59.795525,0.927847,0.965361,1.061896,1.156497,20.124612,0.486757,0.160320,1035.dcm
201.000000,18.323568,14.462581,0.614023,211.000000,15.997536,0.952607,0.738971,55.455844,53.960393,0.867473,0.973033,1.266964,1.217555,19.723083,1.004694,0.168611,10353.dcm
506.000000,26.818889,24.876790,0.373613,535.000000,25.382262,0.945794,0.646232,89.740115,85.506339,0.869689,0.952822,1.078069,1.266522,30.083218,1.235735,0.164951,10356.dcm
55.000000,9.067767,8.068014,0.456455,57.000000,8.368284,0.964912,0.763889,28.142136,27.638264,0.904797,0.982095,1.123916,1.145886,9.486833,0.486248,0.164376,10387.dcm
46.000000,8.235520,7.537164,0.402995,48.000000,7.653040,0.958333,0.638889,26.384776,25.850340,0.865038,0.979745,1.092655,1.204312,9.055385,0.467102,0.165715,10389.dcm
55.000000,8.576721,8.284751,0.258700,55.000000,8.368284,1.000000,0.859375,27.313708,27.135563,0.938631,0.993478,1.035242,1.079416,8.944272,0.244522,0.158557,1039.dcm
60.000000,9.018305,8.867617,0.182041,62.000000,8.740387,0.967742,0.666667,29.798990,29.264553,0.880395,0.982065,1.016993,1.177720,10.049876,0.479959,0.163852,10391.dcm
68.000000,10.638920,8.411299,0.612312,70.000000,9.304853,0.971429,0.686869,31.798990,31.146033,0.880873,0.979466,1.264837,1.183335,11.401754,0.559873,0.166608,10394.dcm
134.000000,15.755226,11.027164,0.714236,141.000000,13.061933,0.950355,0.687179,45.455844,43.971649,0.870902,0.967349,1.428765,1.227057,16.155494,0.933800,0.171249,10398.dcm
371.000000,24.704543,19.417380,0.618247,391.000000,21.734118,0.948849,0.679487,76.426407,72.497959,0.887018,0.948598,1.272290,1.252862,26.925824,1.140546,0.165883,10409.dcm
227.000000,20.711723,14.159003,0.729836,236.000000,17.000746,0.961864,0.667647,59.355339,57.093355,0.875114,0.961891,1.462795,1.235048,21.023796,1.236480,0.172573,1042.dcm
311.000000,22.872068,17.501376,0.643810,323.000000,19.899183,0.962848,0.676087,69.597980,66.275057,0.889754,0.952255,1.306873,1.239433,24.351591,1.075446,0.166150,10422.dcm
101.000000,12.220984,10.728409,0.478903,102.000000,11.340070,0.990196,0.918182,37.899495,37.365058,0.909075,0.985899,1.139124,1.131711,13.038405,0.476930,0.161995,10431.dcm
114.000000,12.265083,12.087879,0.169372,116.000000,12.047793,0.982759,0.674556,40.284271,39.526959,0.916913,0.981201,1.014660,1.132808,13.152946,0.396371,0.161120,10438.dcm
423.000000,24.612368,22.125009,0.438075,431.000000,23.207333,0.981439,0.735652,77.254834,75.483403,0.932926,0.977070,1.112423,1.122797,26.248809,0.742204,0.161439,10448.dcm
34.000000,7.059150,6.262243,0.461558,34.000000,6.579525,1.000000,0.809524,21.313708,21.313708,0.940526,1.000000,1.127256,1.063235,7.280110,0.263117,0.158788,1045.dcm
363.000000,24.461489,19.054561,0.627072,371.000000,21.498511,0.978437,0.726000,73.012193,70.798819,0.910048,0.969685,1.283760,1.168623,25.961510,1.064250,0.165078,10460.dcm
96.000000,11.811489,10.455055,0.465287,96.000000,11.055813,1.000000,0.793388,35.798990,35.798990,0.941325,1.000000,1.129740,1.062332,12.083046,0.318628,0.160256,10469.dcm
40.000000,8.072094,6.531307,0.587641,41.000000,7.136496,0.975610,0.816327,23.899495,23.721349,0.893287,0.992546,1.235908,1.136338,8.602325,0.402930,0.164297,1047.dcm
582.000000,40.068371,19.393735,0.875059,681.000000,27.221782,0.854626,0.591463,109.154329,102.162644,0.700727,0.935947,2.066047,1.629105,41.436699,3.949176,0.212513,10480.dcm
688.000000,47.292476,19.637231,0.909717,804.000000,29.597108,0.855721,0.573333,129.639610,115.974333,0.642798,0.894590,2.408307,1.943914,49.477268,5.091264,0.237966,10491.dcm
212.000000,17.768140,15.367728,0.501938,218.000000,16.429449,0.972477,0.736111,55.698485,54.003895,0.913473,0.969576,1.156198,1.164504,18.788294,0.619854,0.161912,1050.dcm
578.000000,44.522852,17.603078,0.918521,678.000000,27.128075,0.852507,0.625541,116.183766,106.643806,0.638655,0.917889,2.529265,1.858460,43.680659,4.849428,0.247566,10508.dcm
731.000000,49.442551,19.711760,0.917090,860.000000,30.508001,0.850000,0.567547,127.982756,117.169612,0.669110,0.915511,2.508277,1.783100,48.703183,5.174109,0.242002,10515.dcm
1236.000000,42.437098,37.413420,0.471959,1276.000000,39.670191,0.968652,0.756426,136.225397,128.905030,0.934735,0.946263,1.134275,1.194780,43.737855,1.288624,0.161711,10535.dcm
150.000000,16.218869,12.180378,0.660302,165.000000,13.819766,0.909091,0.714286,50.627417,47.392322,0.839238,0.936100,1.331557,1.359786,17.000000,0.952983,0.170311,1054.dcm
1323.000000,47.003620,36.683389,0.625234,1376.000000,41.042611,0.961483,0.744932,146.568542,137.764070,0.875987,0.939929,1.281333,1.292147,49.729267,2.417813,0.167817,10559.dcm
33.000000,6.782195,6.334131,0.357442,34.000000,6.482045,0.970588,0.785714,21.313708,21.135563,0.928317,0.991642,1.070738,1.095454,7.280110,0.253575,0.158054,1057.dcm
50.000000,8.668671,7.477380,0.505929,50.000000,7.978846,1.000000,0.781250,26.142136,25.963990,0.932045,0.993185,1.159319,1.087683,8.944272,0.303443,0.160488,10571.dcm
990.000000,44.384201,28.696902,0.762866,1018.000000,35.503622,0.972495,0.803571,123.982756,118.602886,0.884412,0.956608,1.546655,1.235599,44.911023,2.934076,0.176187,10579.dcm
58.000000,11.737621,7.075995,0.797857,68.000000,8.593480,0.852941,0.659091,33.798990,30.578650,0.779473,0.904721,1.658795,1.567363,11.704700,1.160681,0.199542,1060.dcm
49.000000,8.263662,7.753247,0.346002,50.000000,7.898654,0.980000,0.765625,26.142136,25.785844,0.926069,0.986371,1.065832,1.109880,8.544004,0.320971,0.160375,10600.dcm
851.000000,39.907826,27.424827,0.726464,881.000000,32.916969,0.965948,0.733621,116.811183,109.226190,0.896367,0.935066,1.455171,1.275938,40.311289,2.379722,0.172010,10608.dcm
48.000000,9.172634,6.832440,0.667207,48.000000,7.817640,1.000000,0.761905,26.142136,25.785844,0.907169,0.986371,1.342512,1.133003,9.486833,0.517682,0.166866,1062.dcm
22.000000,6.500538,4.583089,0.709175,22.000000,5.292567,1.000000,0.628571,18.142136,18.142136,0.839954,1.000000,1.418375,1.190541,7.071068,0.461566,0.172145,10634.dcm
1124.000000,49.595880,31.310145,0.775534,1317.000000,37.830163,0.853455,0.643021,157.882251,136.952769,0.753069,0.867436,1.584019,1.764779,51.478151,4.110570,0.191137,10635.dcm
25.000000,6.548901,5.298996,0.587612,27.000000,5.641896,0.925926,0.694444,21.313708,19.291268,0.844167,0.905111,1.235876,1.446000,6.708204,0.482710,0.170752,10643.dcm
58.000000,9.813572,7.994138,0.580023,63.000000,8.593480,0.920635,0.716049,31.213203,29.265241,0.851008,0.937592,1.227596,1.336715,10.295630,0.636581,0.169769,10646.dcm
69.000000,12.886313,7.436383,0.816690,73.000000,9.373021,0.945205,0.570248,34.627417,33.498384,0.772701,0.967395,1.732874,1.382870,12.529964,1.183380,0.198089,10649.dcm
37.000000,7.821098,6.189928,0.611247,38.000000,6.863663,0.973684,0.770833,23.313708,22.779272,0.896049,0.977076,1.263520,1.168991,8.246211,0.396038,0.163544,1065.dcm
48.000000,8.494394,7.416535,0.487524,49.000000,7.817640,0.979592,0.666667,26.384776,25.954695,0.895404,0.983700,1.145332,1.154133,9.219544,0.377643,0.162100,10652.dcm
76.000000,10.840418,9.037913,0.552182,77.000000,9.836982,0.987013,0.844444,32.142136,31.963990,0.934763,0.994458,1.199438,1.081748,11.180340,0.421837,0.161622,10655.dcm
55.000000,10.200508,7.170240,0.711259,60.000000,8.368284,0.916667,0.611111,30.384776,28.767301,0.835169,0.946767,1.422617,1.335794,10.295630,0.666296,0.173632,10658.dcm
71.000000,11.681672,8.004419,0.728344,75.000000,9.507892,0.946667,0.717172,32.970563,32.032056,0.869558,0.971535,1.459403,1.218385,11.704700,0.819419,0.174177,10659.dcm
83.000000,11.036900,9.842421,0.452481,86.000000,10.280023,0.965116,0.754545,34.970563,34.175583,0.893010,0.977267,1.121360,1.172512,11.704700,0.488962,0.162665,10662.dcm
88.000000,12.137568,9.546160,0.617594,92.000000,10.585135,0.956522,0.733333,36.970563,35.514501,0.876761,0.960616,1.271461,1.236003,12.649111,0.661237,0.167460,10664.dcm
67.000000,10.204525,8.512550,0.551472,70.000000,9.236182,0.957143,0.744444,30.970563,30.257980,0.919612,0.976992,1.198762,1.139236,10.440307,0.425883,0.162247,10666.dcm
68.000000,10.072933,8.883244,0.471451,69.000000,9.304853,0.985507,0.680000,31.213203,30.812182,0.900065,0.987152,1.133925,1.140139,10.440307,0.463067,0.163336,10668.dcm
98.000000,13.918949,9.112372,0.755911,103.000000,11.170384,0.951456,0.685315,38.627417,37.691959,0.866839,0.975783,1.527478,1.211589,14.317821,0.896087,0.174812,10669.dcm
74.000000,10.600841,9.118865,0.509953,76.000000,9.706685,0.973684,0.822222,32.727922,32.074965,0.903877,0.980049,1.162518,1.151848,11.180340,0.483136,0.162893,1067.dcm
51.000000,9.189532,7.437141,0.587388,53.000000,8.058239,0.962264,0.708333,27.556349,26.903392,0.885454,0.976305,1.235627,1.184850,9.486833,0.565754,0.168005,10672.dcm
44.000000,9.531977,6.240217,0.755922,48.000000,7.484821,0.916667,0.698413,27.556349,26.080523,0.812887,0.946443,1.527507,1.373349,9.848858,0.699925,0.180586,10674.dcm
40.000000,7.538862,7.040755,0.357461,41.000000,7.136496,0.975610,0.714286,24.142136,23.607699,0.901909,0.977863,1.070746,1.159529,8.062258,0.367077,0.162094,10675.dcm
76.000000,12.102334,8.546964,0.707988,81.000000,9.836982,0.938272,0.584615,36.870058,34.375481,0.808213,0.932341,1.415980,1.423391,13.152946,0.884682,0.178331,10678.dcm
92.000000,12.069190,9.840476,0.578985,93.000000,10.823033,0.989247,0.766667,35.798990,35.264553,0.929653,0.985071,1.226484,1.108521,12.369317,0.496751,0.162930,10680.dcm
38.000000,7.746920,6.510450,0.541979,38.000000,6.955796,1.000000,0.904762,23.656854,23.300563,0.879550,0.984939,1.189921,1.171981,8.062258,0.399061,0.164036,10682.dcm
47.000000,8.545811,7.292053,0.521437,49.000000,7.735778,0.959184,0.652778,26.970563,26.028485,0.871786,0.965070,1.171935,1.231607,9.219544,0.450324,0.164280,10684.dcm
30.000000,6.592926,5.907434,0.444001,30.000000,6.180387,1.000000,0.833333,19.899495,19.899495,0.952022,1.000000,1.116039,1.050396,6.708204,0.215134,0.157704,10686.dcm
