gabormean_0_0otsu1,gaborSD_0_0otsu1,gabormean_0_1otsu1,gaborSD_0_1otsu1,gabormean_0_2otsu1,gaborSD_0_2otsu1,gabormean_1_0otsu1,gaborSD_1_0otsu1,gabormean_1_1otsu1,gaborSD_1_1otsu1,gabormean_1_2otsu1,gaborSD_1_2otsu1,gabormean_2_0otsu1,gaborSD_2_0otsu1,gabormean_2_1otsu1,gaborSD_2_1otsu1,gabormean_2_2otsu1,gaborSD_2_2otsu1,gabormean_3_0otsu1,gaborSD_3_0otsu1,gabormean_3_1otsu1,gaborSD_3_1otsu1,gabormean_3_2otsu1,gaborSD_3_2otsu1,gabormean_0_0otsu2,gaborSD_0_0otsu2,gabormean_0_1otsu2,gaborSD_0_1otsu2,gabormean_0_2otsu2,gaborSD_0_2otsu2,gabormean_1_0otsu2,gaborSD_1_0otsu2,gabormean_1_1otsu2,gaborSD_1_1otsu2,gabormean_1_2otsu2,gaborSD_1_2otsu2,gabormean_2_0otsu2,gaborSD_2_0otsu2,gabormean_2_1otsu2,gaborSD_2_1otsu2,gabormean_2_2otsu2,gaborSD_2_2otsu2,gabormean_3_0otsu2,gaborSD_3_0otsu2,gabormean_3_1otsu2,gaborSD_3_1otsu2,gabormean_3_2otsu2,gaborSD_3_2otsu2,gabormean_0_0otsu3,gaborSD_0_0otsu3,gabormean_0_1otsu3,gaborSD_0_1otsu3,gabormean_0_2otsu3,gaborSD_0_2otsu3,gabormean_1_0otsu3,gaborSD_1_0otsu3,gabormean_1_1otsu3,gaborSD_1_1otsu3,gabormean_1_2otsu3,gaborSD_1_2otsu3,gabormean_2_0otsu3,gaborSD_2_0otsu3,gabormean_2_1otsu3,gaborSD_2_1otsu3,gabormean_2_2otsu3,gaborSD_2_2otsu3,gabormean_3_0otsu3,gaborSD_3_0otsu3,gabormean_3_1otsu3,gaborSD_3_1otsu3,gabormean_3_2otsu3,gaborSD_3_2otsu3,gabormean_0_0otsu4,gaborSD_0_0otsu4,gabormean_0_1otsu4,gaborSD_0_1otsu4,gabormean_0_2otsu4,gaborSD_0_2otsu4,gabormean_1_0otsu4,gaborSD_1_0otsu4,gabormean_1_1otsu4,gaborSD_1_1otsu4,gabormean_1_2otsu4,gaborSD_1_2otsu4,gabormean_2_0otsu4,gaborSD_2_0otsu4,gabormean_2_1otsu4,gaborSD_2_1otsu4,gabormean_2_2otsu4,gaborSD_2_2otsu4,gabormean_3_0otsu4,gaborSD_3_0otsu4,gabormean_3_1otsu4,gaborSD_3_1otsu4,gabormean_3_2otsu4,gaborSD_3_2otsu4,ImageName
53.083333,59.735402,56.583333,68.031745,137.500000,51.641839,74.952381,44.367823,134.964286,55.593067,55.380952,44.278392,57.559524,55.313423,60.321429,70.777466,131.666667,52.725781,60.130952,41.686951,113.547619,62.267283,62.023810,46.076672,51.412698,60.068680,52.968254,68.399908,155.920635,43.589841,73.380952,40.365839,146.984127,52.301080,48.555556,38.135065,52.984127,54.869491,51.714286,69.843703,150.634921,44.913286,52.079365,32.770611,123.031746,66.217863,54.222222,37.859862,40.272727,41.078690,36.704545,52.928025,176.272727,33.344128,72.409091,33.302223,150.818182,51.225572,43.386364,31.355587,47.318182,47.415910,45.045455,64.445742,171.545455,35.247599,47.295455,30.043828,126.931818,70.590663,45.659091,24.756435,29.900000,13.329429,15.450000,20.515655,202.950000,21.029991,73.500000,20.093204,139.400000,52.270954,33.800000,14.409792,37.800000,19.632411,34.800000,44.592423,201.300000,20.266903,40.050000,27.668099,119.550000,77.135203,38.050000,18.880441,203.dcm
38.993610,34.891498,20.587859,37.925950,139.143770,60.483907,51.894569,31.025606,108.591054,54.821086,73.271565,36.372799,37.920128,37.181597,22.102236,42.616910,140.865815,59.650864,55.597444,36.140630,103.696486,53.339388,54.773163,32.705215,42.055556,37.493772,17.981481,38.526942,168.476852,47.701294,51.300926,31.385928,113.291667,59.293383,73.314815,34.024655,36.902778,37.100803,19.185185,39.850453,170.009259,45.875969,64.495370,37.014139,122.032407,50.119335,63.805556,32.281021,42.398601,34.830604,15.937063,34.300088,192.279720,38.858248,54.818182,27.790878,121.104895,57.543213,78.573427,30.958511,31.195804,23.079855,11.622378,21.769213,192.146853,37.979972,71.454545,34.712446,133.475524,51.607243,68.391608,29.887827,35.828947,14.110410,8.381579,5.233143,219.894737,19.295995,56.684211,21.968590,125.526316,47.917561,83.921053,25.703314,27.736842,13.641474,8.868421,3.799446,218.723684,18.163405,75.328947,32.254152,146.592105,55.573657,69.947368,24.132907,213.dcm
58.146154,45.759903,74.868132,57.576430,164.980220,62.741999,59.539560,42.058319,52.850549,35.517790,66.104396,42.229467,38.371429,32.617233,20.984615,26.201760,163.800000,62.363581,73.763736,44.651766,73.685714,46.267436,74.130769,42.583994,51.425926,39.036901,70.572650,54.316552,190.730769,43.614347,57.538462,42.762397,51.086895,36.179646,65.930199,42.431275,31.468661,23.431778,16.719373,14.733859,189.534188,43.228925,70.153846,42.817321,69.703704,44.752105,72.611111,41.129711,46.423012,35.798358,67.881557,53.614217,203.964467,31.281777,54.321489,41.108804,49.609137,36.254438,64.340102,42.148339,29.291032,22.394761,15.201354,14.173802,202.658206,31.038985,64.632826,40.452762,63.434856,39.123084,70.598985,40.659520,53.670886,39.746221,91.000000,65.589829,229.949367,17.823133,48.050633,20.259786,47.531646,23.549640,62.012658,27.990151,32.291139,22.900091,19.227848,18.349142,224.949367,20.822756,78.632911,42.808511,69.164557,28.192302,75.569620,38.303338,221.dcm
70.353070,52.161165,46.043860,45.817822,134.649123,62.133848,74.107456,50.441387,74.708333,53.260013,70.967105,46.077730,47.524123,44.277291,35.732456,50.679370,133.502193,63.180989,72.453947,53.266921,87.910088,57.326390,77.872807,48.630398,70.086379,53.304526,40.225914,48.260081,161.913621,55.061292,67.079734,45.855719,71.727575,47.086292,67.156146,44.935571,49.242525,49.193539,42.262458,59.274173,161.694352,54.707705,74.700997,56.713993,92.730897,60.566581,75.774086,48.767634,53.910448,37.870067,24.527363,27.266839,187.786070,41.814579,61.880597,38.074738,67.716418,45.200599,61.462687,38.625378,49.751244,50.581892,45.845771,63.397564,189.054726,37.890790,78.756219,59.414016,92.378109,62.289938,74.935323,50.525546,58.402778,41.442871,23.861111,28.360012,177.180556,43.762910,65.861111,43.943403,67.722222,48.355556,72.361111,44.799492,66.569444,65.400785,74.500000,78.865727,180.430556,35.789221,70.250000,46.932901,92.194444,67.502246,74.138889,45.831075,230.dcm
57.031782,44.872105,71.417707,55.104738,167.707151,60.655215,47.121453,36.703263,47.821793,34.247081,53.383655,36.176404,56.096481,43.544580,25.338252,29.164370,166.796822,60.263028,68.951192,43.310178,73.526674,46.975037,66.963678,38.954589,49.858177,37.527036,67.742402,51.698459,191.356006,42.742885,45.335745,37.023888,46.649783,34.978446,51.914616,36.413128,47.749638,37.399095,20.206946,17.773022,190.651230,41.501859,66.102750,41.034763,68.781476,44.131589,65.960926,37.034726,45.127986,34.370217,65.668942,51.480372,203.740614,30.997948,42.302048,34.592167,45.194539,34.054853,49.989761,35.016966,44.271331,35.598614,18.322526,17.163569,202.766212,30.361553,60.245734,37.596568,63.092150,39.178378,63.114334,35.610892,53.367089,39.442323,87.797468,63.318564,229.430380,17.766782,36.215190,15.041542,43.012658,21.350250,46.822785,20.959521,48.417722,34.764264,22.962025,21.936063,224.544304,20.753620,74.430380,40.796771,69.202532,28.188641,69.392405,35.793359,270.dcm
83.513514,64.303911,59.783784,68.168862,120.500000,52.273844,108.162162,57.005654,120.013514,65.569057,72.027027,39.833205,81.108108,56.339375,57.094595,66.141850,118.540541,50.821792,101.972973,47.328920,144.391892,57.726520,86.094595,47.731891,77.288136,63.005761,50.288136,60.518749,134.762712,46.325065,101.881356,57.646690,124.830508,69.182456,66.237288,36.494846,77.457627,55.563360,50.406780,65.651672,131.745763,45.906048,107.389831,46.565496,149.762712,58.058632,84.118644,45.346210,60.351351,38.163549,30.054054,23.462672,162.945946,30.929082,91.135135,59.125649,121.432432,76.652006,61.216216,33.116071,56.783784,28.467462,26.027027,31.050574,158.918919,30.385832,109.270270,45.553783,157.837838,56.258586,80.864865,42.602271,52.000000,35.785913,27.500000,22.175140,183.950000,20.697000,79.900000,53.452291,107.400000,78.973280,49.500000,22.887597,61.700000,26.783931,11.650000,11.739609,178.600000,20.851354,111.800000,38.359244,159.350000,59.825426,73.000000,41.770047,291.dcm
79.951807,61.609887,69.096386,73.608658,127.963855,51.361570,105.722892,56.524183,113.746988,64.939530,80.000000,39.281349,53.722892,58.756487,61.277108,69.387444,129.156627,49.938372,82.819277,49.661327,134.518072,64.247874,55.180723,34.933087,73.619048,56.115787,54.460317,61.072888,146.269841,43.914582,103.634921,57.435041,117.730159,65.503560,76.603175,37.513241,51.285714,58.294145,54.761905,65.457377,146.412698,42.200227,88.380952,51.461050,151.238095,63.141345,58.111111,36.505904,69.550000,53.684238,39.825000,48.881798,165.825000,38.719165,90.750000,51.847286,109.450000,62.399437,68.175000,29.238092,53.475000,61.021639,54.850000,67.022977,166.650000,35.889824,71.975000,38.067745,180.750000,49.446034,55.125000,32.538882,56.473684,37.117484,25.157895,25.966352,189.473684,28.286959,79.578947,42.562785,93.526316,48.460028,65.947368,36.036207,36.368421,33.624083,38.578947,44.968280,191.947368,23.627841,67.105263,38.989877,202.894737,32.666488,59.000000,34.138606,297.dcm
61.796296,69.428769,63.592593,76.687437,146.037037,49.317593,38.537037,43.004042,83.629630,45.310791,36.425926,45.382900,61.166667,65.934430,58.222222,74.893299,147.666667,50.736091,52.407407,54.205590,80.574074,44.342833,55.370370,56.014586,72.658537,75.248791,74.926829,83.109383,165.390244,38.619217,41.853659,48.639778,82.073171,50.105584,39.902439,51.143330,69.853659,71.851082,66.536585,82.173018,167.097561,40.190052,63.707317,57.617378,85.097561,48.387914,65.048780,61.112172,91.846154,84.265624,98.615385,88.952157,183.269231,33.607806,47.846154,60.279146,70.076923,52.961060,48.269231,62.857017,77.346154,78.002022,79.538462,86.718963,184.192308,36.058862,82.576923,65.210535,88.769231,58.629213,85.884615,68.362754,148.833333,78.810282,160.250000,76.036026,171.666667,34.957983,77.166667,79.006137,74.666667,71.971375,85.000000,78.401067,100.750000,88.647540,111.583333,91.263314,170.416667,35.423306,129.750000,68.058965,126.000000,68.257534,137.416667,67.969857,306.dcm
57.227273,67.351167,69.636364,71.701932,132.795455,56.124272,63.409091,48.008390,149.113636,69.232744,61.568182,49.513633,75.295455,72.648110,74.818182,76.398062,131.136364,58.222744,71.545455,53.758917,91.386364,62.607012,63.295455,55.750516,62.676471,74.773890,73.970588,79.490226,148.911765,51.352830,68.058824,51.890877,169.558824,59.804830,62.617647,53.784652,87.911765,77.962838,86.911765,82.211983,152.058824,46.731951,78.558824,57.596397,104.235294,64.181588,69.558824,61.499540,65.190476,77.652185,76.619048,83.029800,170.285714,38.054097,70.571429,62.859821,195.571429,42.869070,64.714286,64.107053,110.619048,85.532728,118.047619,85.067900,177.190476,31.446175,92.809524,65.435173,129.857143,66.609523,87.380952,70.478703,60.363636,64.081624,73.818182,72.337844,185.818182,31.425525,75.636364,72.923621,199.272727,43.407582,77.272727,78.620724,133.545455,84.611304,149.454545,79.546670,189.818182,33.952373,111.636364,74.232436,147.363636,73.625095,113.545455,71.344746,310.dcm
103.756098,48.315210,53.463415,59.600148,126.987805,51.594692,105.292683,63.349216,128.670732,64.191853,75.621951,49.599791,108.646341,62.672453,70.280488,59.458934,126.231707,53.924112,130.390244,57.268429,129.780488,55.908661,123.036585,48.724837,109.362069,49.268223,54.603448,61.648392,146.844828,46.745598,115.689655,57.621940,130.758621,67.344183,70.965517,42.061761,99.224138,68.181914,57.051724,51.205956,149.034483,44.744485,132.327586,60.886834,142.155172,57.963026,128.293103,48.693819,106.026316,37.021898,41.736842,39.922008,168.973684,37.404644,117.289474,53.695290,127.289474,71.850787,66.236842,39.746789,92.657895,64.603270,56.868421,49.929773,171.973684,34.445010,119.605263,62.355797,144.421053,61.550520,118.157895,42.699786,113.421053,37.997538,28.473684,29.822379,196.947368,21.211825,114.210526,46.117698,105.842105,67.732532,63.052632,36.571807,82.368421,52.006635,47.842105,41.584269,198.736842,18.896920,91.789474,54.058177,130.000000,63.709410,99.263158,32.396574,318.dcm
83.327586,49.459673,74.603448,76.326846,124.603448,55.902151,93.189655,62.537976,85.844828,65.557743,62.206897,44.390910,106.689655,69.790465,67.948276,74.630886,123.086207,55.104457,109.310345,60.134705,97.741379,75.078803,70.534483,56.515552,82.421053,56.242060,59.000000,74.578093,154.763158,40.818937,92.052632,67.536556,105.894737,63.988508,58.789474,37.067621,105.394737,63.219711,46.657895,50.819381,151.500000,41.863194,118.000000,51.770283,114.789474,83.487548,63.710526,40.004667,87.111111,54.989743,58.111111,77.301275,166.962963,37.633334,98.925926,74.592187,115.222222,63.328407,63.925926,39.721072,106.555556,55.680637,38.777778,45.821840,168.037037,36.415848,115.481481,45.927510,124.555556,83.564500,54.148148,27.432019,87.357143,66.803509,65.285714,89.611494,181.142857,35.888411,109.571429,83.553497,130.714286,62.359292,66.785714,37.338738,116.571429,22.927022,27.428571,29.314513,190.642857,26.099240,121.071429,35.203724,126.357143,86.589755,51.428571,26.372230,325.dcm
59.833333,55.652389,94.125000,79.385308,116.333333,38.595637,130.791667,59.775652,160.708333,37.487945,99.958333,59.912602,91.500000,55.725258,114.333333,47.689819,111.875000,42.976548,73.291667,61.610614,146.083333,61.232924,62.041667,65.251673,61.666667,58.371024,81.000000,79.216754,128.277778,33.406244,133.111111,38.125009,169.777778,26.336187,95.277778,40.187510,98.000000,60.181099,112.888889,52.347132,127.500000,33.310041,57.277778,43.469808,171.611111,40.332645,42.555556,33.223348,50.833333,47.771869,69.500000,70.787133,136.916667,29.361256,132.833333,33.892432,179.416667,16.999777,94.000000,36.660606,116.833333,60.408960,118.500000,56.175860,139.666667,26.338128,35.750000,27.052558,181.583333,35.917730,27.000000,19.437546,32.000000,24.240462,53.833333,53.726778,145.666667,18.446319,124.666667,21.247745,181.166667,15.052132,82.333333,29.991110,151.833333,46.309466,148.166667,51.171932,139.500000,27.941009,14.666667,12.816656,190.833333,30.603377,21.333333,10.289153,341.dcm
48.991150,58.169779,42.637168,67.130744,136.796460,54.912944,65.938053,39.520854,118.159292,54.539397,57.168142,40.792573,75.637168,60.432232,43.690265,64.807831,134.814159,56.988963,62.637168,39.286053,100.557522,50.099176,59.716814,42.648369,45.654762,59.990862,36.738095,65.296565,158.916667,43.642084,59.107143,30.637412,117.607143,57.089450,50.619048,27.238308,67.595238,61.733613,34.940476,53.947844,158.380952,44.144861,55.559524,32.900123,96.547619,50.987455,54.321429,36.363679,31.366667,30.036682,23.600000,36.135433,179.650000,32.483020,57.633333,29.409999,109.350000,54.929176,52.366667,26.261376,56.133333,44.785919,20.650000,22.440751,179.100000,33.650597,50.850000,30.602883,84.550000,43.838465,50.416667,33.629230,20.117647,8.636654,13.647059,16.506899,203.235294,20.330689,57.176471,24.499191,88.441176,37.212894,52.352941,25.129823,39.558824,29.089404,13.000000,12.658690,203.470588,20.921549,42.382353,24.299912,65.117647,23.241505,42.558824,27.680199,345.dcm
