angular_Second_Momentotsu1,Contrastotsu1,Correlationotsu1,SoSVarianceotsu1,inverse_Diff_Momentotsu1,sum_Averageotsu1,sum_Varianceotsu1,sum_Entropyotsu1,Entropyotsu1,diff_Varianceotsu1,diff_Entropyotsu1,info_M_Correlation_1otsu1,info_M_Correlation_2otsu1,angular_Second_Momentotsu2,Contrastotsu2,Correlationotsu2,SoSVarianceotsu2,inverse_Diff_Momentotsu2,sum_Averageotsu2,sum_Varianceotsu2,sum_Entropyotsu2,Entropyotsu2,diff_Varianceotsu2,diff_Entropyotsu2,info_M_Correlation_1otsu2,info_M_Correlation_2otsu2,angular_Second_Momentotsu3,Contrastotsu3,Correlationotsu3,SoSVarianceotsu3,inverse_Diff_Momentotsu3,sum_Averageotsu3,sum_Varianceotsu3,sum_Entropyotsu3,Entropyotsu3,diff_Varianceotsu3,diff_Entropyotsu3,info_M_Correlation_1otsu3,info_M_Correlation_2otsu3,angular_Second_Momentotsu4,Contrastotsu4,Correlationotsu4,SoSVarianceotsu4,inverse_Diff_Momentotsu4,sum_Averageotsu4,sum_Varianceotsu4,sum_Entropyotsu4,Entropyotsu4,diff_Varianceotsu4,diff_Entropyotsu4,info_M_Correlation_1otsu4,info_M_Correlation_2otsu4,ImageName
0.021019,36104.9944,9603504517.4614,247930.3507,0.0061841,834.7541,898800.5061,3.8278,3.8642,2.5631e-05,3.7525,-0.9886,0.99975,0.028309,45607.6818,9350830513.9364,322290.872,0.0046948,998.2727,1165347.1701,3.5565,3.567,3.2484e-05,3.5018,-0.99399,0.99958,0.038519,46474.6619,8688869502.6388,416491.4659,0.0010038,1155.0344,1458385.5568,3.2435,3.2574,4.4729e-05,3.1921,-1,0.99926,0.071429,40767.2857,6424791647.0775,585332.9982,0.0011058,1399.2143,2006783.6798,2.6391,2.6391,8.2358e-05,2.5895,-1,0.99745,325.dcm
0.050694,49371.1528,2448372124.0457,177834.7384,0.00053826,704.5431,679928.0753,2.9886,2.9886,7.0822e-05,2.9184,-0.98967,0.99862,0.067056,54385.7766,2354977453.0253,225933.2808,0.00026673,842.4453,868415.3241,2.7134,2.7134,8.913e-05,2.6867,-0.98614,0.99756,0.10417,54058.6667,2136574680.0915,326621.9565,0.00020285,1041.4167,1192869.8474,2.2822,2.2822,0.00013343,2.2822,-0.98838,0.99411,0.25,39543.4167,1430242920.7731,497338.9976,0.00027608,1301.4167,1719422.6584,1.4452,1.4452,0.00032257,1.4452,-1,0.96441,341.dcm
0.0093599,43372.7536,45318710127.2969,471180.8131,0.019591,1200.6762,1810725.6125,4.6076,4.6735,1.3125e-05,4.4077,-0.97921,0.99994,0.012445,44771.8956,43082536736.1044,614944.2091,0.025772,1471.0728,2343702.5867,4.3107,4.3893,1.7028e-05,4.1637,-0.97961,0.99989,0.016806,35186.0208,36381692742.68,755854.3149,0.034249,1662.8292,2834965.5195,4.0185,4.0886,2.4139e-05,3.8418,-0.97016,0.99977,0.029844,8830.8603,22321933268.3339,882954.9981,0.058363,1843.9632,3397141.32,3.4129,3.5162,4.8735e-05,3.2006,-0.93785,0.99908,345.dcm
0.024961,47192.4779,11421057043.1953,313006.0109,0.001618,1039.8645,1267577.6615,3.6755,3.6928,2.9167e-05,3.6075,-0.99108,0.99965,0.034113,44060.4161,10863111908.1506,409260.5545,0.0018665,1206.8558,1593290.7583,3.3693,3.3813,4.0748e-05,3.2878,-0.99687,0.9994,0.066239,41250.6699,7689924773.5584,579880.9961,0.0031999,1451.8451,2172202.3423,2.7277,2.7277,7.547e-05,2.6817,-1,0.99775,0.12143,30058.9393,5051733126.1205,716301.2837,0.0056365,1599.325,2590880.6796,2.1242,2.1242,0.00014686,2.0401,-1,0.99237,347.dcm
0.020229,36931.0134,13246799252.5705,363761.8532,0.0059671,961.5966,1238298.0543,3.8944,3.9013,2.4504e-05,3.8208,-0.98914,0.99976,0.026878,45426.9966,13101733454.4209,475146.1435,0.0070111,1196.0798,1623695.3998,3.6079,3.617,3.2953e-05,3.5384,-0.98966,0.9996,0.039615,43028.2054,11581536520.494,621135.6676,0.010118,1446.1177,2158764.0692,3.2287,3.2287,4.9844e-05,3.1413,-0.98291,0.9991,0.076923,14402.0385,7234814644.7692,735016.9978,0.019004,1649.9231,2729116.3715,2.5649,2.5649,0.0001027,2.4482,-0.95797,0.99611,352.dcm
0.018735,166199.6141,83103258924.7963,917253.1109,0.00087985,1581.5204,3468949.8847,3.9596,3.9785,1.0766e-05,3.9212,-0.99843,0.99982,0.024725,193921.2445,80826814183.8708,1191679.4582,0.00030692,1901.6832,4449477.0721,3.6835,3.7006,1.4339e-05,3.6416,-1,0.99969,0.037037,194051.3426,72733753766.7719,1672311.6289,0.00018387,2315.6019,5977149.5091,3.2702,3.2958,2.1803e-05,3.2317,-1,0.99931,0.076923,170093.4423,50875133122.726,2477594.2298,0.00015192,2898.7115,8644238.6625,2.5116,2.5649,4.4945e-05,2.5116,-1,0.99704,360.dcm
0.0050536,26696.896,120971375422.8021,514697.9486,0.0051338,1280.3375,2007311.3838,5.2443,5.288,6.3204e-06,4.8855,-0.97866,0.99998,0.0074627,28786.2295,116324121718.7539,716249.4317,0.0049331,1588.7929,2760118.7697,4.859,4.8978,8.2946e-06,4.6165,-0.9888,0.99997,0.011494,21842.8218,95189591811.2806,939797.0102,0.0055063,1882.1437,3633413.1082,4.4221,4.4659,1.257e-05,4.2173,-0.98557,0.99992,0.025641,9551.1474,57888803363.7343,1220921.5883,0.0048928,2176.1474,4746829.4267,3.6369,3.6636,2.5797e-05,3.5024,-0.99757,0.99967,365.dcm
0.032159,340098.1081,100572816732.7588,1610084.7772,0.0011934,2039.6878,5915536.9072,3.4396,3.4396,1.4147e-05,3.4284,-1,0.99948,0.04304,404201.9405,98687061644.2718,2131379.0673,0.00040757,2531.2482,7770903.718,3.1513,3.1513,1.9191e-05,3.1348,-1,0.99906,0.061111,433625.475,89904459411.1234,2849442.5772,0.00010672,3022.0083,10003647.9292,2.7992,2.7992,2.6622e-05,2.7992,-1,0.99812,0.11111,462668.8056,64255011709.1107,3999632.2215,5.2796e-05,3521.1944,12928575.479,2.1972,2.1972,4.8562e-05,2.1972,-1,0.99381,382.dcm
0.020036,296036.6207,157539636637.3685,1506108.3147,0.0056114,1983.5747,5621610.002,3.8899,3.9111,8.3605e-06,3.9042,-0.99288,0.99978,0.025063,336089.6886,153190673074.935,1861875.0578,0.0035686,2312.7982,6893112.2862,3.6703,3.6876,1.0543e-05,3.6785,-0.99055,0.99966,0.04,400983.93,140026085304.2167,2775316.5194,0.0051937,2953.63,9918529.8348,3.2189,3.2189,1.7037e-05,3.205,-0.99139,0.99915,0.076923,373825.5,107194484354.5549,4101650.9224,0.0099265,3696.1154,14195409.6122,2.5649,2.5649,3.2279e-05,2.5649,-1,0.99704,387.dcm
0.032413,245077.237,65188304320.4841,1240496.7161,0.00052596,1820.7683,4502911.5945,3.4211,3.4316,1.6393e-05,3.4316,-1,0.99947,0.04381,298937.5719,63362053846.2582,1646607.5279,0.00021754,2248.2824,5920696.0223,3.1317,3.1317,2.2249e-05,3.1317,-1,0.99903,0.062745,310413.0578,57619162898.4852,2179322.2188,0.00028823,2674.9324,7656725.0832,2.7706,2.7706,3.1979e-05,2.7706,-1,0.99802,0.125,333406.7188,36232621069.5611,3022610.7491,0.00010103,3039.2813,9592031.4025,2.0794,2.0794,6.397e-05,2.0794,-1,0.99216,390.dcm
0.027877,46943.7349,8831939348.8309,319029.0542,0.0033131,948.2468,1164711.9516,3.5621,3.5818,3.4122e-05,3.4777,-0.98148,0.99952,0.037241,53365.9462,8565473765.9538,417431.4247,0.0015326,1162.4379,1516637.5341,3.2673,3.2931,4.5868e-05,3.1917,-0.98404,0.99914,0.055728,47041.25,7429965435.6906,554613.0013,0.0022784,1382.2964,1977936.6418,2.8502,2.8888,7.0684e-05,2.7729,-0.9729,0.99805,0.11111,33915.5556,4817360001.3455,687547.2202,0.0010011,1549.3889,2431195.9055,2.1587,2.1972,0.0001352,2.1202,-0.98247,0.99325,396.dcm
0.049685,126348.936,19956634832.0216,887785.0454,0.00075328,1540.2899,2974700.2867,2.9877,3.005,3.4911e-05,2.9576,-0.96005,0.99838,0.062847,142635.6819,18873317132.6633,1078861.7974,0.00095657,1785.6847,3651646.4918,2.7467,2.7698,4.4139e-05,2.7274,-0.94437,0.99719,0.10101,168184.3409,18238346653.711,1491033.7211,0.0013401,2187.1995,5050844.4687,2.2591,2.2976,6.9929e-05,2.2661,-1,0.99483,0.2,177443.05,11394059488.3658,1948951.1988,0.00034171,2462.85,6250706.5534,1.5401,1.6094,0.00013342,1.6094,-1,0.9798,417.dcm
0.005046,27726.0009,57735165526.7785,640105.4805,0.061403,1481.8734,2495322.9211,4.9429,5.2969,1.4797e-05,4.528,-0.87081,0.99986,0.0059156,25152.6386,51852933784.8612,739909.488,0.070867,1657.2446,2874327.2167,4.7319,5.1389,1.8307e-05,4.3247,-0.84768,0.99974,0.0071113,14660.7824,43471952476.429,834801.7246,0.084691,1792.4192,3238523.9874,4.4747,4.9562,2.4728e-05,4.0283,-0.80558,0.9994,0.0092411,5363.8208,31846200693.0899,900877.4051,0.10641,1875.8739,3511664.2031,4.0898,4.6967,3.7453e-05,3.5765,-0.73664,0.99816,425.dcm
0.01336,37484.4896,24268595412.4704,350865.7659,0.01526,1019.8639,1351167.9949,4.2935,4.3165,1.6635e-05,4.1474,-0.99033,0.9999,0.017767,41271.1435,23471583202.6386,457971.5098,0.013486,1239.0103,1748171.6419,4.0142,4.0323,2.2161e-05,3.873,-0.99243,0.99982,0.026334,37724.9719,20318751503.9905,618494.621,0.018549,1485.1733,2305320.8974,3.619,3.6372,3.131e-05,3.5244,-0.98986,0.9996,0.047619,21191.1548,13528226986.1237,788769.998,0.031898,1701.5833,2918754.3228,3.028,3.0445,5.8506e-05,2.9125,-0.97784,0.99852,428.dcm
0.014018,17476.2436,8163758318.2467,193476.7557,0.010525,775.5648,748409.2366,4.2035,4.2706,2.4771e-05,4.0628,-0.96325,0.99983,0.01873,18216.83,7911269230.4336,251945.3143,0.013235,938.314,964019.0622,3.9184,3.9814,3.0803e-05,3.8373,-0.96755,0.99972,0.026389,14147.366,6956028216.0317,321285.2352,0.01795,1088.5576,1216244.0977,3.5833,3.6362,4.2854e-05,3.5164,-0.96022,0.99944,0.047619,8090.1905,5001149285.949,394919.5688,0.016376,1217.0952,1484529.5668,3.028,3.0445,7.3385e-05,2.9785,-0.9723,0.99847,432.dcm
0.01343,18801.9845,20450646876.7004,267329.9203,0.004577,992.4061,1128015.1877,4.2651,4.3122,1.6473e-05,4.1259,-0.9869,0.99989,0.01844,14937.2688,18814577642.0688,347514.9567,0.005209,1167.5113,1436116.1952,3.9441,3.9957,2.2433e-05,3.8298,-0.98707,0.9998,0.028113,10252.7862,15008716645.4026,429050.8039,0.0074097,1303.0781,1743679.5094,3.5343,3.5741,3.5349e-05,3.3966,-0.98649,0.99955,0.16071,16875.0625,4857329107.1962,675282.659,0.004536,1713.8661,2960196.567,1.8728,1.8728,0.00017981,1.7861,-1,0.98558,436.dcm
0.014907,35017.034,16874791692.6784,311103.5682,0.0065021,977.338,1188168.9464,4.1915,4.2072,1.8619e-05,4.0972,-0.98507,0.99986,0.018387,36369.7939,16107595315.0476,377576.695,0.0075384,1121.3112,1428256.6067,3.9844,3.9971,2.3108e-05,3.8933,-0.98061,0.99978,0.027778,34146.4514,13779919453.1567,513689.8593,0.010133,1352.4236,1907183.9796,3.5739,3.5835,3.3713e-05,3.5161,-0.97804,0.99947,0.05,21013.025,9113089330.8819,649652.7979,0.017971,1540.5,2395859.8332,2.9784,2.9957,5.9025e-05,2.9611,-0.95233,0.99802,441.dcm
0.015855,28215.1385,11597742283.5171,244566.8969,0.0026215,838.9031,926659.2966,4.1398,4.1457,2.0981e-05,4.0193,-0.97846,0.99983,0.020673,31733.4739,11263459560.6857,314049.9689,0.0026138,1012.3914,1181163.9445,3.8727,3.8802,2.6293e-05,3.795,-0.97753,0.99972,0.028992,30601.1763,10158246174.3079,407950.2239,0.0033037,1194.6233,1513913.5466,3.5307,3.5409,3.6225e-05,3.4806,-0.9769,0.99944,0.052632,21254.2105,7604533767.4868,545743.6295,0.0054255,1406.8947,2005964.1303,2.9262,2.9444,6.4765e-05,2.908,-0.97506,0.99833,484.dcm
0.019364,38834.701,10436006894.0415,255142.6789,0.0045265,856.6449,952742.6206,3.9454,3.9454,2.4597e-05,3.8471,-0.988,0.99979,0.027444,44092.9844,10220915626.0698,350149.1056,0.0052969,1065.3367,1287370.3268,3.5965,3.5965,3.5533e-05,3.4968,-1,0.99962,0.04,46194.06,8934412685.982,455950.7182,0.0061681,1248.7,1653940.4807,3.2189,3.2189,5.2663e-05,3.1166,-1,0.9992,0.083333,29853.5625,5787609745.2689,627840.4979,0.012484,1488.0625,2236997.6778,2.4849,2.4849,9.5658e-05,2.4849,-1,0.99652,487.dcm
0.020919,47549.4534,10654162546.3669,264989.2866,0.0008926,853.4297,998735.5157,3.8345,3.8691,2.4313e-05,3.7976,-0.99208,0.99977,0.026786,54299.4848,10597208508.0569,336682.113,0.00064331,1026.767,1258806.0201,3.5949,3.6221,3.1418e-05,3.5503,-0.99765,0.99963,0.038519,53239.3656,9686937471.2397,456624.0258,0.00083059,1232.7426,1649858.5273,3.2317,3.2574,4.2191e-05,3.2445,-1,0.99926,0.071429,39185.7143,7104554573.1214,627960.4981,0.0014358,1481.5714,2244556.5549,2.6143,2.6391,8.0701e-05,2.6143,-1,0.99745,490.dcm
0.018587,19382.9121,21992071597.2395,431782.7168,0.022513,1331.9317,1892197.4642,3.9543,3.9871,1.9671e-05,3.8269,-0.94932,0.99963,0.024539,12030.3282,18877292416.2323,531363.067,0.02931,1491.8576,2267702.5355,3.6851,3.7105,2.5973e-05,3.5586,-0.93455,0.99927,0.037913,6435.0996,13192838722.2069,632146.5301,0.044031,1615.688,2627160.5037,3.2401,3.2794,3.981e-05,3.1402,-0.89255,0.99774,0.10208,9952.3438,7761554413.3062,724481.0424,0.06495,1742.4938,3066962.3323,2.2924,2.2924,9.0429e-05,2.2924,-0.93555,0.99166,527.dcm
