gabormean_0_0rg1,gaborSD_0_0rg1,gabormean_0_1rg1,gaborSD_0_1rg1,gabormean_0_2rg1,gaborSD_0_2rg1,gabormean_1_0rg1,gaborSD_1_0rg1,gabormean_1_1rg1,gaborSD_1_1rg1,gabormean_1_2rg1,gaborSD_1_2rg1,gabormean_2_0rg1,gaborSD_2_0rg1,gabormean_2_1rg1,gaborSD_2_1rg1,gabormean_2_2rg1,gaborSD_2_2rg1,gabormean_3_0rg1,gaborSD_3_0rg1,gabormean_3_1rg1,gaborSD_3_1rg1,gabormean_3_2rg1,gaborSD_3_2rg1,gabormean_0_0rg2,gaborSD_0_0rg2,gabormean_0_1rg2,gaborSD_0_1rg2,gabormean_0_2rg2,gaborSD_0_2rg2,gabormean_1_0rg2,gaborSD_1_0rg2,gabormean_1_1rg2,gaborSD_1_1rg2,gabormean_1_2rg2,gaborSD_1_2rg2,gabormean_2_0rg2,gaborSD_2_0rg2,gabormean_2_1rg2,gaborSD_2_1rg2,gabormean_2_2rg2,gaborSD_2_2rg2,gabormean_3_0rg2,gaborSD_3_0rg2,gabormean_3_1rg2,gaborSD_3_1rg2,gabormean_3_2rg2,gaborSD_3_2rg2,gabormean_0_0rg3,gaborSD_0_0rg3,gabormean_0_1rg3,gaborSD_0_1rg3,gabormean_0_2rg3,gaborSD_0_2rg3,gabormean_1_0rg3,gaborSD_1_0rg3,gabormean_1_1rg3,gaborSD_1_1rg3,gabormean_1_2rg3,gaborSD_1_2rg3,gabormean_2_0rg3,gaborSD_2_0rg3,gabormean_2_1rg3,gaborSD_2_1rg3,gabormean_2_2rg3,gaborSD_2_2rg3,gabormean_3_0rg3,gaborSD_3_0rg3,gabormean_3_1rg3,gaborSD_3_1rg3,gabormean_3_2rg3,gaborSD_3_2rg3,gabormean_0_0rg4,gaborSD_0_0rg4,gabormean_0_1rg4,gaborSD_0_1rg4,gabormean_0_2rg4,gaborSD_0_2rg4,gabormean_1_0rg4,gaborSD_1_0rg4,gabormean_1_1rg4,gaborSD_1_1rg4,gabormean_1_2rg4,gaborSD_1_2rg4,gabormean_2_0rg4,gaborSD_2_0rg4,gabormean_2_1rg4,gaborSD_2_1rg4,gabormean_2_2rg4,gaborSD_2_2rg4,gabormean_3_0rg4,gaborSD_3_0rg4,gabormean_3_1rg4,gaborSD_3_1rg4,gabormean_3_2rg4,gaborSD_3_2rg4,gabormean_0_0rg5,gaborSD_0_0rg5,gabormean_0_1rg5,gaborSD_0_1rg5,gabormean_0_2rg5,gaborSD_0_2rg5,gabormean_1_0rg5,gaborSD_1_0rg5,gabormean_1_1rg5,gaborSD_1_1rg5,gabormean_1_2rg5,gaborSD_1_2rg5,gabormean_2_0rg5,gaborSD_2_0rg5,gabormean_2_1rg5,gaborSD_2_1rg5,gabormean_2_2rg5,gaborSD_2_2rg5,gabormean_3_0rg5,gaborSD_3_0rg5,gabormean_3_1rg5,gaborSD_3_1rg5,gabormean_3_2rg5,gaborSD_3_2rg5,gabormean_0_0rg6,gaborSD_0_0rg6,gabormean_0_1rg6,gaborSD_0_1rg6,gabormean_0_2rg6,gaborSD_0_2rg6,gabormean_1_0rg6,gaborSD_1_0rg6,gabormean_1_1rg6,gaborSD_1_1rg6,gabormean_1_2rg6,gaborSD_1_2rg6,gabormean_2_0rg6,gaborSD_2_0rg6,gabormean_2_1rg6,gaborSD_2_1rg6,gabormean_2_2rg6,gaborSD_2_2rg6,gabormean_3_0rg6,gaborSD_3_0rg6,gabormean_3_1rg6,gaborSD_3_1rg6,gabormean_3_2rg6,gaborSD_3_2rg6,ImageName
122.000000,12.727922,31.000000,11.313708,187.000000,14.142136,63.000000,15.556349,108.000000,21.213203,141.000000,1.414214,41.500000,7.778175,56.500000,4.949747,166.000000,5.656854,103.000000,7.071068,139.000000,32.526912,49.500000,6.363961,122.000000,12.727922,31.000000,11.313708,187.000000,14.142136,63.000000,15.556349,108.000000,21.213203,141.000000,1.414214,41.500000,7.778175,56.500000,4.949747,166.000000,5.656854,103.000000,7.071068,139.000000,32.526912,49.500000,6.363961,122.000000,12.727922,31.000000,11.313708,187.000000,14.142136,63.000000,15.556349,108.000000,21.213203,141.000000,1.414214,41.500000,7.778175,56.500000,4.949747,166.000000,5.656854,103.000000,7.071068,139.000000,32.526912,49.500000,6.363961,122.000000,12.727922,31.000000,11.313708,187.000000,14.142136,63.000000,15.556349,108.000000,21.213203,141.000000,1.414214,41.500000,7.778175,56.500000,4.949747,166.000000,5.656854,103.000000,7.071068,139.000000,32.526912,49.500000,6.363961,111.900000,31.342020,42.600000,29.273424,191.800000,18.084985,56.800000,33.657755,100.600000,31.202564,150.400000,23.847665,56.000000,24.353873,50.900000,46.843593,187.900000,18.064391,119.100000,22.752045,106.400000,60.553374,69.500000,43.130938,93.666667,46.971623,93.952381,73.105729,168.380952,42.373903,127.761905,76.228541,136.333333,64.271559,162.809524,31.573120,98.000000,73.943221,104.380952,81.804936,166.714286,39.537505,136.380952,47.600920,126.952381,62.547963,96.428571,60.776288,8829.dcm
106.000000,0.000000,44.000000,0.000000,156.000000,0.000000,23.000000,0.000000,139.000000,0.000000,20.000000,0.000000,140.000000,0.000000,48.000000,0.000000,190.000000,0.000000,165.000000,0.000000,151.000000,0.000000,167.000000,0.000000,112.000000,8.485281,41.500000,3.535534,157.500000,2.121320,18.000000,7.071068,141.500000,3.535534,32.500000,17.677670,113.500000,37.476659,36.000000,16.970563,197.500000,10.606602,184.500000,27.577164,142.000000,12.727922,205.000000,53.740115,112.000000,8.485281,41.500000,3.535534,157.500000,2.121320,18.000000,7.071068,141.500000,3.535534,32.500000,17.677670,113.500000,37.476659,36.000000,16.970563,197.500000,10.606602,184.500000,27.577164,142.000000,12.727922,205.000000,53.740115,115.666667,8.736895,38.000000,6.557439,152.666667,8.504901,14.000000,8.544004,145.000000,6.557439,47.000000,28.053520,101.333333,33.857545,64.000000,49.959984,190.333333,14.502873,187.000000,19.974984,128.000000,25.865034,214.000000,41.073106,115.666667,8.736895,38.000000,6.557439,152.666667,8.504901,14.000000,8.544004,145.000000,6.557439,47.000000,28.053520,101.333333,33.857545,64.000000,49.959984,190.333333,14.502873,187.000000,19.974984,128.000000,25.865034,214.000000,41.073106,115.666667,8.736895,38.000000,6.557439,152.666667,8.504901,14.000000,8.544004,145.000000,6.557439,47.000000,28.053520,101.333333,33.857545,64.000000,49.959984,190.333333,14.502873,187.000000,19.974984,128.000000,25.865034,214.000000,41.073106,8831.dcm
78.000000,24.041631,37.000000,1.414214,195.000000,16.970563,125.500000,6.363961,185.500000,38.890873,86.000000,4.242641,113.000000,86.267027,75.000000,19.798990,202.500000,14.849242,43.000000,16.970563,99.000000,5.656854,51.000000,11.313708,65.750000,25.940637,46.750000,16.357975,204.000000,15.705625,130.250000,6.652067,112.250000,93.124916,93.250000,8.958236,96.000000,53.932056,78.000000,13.241349,206.250000,11.176612,29.750000,20.089384,86.000000,16.124515,55.250000,13.073510,64.800000,22.565460,48.600000,14.758049,201.800000,14.463748,129.000000,6.403124,108.000000,81.206527,96.200000,10.183320,76.800000,63.440523,71.800000,17.991665,202.800000,12.377399,23.800000,21.902055,82.800000,15.690762,55.400000,11.326959,85.666667,42.257508,49.833333,21.310831,192.416667,20.024795,128.000000,7.173182,105.666667,69.055094,96.666667,13.019798,56.833333,46.592690,62.833333,28.884829,191.250000,22.173387,57.333333,34.939775,69.000000,29.572715,66.666667,20.272388,85.666667,42.257508,49.833333,21.310831,192.416667,20.024795,128.000000,7.173182,105.666667,69.055094,96.666667,13.019798,56.833333,46.592690,62.833333,28.884829,191.250000,22.173387,57.333333,34.939775,69.000000,29.572715,66.666667,20.272388,104.529412,49.449618,47.764706,22.810440,181.588235,24.482287,128.588235,13.148473,105.058824,70.236627,104.294118,26.357553,83.117647,66.052898,57.882353,25.770337,181.000000,25.663690,66.117647,34.472602,70.294118,25.076794,69.529412,19.290923,8837.dcm
10.500000,2.121320,25.500000,2.121320,165.500000,0.707107,27.500000,14.849242,36.500000,7.778175,40.000000,24.041631,7.000000,1.414214,3.500000,3.535534,166.500000,0.707107,44.500000,6.363961,48.500000,14.849242,35.000000,12.727922,11.336000,6.767980,14.736000,10.760699,166.824000,6.283701,33.576000,19.183017,52.520000,23.110394,37.120000,17.856778,11.104000,8.509789,6.920000,6.744891,166.224000,6.775030,49.368000,24.296069,51.912000,21.715914,41.296000,19.589342,11.878981,8.557011,15.165605,10.429769,166.401274,6.692763,34.254777,19.648483,53.292994,23.590867,37.191083,17.437851,11.286624,8.360508,6.789809,6.370034,165.528662,7.664069,48.458599,24.530591,51.783439,21.076880,41.414013,19.782809,15.643478,16.981465,17.069565,14.465572,163.465217,11.474144,41.839130,33.213419,56.169565,29.521097,42.578261,31.176221,14.052174,11.790636,8.565217,8.179888,162.139130,12.130936,54.791304,31.438023,58.013043,32.326727,48.234783,28.578042,16.247012,17.983847,17.071713,14.671702,162.310757,14.312199,42.601594,33.288086,57.366534,30.702982,42.745020,31.346558,15.143426,14.089547,9.274900,9.574138,161.027888,13.964928,57.717131,34.036270,60.948207,38.456018,50.175299,29.261599,16.523636,17.529807,17.221818,14.299133,161.890909,15.881027,45.490909,34.589075,59.960000,32.738098,43.421818,31.251457,15.745455,14.866828,9.814545,10.344705,160.596364,15.042543,57.450909,33.231333,60.534545,37.283018,49.861818,28.897929,8844.dcm
61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,61.000000,0.000000,10.000000,0.000000,175.000000,0.000000,130.000000,0.000000,243.000000,0.000000,50.000000,0.000000,239.000000,0.000000,245.000000,0.000000,189.000000,0.000000,126.000000,0.000000,4.000000,0.000000,85.000000,0.000000,8859.dcm
71.000000,0.000000,76.000000,0.000000,203.000000,0.000000,24.000000,0.000000,104.000000,0.000000,37.000000,0.000000,24.000000,0.000000,12.000000,0.000000,182.000000,0.000000,72.000000,0.000000,16.000000,0.000000,88.000000,0.000000,71.000000,0.000000,76.000000,0.000000,203.000000,0.000000,24.000000,0.000000,104.000000,0.000000,37.000000,0.000000,24.000000,0.000000,12.000000,0.000000,182.000000,0.000000,72.000000,0.000000,16.000000,0.000000,88.000000,0.000000,71.000000,0.000000,76.000000,0.000000,203.000000,0.000000,24.000000,0.000000,104.000000,0.000000,37.000000,0.000000,24.000000,0.000000,12.000000,0.000000,182.000000,0.000000,72.000000,0.000000,16.000000,0.000000,88.000000,0.000000,71.000000,0.000000,76.000000,0.000000,203.000000,0.000000,24.000000,0.000000,104.000000,0.000000,37.000000,0.000000,24.000000,0.000000,12.000000,0.000000,182.000000,0.000000,72.000000,0.000000,16.000000,0.000000,88.000000,0.000000,66.043478,65.196541,88.608696,52.388183,172.304348,38.351763,56.869565,39.396936,108.869565,47.923523,50.739130,46.045647,53.260870,61.557229,65.304348,64.949235,176.260870,31.207833,97.826087,35.083863,110.391304,61.588620,74.043478,35.161288,67.653846,63.770804,86.153846,51.812502,169.576923,37.550151,66.076923,48.513852,111.730769,50.440902,59.192308,53.018502,52.076923,59.903204,63.615385,65.168751,173.961538,30.371672,94.307692,34.754878,108.307692,58.388197,77.307692,34.957997,8863.dcm
14.000000,1.414214,10.500000,9.192388,95.000000,0.000000,31.000000,4.242641,135.500000,17.677670,32.000000,15.556349,120.500000,4.949747,26.500000,2.121320,122.500000,0.707107,72.000000,4.242641,98.500000,4.949747,34.000000,5.656854,14.000000,1.414214,10.500000,9.192388,95.000000,0.000000,31.000000,4.242641,135.500000,17.677670,32.000000,15.556349,120.500000,4.949747,26.500000,2.121320,122.500000,0.707107,72.000000,4.242641,98.500000,4.949747,34.000000,5.656854,14.000000,1.414214,10.500000,9.192388,95.000000,0.000000,31.000000,4.242641,135.500000,17.677670,32.000000,15.556349,120.500000,4.949747,26.500000,2.121320,122.500000,0.707107,72.000000,4.242641,98.500000,4.949747,34.000000,5.656854,15.666667,7.685484,8.666667,6.186006,95.333333,2.338090,50.833333,34.821928,134.666667,21.397819,34.666667,19.745042,115.166667,9.495613,17.333333,10.633281,121.666667,2.422120,60.166667,11.160944,92.166667,11.513760,22.333333,12.143585,16.250000,8.827716,8.875000,5.566161,95.500000,2.070197,55.250000,36.534719,131.500000,19.041308,38.875000,20.195031,113.000000,12.212406,14.875000,10.656152,121.500000,2.329929,57.250000,18.281529,89.750000,12.623674,21.875000,11.482129,16.250000,8.827716,8.875000,5.566161,95.500000,2.070197,55.250000,36.534719,131.500000,19.041308,38.875000,20.195031,113.000000,12.212406,14.875000,10.656152,121.500000,2.329929,57.250000,18.281529,89.750000,12.623674,21.875000,11.482129,8873.dcm
22.411765,12.864663,8.955882,6.833704,232.323529,11.884320,38.367647,17.878449,76.161765,26.615903,36.926471,15.772938,12.897059,6.371906,3.794118,2.428431,234.955882,10.860628,41.764706,19.400044,93.514706,26.773507,45.029412,15.775449,24.111111,14.126217,9.506173,7.095991,230.679012,12.328653,39.024691,17.838845,79.654321,32.377523,36.950617,16.035041,12.950617,6.088722,3.728395,2.313073,233.370370,11.632330,42.333333,20.480479,96.345679,29.994233,45.222222,15.740870,24.110000,14.425633,9.980000,7.498121,227.280000,14.472600,41.420000,19.920133,84.260000,34.507391,37.500000,15.860821,12.980000,5.817042,3.760000,2.265775,230.740000,13.221210,43.630000,20.549843,96.820000,32.276388,45.840000,16.236087,24.914530,14.332007,10.247863,7.264588,223.119658,18.725403,42.581197,20.726145,86.965812,36.906203,37.658120,15.777637,13.717949,6.737499,4.034188,2.639003,227.102564,16.458089,43.786325,20.093243,97.401709,35.517616,45.504274,15.868872,28.889610,16.931064,10.500000,7.974838,215.564935,22.696902,44.051948,23.768159,92.480519,45.133096,37.506494,17.420687,16.396104,10.352871,4.623377,4.032674,220.298701,20.353776,44.006494,19.624413,108.792208,43.077628,44.402597,15.827303,28.964286,16.851195,10.422619,7.850014,213.476190,23.009228,45.565476,24.246647,92.815476,45.061587,38.273810,17.811959,16.607143,10.227377,4.773810,3.986057,218.821429,20.380900,44.910714,20.116377,111.488095,43.077842,44.976190,16.238474,8890.dcm
95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,95.000000,0.000000,38.000000,0.000000,211.000000,0.000000,44.000000,0.000000,123.000000,0.000000,23.000000,0.000000,164.000000,0.000000,7.000000,0.000000,227.000000,0.000000,109.000000,0.000000,141.000000,0.000000,39.000000,0.000000,8899.dcm
26.016667,14.116335,10.166667,8.008823,235.366667,10.592557,41.200000,18.188094,77.933333,27.645373,36.783333,15.820060,14.283333,7.142833,4.250000,2.601336,236.366667,9.492132,46.266667,23.691425,88.416667,28.724461,43.750000,16.082020,27.487500,16.024502,11.012500,8.245434,231.950000,12.342066,40.075000,18.359818,79.062500,32.538718,36.725000,15.826572,14.100000,6.670547,4.125000,2.461732,233.725000,11.654276,46.812500,22.483802,91.037500,28.591600,44.325000,15.267053,27.370000,16.282639,11.650000,8.710118,228.450000,14.463730,42.790000,20.500946,84.030000,34.604681,37.390000,15.613964,14.090000,6.358157,4.090000,2.441621,231.030000,13.207325,48.100000,22.469957,91.220000,30.638188,44.930000,15.654254,28.299145,16.203589,11.940171,8.442800,224.299145,18.684894,44.017094,21.342035,86.726496,36.936017,37.572650,15.530457,14.897436,7.345400,4.401709,2.879954,227.376068,16.478160,48.273504,21.963380,91.726496,33.699899,44.615385,15.281748,34.253247,22.099762,14.649351,16.091053,216.415584,23.514618,45.512987,24.077282,90.564935,42.513962,37.357143,16.771310,17.538961,10.665523,5.012987,4.338590,219.811688,22.096866,49.487013,22.844526,103.772727,43.033886,44.071429,15.584519,34.398810,21.750942,14.690476,16.028774,214.327381,23.750827,47.029762,24.516016,90.732143,42.040681,38.119048,17.208760,17.755952,10.592335,5.160714,4.289425,218.267857,22.119835,50.452381,23.318367,106.386905,42.990589,44.636905,16.011757,8910.dcm
130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,130.000000,0.000000,40.000000,0.000000,166.000000,0.000000,188.000000,0.000000,196.000000,0.000000,136.000000,0.000000,17.000000,0.000000,11.000000,0.000000,133.000000,0.000000,78.000000,0.000000,53.000000,0.000000,95.000000,0.000000,8948.dcm
29.666667,28.988863,17.636364,14.139524,217.818182,22.320751,78.848485,45.921891,72.969697,44.831270,67.575758,34.789573,15.848485,11.795447,10.242424,7.119648,211.909091,26.255194,71.333333,41.701819,39.030303,31.331379,94.181818,43.078021,37.550000,29.115448,22.533333,17.438965,202.583333,32.031918,79.083333,47.454275,97.400000,61.276865,74.066667,45.995529,37.516667,52.022320,31.500000,53.821582,198.533333,33.433702,76.483333,43.262107,40.283333,30.249298,97.083333,39.164707,37.442857,28.109329,20.414286,17.138391,200.871429,32.327545,77.757143,45.594761,92.071429,59.205934,74.314286,44.483686,35.371429,48.831319,30.614286,50.462583,195.414286,33.168648,83.914286,48.770311,51.071429,44.552955,101.571429,42.890346,41.372093,27.995397,20.290698,16.774537,198.232558,32.573780,81.197674,43.280975,95.244186,56.906928,72.511628,41.575656,39.837209,48.894330,32.232558,50.309553,193.953488,32.352073,83.186047,47.434292,56.209302,43.935278,101.976744,43.665568,40.988764,27.623892,19.921348,16.642788,196.382022,33.704432,81.292135,42.718210,95.932584,56.243949,71.741573,41.303073,41.865169,52.292271,33.988764,53.767279,192.123596,33.483653,85.067416,49.338303,59.921348,49.684739,102.595506,44.295423,43.494737,29.300306,20.821053,17.205256,194.589474,34.551686,83.326316,42.811671,100.578947,58.497968,72.031579,43.502862,44.231579,54.569388,34.736842,56.253456,190.347368,34.510488,87.294737,50.476848,60.821053,49.018663,104.473684,46.110377,8971.dcm
117.000000,0.000000,2.000000,0.000000,198.000000,0.000000,95.000000,0.000000,229.000000,0.000000,13.000000,0.000000,68.000000,0.000000,4.000000,0.000000,199.000000,0.000000,37.000000,0.000000,122.000000,0.000000,13.000000,0.000000,117.000000,0.000000,2.000000,0.000000,198.000000,0.000000,95.000000,0.000000,229.000000,0.000000,13.000000,0.000000,68.000000,0.000000,4.000000,0.000000,199.000000,0.000000,37.000000,0.000000,122.000000,0.000000,13.000000,0.000000,117.000000,0.000000,2.000000,0.000000,198.000000,0.000000,95.000000,0.000000,229.000000,0.000000,13.000000,0.000000,68.000000,0.000000,4.000000,0.000000,199.000000,0.000000,37.000000,0.000000,122.000000,0.000000,13.000000,0.000000,117.000000,0.000000,2.000000,0.000000,198.000000,0.000000,95.000000,0.000000,229.000000,0.000000,13.000000,0.000000,68.000000,0.000000,4.000000,0.000000,199.000000,0.000000,37.000000,0.000000,122.000000,0.000000,13.000000,0.000000,97.454545,23.716507,19.363636,23.414836,206.000000,12.393547,69.363636,23.758252,196.818182,21.779891,41.636364,33.865241,65.090909,29.125434,16.818182,26.244307,206.545455,12.667783,48.454545,18.189907,149.454545,22.979833,35.272727,20.015449,94.384615,24.534121,22.692308,25.041248,202.692308,14.079445,63.923077,26.837354,201.692308,23.242865,39.384615,31.441847,74.000000,34.348702,19.000000,24.545875,200.615385,18.639289,45.769231,19.983968,154.461538,24.309173,36.461538,20.934881,9012.dcm
88.000000,0.000000,10.000000,0.000000,187.000000,0.000000,174.000000,0.000000,243.000000,0.000000,85.000000,0.000000,6.000000,0.000000,5.000000,0.000000,183.000000,0.000000,104.000000,0.000000,47.000000,0.000000,120.000000,0.000000,88.000000,0.000000,10.000000,0.000000,187.000000,0.000000,174.000000,0.000000,243.000000,0.000000,85.000000,0.000000,6.000000,0.000000,5.000000,0.000000,183.000000,0.000000,104.000000,0.000000,47.000000,0.000000,120.000000,0.000000,88.500000,0.707107,10.000000,0.000000,196.000000,12.727922,131.000000,60.811183,212.500000,43.133514,53.500000,44.547727,8.500000,3.535534,3.000000,2.828427,192.500000,13.435029,86.000000,25.455844,27.500000,27.577164,105.500000,20.506097,88.500000,0.707107,10.000000,0.000000,196.000000,12.727922,131.000000,60.811183,212.500000,43.133514,53.500000,44.547727,8.500000,3.535534,3.000000,2.828427,192.500000,13.435029,86.000000,25.455844,27.500000,27.577164,105.500000,20.506097,88.500000,0.707107,10.000000,0.000000,196.000000,12.727922,131.000000,60.811183,212.500000,43.133514,53.500000,44.547727,8.500000,3.535534,3.000000,2.828427,192.500000,13.435029,86.000000,25.455844,27.500000,27.577164,105.500000,20.506097,58.080000,35.825808,12.510000,14.956837,196.260000,32.931094,104.300000,47.045111,111.200000,37.601311,97.430000,35.074021,45.830000,67.910079,41.980000,71.861817,195.600000,31.418324,76.980000,40.590087,105.790000,48.112514,94.370000,40.137052,9020.dcm
93.000000,0.000000,1.000000,0.000000,181.000000,0.000000,36.000000,0.000000,98.000000,0.000000,40.000000,0.000000,9.000000,0.000000,15.000000,0.000000,183.000000,0.000000,67.000000,0.000000,75.000000,0.000000,73.000000,0.000000,93.000000,0.000000,1.000000,0.000000,181.000000,0.000000,36.000000,0.000000,98.000000,0.000000,40.000000,0.000000,9.000000,0.000000,15.000000,0.000000,183.000000,0.000000,67.000000,0.000000,75.000000,0.000000,73.000000,0.000000,93.000000,0.000000,1.000000,0.000000,181.000000,0.000000,36.000000,0.000000,98.000000,0.000000,40.000000,0.000000,9.000000,0.000000,15.000000,0.000000,183.000000,0.000000,67.000000,0.000000,75.000000,0.000000,73.000000,0.000000,93.000000,0.000000,1.000000,0.000000,181.000000,0.000000,36.000000,0.000000,98.000000,0.000000,40.000000,0.000000,9.000000,0.000000,15.000000,0.000000,183.000000,0.000000,67.000000,0.000000,75.000000,0.000000,73.000000,0.000000,87.000000,8.485281,0.500000,0.707107,169.500000,16.263456,26.500000,13.435029,92.500000,7.778175,25.500000,20.506097,26.500000,24.748737,9.500000,7.778175,169.000000,19.798990,50.500000,23.334524,82.000000,9.899495,65.500000,10.606602,87.000000,8.485281,0.500000,0.707107,169.500000,16.263456,26.500000,13.435029,92.500000,7.778175,25.500000,20.506097,26.500000,24.748737,9.500000,7.778175,169.000000,19.798990,50.500000,23.334524,82.000000,9.899495,65.500000,10.606602,9041.dcm
51.000000,34.698703,33.000000,32.969683,154.000000,14.933185,31.333333,4.618802,115.000000,24.000000,64.666667,1.527525,119.333333,28.360771,20.000000,7.000000,170.666667,10.016653,91.333333,6.110101,171.666667,11.590226,129.666667,18.009257,51.000000,34.698703,33.000000,32.969683,154.000000,14.933185,31.333333,4.618802,115.000000,24.000000,64.666667,1.527525,119.333333,28.360771,20.000000,7.000000,170.666667,10.016653,91.333333,6.110101,171.666667,11.590226,129.666667,18.009257,51.000000,34.698703,33.000000,32.969683,154.000000,14.933185,31.333333,4.618802,115.000000,24.000000,64.666667,1.527525,119.333333,28.360771,20.000000,7.000000,170.666667,10.016653,91.333333,6.110101,171.666667,11.590226,129.666667,18.009257,63.250000,37.455529,41.500000,31.838132,149.500000,15.154757,32.750000,4.716991,129.000000,34.176015,60.500000,8.426150,124.500000,25.357445,20.500000,5.802298,166.250000,12.038134,84.250000,15.019432,172.000000,9.486833,128.750000,14.818344,63.250000,37.455529,41.500000,31.838132,149.500000,15.154757,32.750000,4.716991,129.000000,34.176015,60.500000,8.426150,124.500000,25.357445,20.500000,5.802298,166.250000,12.038134,84.250000,15.019432,172.000000,9.486833,128.750000,14.818344,63.250000,37.455529,41.500000,31.838132,149.500000,15.154757,32.750000,4.716991,129.000000,34.176015,60.500000,8.426150,124.500000,25.357445,20.500000,5.802298,166.250000,12.038134,84.250000,15.019432,172.000000,9.486833,128.750000,14.818344,9044.dcm
