fgMaxrg1,fgMinrg1,fgStdevrg1,fgMeanrg1,fgMedianrg1,bgMaxrg1,bgMinrg1,bgStdevrg1,bgMeanrg1,bgMedianrg1,sumIntensityrg1,fgMaxrg2,fgMinrg2,fgStdevrg2,fgMeanrg2,fgMedianrg2,bgMaxrg2,bgMinrg2,bgStdevrg2,bgMeanrg2,bgMedianrg2,sumIntensityrg2,fgMaxrg3,fgMinrg3,fgStdevrg3,fgMeanrg3,fgMedianrg3,bgMaxrg3,bgMinrg3,bgStdevrg3,bgMeanrg3,bgMedianrg3,sumIntensityrg3,fgMaxrg4,fgMinrg4,fgStdevrg4,fgMeanrg4,fgMedianrg4,bgMaxrg4,bgMinrg4,bgStdevrg4,bgMeanrg4,bgMedianrg4,sumIntensityrg4,fgMaxrg5,fgMinrg5,fgStdevrg5,fgMeanrg5,fgMedianrg5,bgMaxrg5,bgMinrg5,bgStdevrg5,bgMeanrg5,bgMedianrg5,sumIntensityrg5,fgMaxrg6,fgMinrg6,fgStdevrg6,fgMeanrg6,fgMedianrg6,bgMaxrg6,bgMinrg6,bgStdevrg6,bgMeanrg6,bgMedianrg6,sumIntensityrg6,ImageName
539.000000,539.000000,0.000000,539.000000,539.000000,766.000000,108.000000,203.323799,391.770642,346.000000,42164.000000,539.000000,539.000000,0.000000,539.000000,539.000000,766.000000,108.000000,203.323799,391.770642,346.000000,42164.000000,539.000000,539.000000,0.000000,539.000000,539.000000,766.000000,108.000000,203.323799,391.770642,346.000000,42164.000000,539.000000,450.000000,62.932504,494.500000,494.500000,766.000000,108.000000,204.193403,391.231481,343.500000,41264.000000,564.000000,402.000000,59.910648,497.571429,516.000000,766.000000,108.000000,207.296959,386.009709,323.000000,36276.000000,647.000000,398.000000,74.360412,515.285714,515.500000,766.000000,108.000000,215.918581,351.390244,261.000000,14386.000000,203.dcm
961.000000,908.000000,19.335789,933.545455,937.000000,984.000000,47.000000,261.216302,416.680653,357.000000,168487.000000,961.000000,872.000000,27.291455,916.666667,913.000000,984.000000,47.000000,256.080795,408.827014,349.500000,156025.000000,961.000000,784.000000,48.609846,865.436364,856.000000,984.000000,47.000000,228.249968,367.340260,302.000000,93827.000000,961.000000,765.000000,54.726936,852.200000,839.000000,984.000000,47.000000,220.966457,356.352000,292.000000,78239.000000,961.000000,731.000000,62.980692,837.800000,832.000000,984.000000,47.000000,214.288758,345.726027,276.000000,63355.000000,984.000000,698.000000,77.860051,830.827957,830.000000,693.000000,47.000000,190.310868,322.069164,256.000000,34491.000000,213.dcm
1123.000000,1091.000000,10.987366,1108.500000,1108.500000,1579.000000,0.000000,458.266485,641.301915,610.500000,859803.000000,1421.000000,992.000000,54.793140,1101.370861,1098.000000,1579.000000,0.000000,454.602957,588.057518,473.000000,549359.000000,1579.000000,953.000000,84.063833,1111.464191,1099.000000,1577.000000,0.000000,415.746793,467.155399,299.000000,43929.000000,1579.000000,953.000000,83.313475,1113.906606,1104.000000,1577.000000,0.000000,390.898659,423.001076,259.000000,96037.000000,1579.000000,953.000000,83.846388,1116.683570,1106.000000,1577.000000,0.000000,357.974222,378.797714,234.000000,219077.000000,1579.000000,899.000000,86.136330,1113.918919,1105.500000,1577.000000,0.000000,342.820000,358.780000,227.000000,272047.000000,221.dcm
1114.000000,1066.000000,14.370936,1084.666667,1084.000000,1569.000000,0.000000,429.383140,623.150362,562.500000,327709.000000,1114.000000,974.000000,34.521511,1062.877551,1069.000000,1569.000000,0.000000,428.304558,594.918919,512.500000,256087.000000,1123.000000,974.000000,38.345332,1057.672414,1067.000000,1569.000000,0.000000,428.084987,587.237721,508.000000,237559.000000,1204.000000,974.000000,56.403436,1080.542553,1076.000000,1569.000000,0.000000,416.994206,546.887949,455.000000,157107.000000,1204.000000,973.000000,61.708269,1083.917910,1081.500000,1569.000000,0.000000,399.332729,496.545035,395.000000,69759.000000,1210.000000,960.000000,65.847722,1085.204225,1083.500000,1569.000000,0.000000,393.801422,485.058824,385.000000,52051.000000,230.dcm
1123.000000,1091.000000,10.987366,1108.500000,1108.500000,1579.000000,0.000000,460.108621,635.586156,602.500000,852041.000000,1421.000000,992.000000,54.793140,1101.370861,1098.000000,1579.000000,0.000000,455.925235,581.679540,444.000000,541597.000000,1579.000000,953.000000,84.063833,1111.464191,1099.000000,1577.000000,0.000000,415.231220,459.322906,278.000000,36167.000000,1579.000000,953.000000,83.313475,1113.906606,1104.000000,1577.000000,0.000000,389.360634,414.645856,244.000000,103799.000000,1579.000000,953.000000,83.846388,1116.683570,1106.000000,1577.000000,0.000000,355.079737,369.926857,224.000000,226839.000000,1579.000000,899.000000,86.136330,1113.918919,1105.500000,1577.000000,0.000000,339.164330,349.648235,218.000000,279809.000000,270.dcm
607.000000,570.000000,15.209646,590.000000,591.500000,545.000000,131.000000,121.826385,301.600000,256.000000,26292.000000,607.000000,526.000000,32.026775,562.000000,557.500000,526.000000,131.000000,113.986721,291.384615,254.000000,22020.000000,607.000000,445.000000,45.969084,507.640000,498.000000,419.000000,131.000000,74.073826,247.581081,238.500000,5630.000000,607.000000,445.000000,45.969084,507.640000,498.000000,419.000000,131.000000,74.073826,247.581081,238.500000,5630.000000,607.000000,395.000000,58.410026,487.741935,484.000000,369.000000,131.000000,59.674505,233.705882,217.500000,772.000000,607.000000,365.000000,63.676443,480.424242,481.000000,349.000000,131.000000,55.742632,229.666667,211.000000,696.000000,291.dcm
720.000000,702.000000,9.451631,709.333333,706.000000,958.000000,152.000000,225.460030,462.409524,410.000000,46425.000000,720.000000,702.000000,9.451631,709.333333,706.000000,958.000000,152.000000,225.460030,462.409524,410.000000,46425.000000,803.000000,692.000000,42.782749,747.818182,757.000000,958.000000,152.000000,216.409698,437.680412,381.000000,34229.000000,803.000000,692.000000,42.782749,747.818182,757.000000,958.000000,152.000000,216.409698,437.680412,381.000000,34229.000000,958.000000,664.000000,84.351025,798.846154,793.500000,634.000000,152.000000,139.091612,364.768293,351.500000,9141.000000,958.000000,634.000000,88.588327,792.740741,789.000000,616.000000,152.000000,136.642051,361.444444,351.000000,7873.000000,297.dcm
949.000000,949.000000,0.000000,949.000000,949.000000,1393.000000,168.000000,389.804443,582.200000,469.000000,45627.000000,949.000000,949.000000,0.000000,949.000000,949.000000,1393.000000,168.000000,389.804443,582.200000,469.000000,45627.000000,1075.000000,949.000000,31.923280,1025.187500,1027.000000,1393.000000,168.000000,359.868691,478.800000,273.000000,14719.000000,1095.000000,949.000000,37.438403,1032.888889,1031.000000,1393.000000,168.000000,347.945767,459.253968,269.000000,10341.000000,1095.000000,920.000000,48.278659,1022.250000,1027.000000,1393.000000,168.000000,342.905957,443.934426,251.000000,6635.000000,1136.000000,920.000000,53.201817,1027.666667,1028.000000,1393.000000,168.000000,333.652930,432.400000,249.500000,4363.000000,306.dcm
333.000000,333.000000,0.000000,333.000000,333.000000,1039.000000,120.000000,295.687451,429.693548,275.500000,26308.000000,333.000000,333.000000,0.000000,333.000000,333.000000,1039.000000,120.000000,295.687451,429.693548,275.500000,26308.000000,333.000000,333.000000,0.000000,333.000000,333.000000,1039.000000,120.000000,295.687451,429.693548,275.500000,26308.000000,333.000000,137.000000,51.319695,215.944444,205.500000,1039.000000,120.000000,237.566563,711.111111,737.000000,11426.000000,333.000000,120.000000,53.003258,213.351351,204.000000,1039.000000,392.000000,210.193566,733.846154,747.000000,11186.000000,333.000000,120.000000,53.003258,213.351351,204.000000,1039.000000,392.000000,210.193566,733.846154,747.000000,11186.000000,310.dcm
978.000000,973.000000,3.535534,975.500000,975.500000,1152.000000,179.000000,289.670283,442.355072,295.500000,59094.000000,978.000000,973.000000,3.535534,975.500000,975.500000,1152.000000,179.000000,289.670283,442.355072,295.500000,59094.000000,1042.000000,973.000000,38.475100,997.666667,978.000000,1152.000000,179.000000,286.116453,437.978102,293.000000,57010.000000,1094.000000,946.000000,48.085440,1022.733333,1018.000000,1152.000000,179.000000,229.167125,381.240000,282.000000,32314.000000,1094.000000,925.000000,52.488570,1016.625000,1012.500000,1152.000000,179.000000,224.769428,376.854839,281.500000,30464.000000,1152.000000,925.000000,66.843494,1039.500000,1044.500000,867.000000,179.000000,180.140990,351.716667,272.500000,21416.000000,318.dcm
677.000000,677.000000,0.000000,677.000000,677.000000,1047.000000,131.000000,256.951351,454.056338,370.000000,31561.000000,677.000000,677.000000,0.000000,677.000000,677.000000,1047.000000,131.000000,256.951351,454.056338,370.000000,31561.000000,677.000000,677.000000,0.000000,677.000000,677.000000,1047.000000,131.000000,256.951351,454.056338,370.000000,31561.000000,677.000000,589.000000,44.015149,633.666667,635.000000,1047.000000,131.000000,259.220642,449.478261,352.000000,29113.000000,677.000000,589.000000,44.015149,633.666667,635.000000,1047.000000,131.000000,259.220642,449.478261,352.000000,29113.000000,677.000000,589.000000,44.015149,633.666667,635.000000,1047.000000,131.000000,259.220642,449.478261,352.000000,29113.000000,325.dcm
757.000000,757.000000,0.000000,757.000000,757.000000,1066.000000,295.000000,246.417967,550.058824,445.500000,17945.000000,757.000000,757.000000,0.000000,757.000000,757.000000,1066.000000,295.000000,246.417967,550.058824,445.500000,17945.000000,757.000000,757.000000,0.000000,757.000000,757.000000,1066.000000,295.000000,246.417967,550.058824,445.500000,17945.000000,757.000000,757.000000,0.000000,757.000000,757.000000,1066.000000,295.000000,246.417967,550.058824,445.500000,17945.000000,757.000000,757.000000,0.000000,757.000000,757.000000,1066.000000,295.000000,246.417967,550.058824,445.500000,17945.000000,878.000000,734.000000,77.358473,789.666667,757.000000,1066.000000,295.000000,244.570187,534.062500,434.500000,14721.000000,341.dcm
1137.000000,1080.000000,16.099896,1105.960000,1107.000000,1148.000000,166.000000,316.388870,488.342657,351.000000,42184.000000,1148.000000,1060.000000,24.256061,1104.352941,1106.000000,1030.000000,166.000000,282.437755,447.268657,304.000000,22386.000000,1148.000000,1060.000000,24.256061,1104.352941,1106.000000,1030.000000,166.000000,282.437755,447.268657,304.000000,22386.000000,1148.000000,998.000000,42.492694,1085.883721,1097.000000,991.000000,166.000000,245.715362,406.312000,280.000000,4096.000000,1148.000000,974.000000,46.808907,1081.288889,1092.000000,959.000000,166.000000,236.291405,396.943089,278.000000,166.000000,1148.000000,958.000000,52.186707,1076.063830,1091.000000,939.000000,166.000000,226.763186,387.661157,271.000000,3668.000000,345.dcm
837.000000,807.000000,21.213203,822.000000,822.000000,1108.000000,185.000000,288.383963,595.081967,559.000000,34656.000000,837.000000,807.000000,21.213203,822.000000,822.000000,1108.000000,185.000000,288.383963,595.081967,559.000000,34656.000000,837.000000,807.000000,21.213203,822.000000,822.000000,1108.000000,185.000000,288.383963,595.081967,559.000000,34656.000000,837.000000,754.000000,42.027769,799.333333,807.000000,1108.000000,185.000000,290.068453,592.433333,550.500000,33148.000000,837.000000,700.000000,60.368314,774.500000,780.500000,1108.000000,185.000000,292.211427,590.610169,542.000000,31748.000000,914.000000,666.000000,84.281994,798.636364,807.000000,1108.000000,185.000000,297.217414,560.750000,470.500000,20374.000000,347.dcm
867.000000,867.000000,0.000000,867.000000,867.000000,1099.000000,217.000000,326.403924,611.913043,513.000000,41355.000000,867.000000,867.000000,0.000000,867.000000,867.000000,1099.000000,217.000000,326.403924,611.913043,513.000000,41355.000000,867.000000,867.000000,0.000000,867.000000,867.000000,1099.000000,217.000000,326.403924,611.913043,513.000000,41355.000000,867.000000,867.000000,0.000000,867.000000,867.000000,1099.000000,217.000000,326.403924,611.913043,513.000000,41355.000000,867.000000,867.000000,0.000000,867.000000,867.000000,1099.000000,217.000000,326.403924,611.913043,513.000000,41355.000000,1099.000000,861.000000,79.104121,1011.375000,1024.000000,785.000000,217.000000,179.070434,409.043478,344.000000,5457.000000,352.dcm
1764.000000,1764.000000,0.000000,1764.000000,1764.000000,1960.000000,129.000000,531.102936,684.475000,465.000000,52994.000000,1764.000000,1764.000000,0.000000,1764.000000,1764.000000,1960.000000,129.000000,531.102936,684.475000,465.000000,52994.000000,1818.000000,1764.000000,38.183766,1791.000000,1791.000000,1960.000000,129.000000,518.657200,670.126582,462.000000,49358.000000,1818.000000,1764.000000,38.183766,1791.000000,1791.000000,1960.000000,129.000000,518.657200,670.126582,462.000000,49358.000000,1818.000000,1764.000000,38.183766,1791.000000,1791.000000,1960.000000,129.000000,518.657200,670.126582,462.000000,49358.000000,1818.000000,1764.000000,38.183766,1791.000000,1791.000000,1960.000000,129.000000,518.657200,670.126582,462.000000,49358.000000,360.dcm
1370.000000,1311.000000,18.923090,1341.583333,1337.000000,1379.000000,162.000000,335.479659,597.430556,495.000000,155961.000000,1379.000000,1281.000000,31.424261,1325.700000,1329.500000,1273.000000,162.000000,317.981183,577.303571,482.500000,135131.000000,1379.000000,1247.000000,39.081483,1314.166667,1315.000000,1236.000000,162.000000,309.473915,567.460145,479.500000,125079.000000,1379.000000,1212.000000,50.279686,1298.241379,1300.000000,1197.000000,162.000000,299.117370,555.387454,469.000000,112861.000000,1379.000000,1197.000000,52.749724,1294.866667,1296.000000,1177.000000,162.000000,297.098941,553.011111,467.500000,110467.000000,1379.000000,1147.000000,72.250611,1266.894737,1281.500000,1135.000000,162.000000,281.522568,534.416031,454.500000,91875.000000,365.dcm
1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,1562.000000,1562.000000,0.000000,1562.000000,1562.000000,2409.000000,130.000000,728.734794,866.062500,537.000000,40009.000000,382.dcm
1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,1761.000000,1761.000000,0.000000,1761.000000,1761.000000,2459.000000,89.000000,694.786880,837.140845,565.000000,57676.000000,387.dcm
1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,1119.000000,1119.000000,0.000000,1119.000000,1119.000000,2136.000000,190.000000,618.170890,863.425532,675.000000,39462.000000,390.dcm
770.000000,770.000000,0.000000,770.000000,770.000000,1016.000000,111.000000,302.759021,455.109091,390.000000,24261.000000,770.000000,770.000000,0.000000,770.000000,770.000000,1016.000000,111.000000,302.759021,455.109091,390.000000,24261.000000,824.000000,760.000000,34.428670,784.666667,770.000000,1016.000000,111.000000,301.030240,442.396226,361.000000,21093.000000,824.000000,760.000000,34.428670,784.666667,770.000000,1016.000000,111.000000,301.030240,442.396226,361.000000,21093.000000,824.000000,760.000000,34.428670,784.666667,770.000000,1016.000000,111.000000,301.030240,442.396226,361.000000,21093.000000,824.000000,760.000000,34.428670,784.666667,770.000000,1016.000000,111.000000,301.030240,442.396226,361.000000,21093.000000,396.dcm
1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,1059.000000,1059.000000,0.000000,1059.000000,1059.000000,1798.000000,304.000000,473.304485,973.275862,908.000000,27166.000000,417.dcm
1071.000000,1022.000000,12.527958,1052.592233,1056.000000,1015.000000,100.000000,308.180823,466.763314,341.000000,29534.000000,1071.000000,1002.000000,15.704068,1050.220183,1055.000000,993.000000,100.000000,295.264450,446.785276,324.000000,41648.000000,1071.000000,976.000000,21.380466,1046.739130,1054.000000,968.000000,100.000000,281.123515,426.273885,307.000000,53450.000000,1071.000000,960.000000,25.733966,1043.983193,1052.000000,940.000000,100.000000,270.702693,412.196078,302.000000,61168.000000,1071.000000,940.000000,27.327206,1043.116667,1052.000000,927.000000,100.000000,268.157095,408.723684,297.500000,63048.000000,1071.000000,912.000000,33.303585,1040.048780,1052.000000,907.000000,100.000000,260.798219,398.483221,270.000000,68552.000000,425.dcm
958.000000,927.000000,16.862186,946.333333,954.000000,1034.000000,83.000000,310.062673,458.580952,338.000000,45312.000000,958.000000,927.000000,16.862186,946.333333,954.000000,1034.000000,83.000000,310.062673,458.580952,338.000000,45312.000000,1034.000000,927.000000,35.165470,988.882353,994.000000,909.000000,83.000000,242.337871,375.593407,292.000000,17368.000000,1034.000000,909.000000,38.966384,984.444444,993.500000,887.000000,83.000000,236.970676,369.666667,291.500000,15550.000000,1034.000000,875.000000,48.745202,974.100000,982.000000,858.000000,83.000000,226.490563,358.045455,284.500000,12026.000000,1034.000000,838.000000,62.587362,957.782609,963.000000,801.000000,83.000000,210.274402,340.717647,268.000000,6932.000000,428.dcm
701.000000,681.000000,10.000000,691.000000,691.000000,795.000000,104.000000,228.155441,377.981308,318.000000,38371.000000,735.000000,668.000000,24.260123,695.625000,691.500000,795.000000,104.000000,221.951255,362.274510,289.000000,31387.000000,795.000000,662.000000,40.108302,724.695652,735.000000,646.000000,104.000000,168.536686,297.114943,223.000000,9181.000000,795.000000,632.000000,47.159256,714.653846,719.500000,614.000000,104.000000,158.393129,284.952381,221.500000,5355.000000,795.000000,593.000000,58.396622,699.800000,698.500000,579.000000,104.000000,144.806675,269.037500,215.000000,529.000000,795.000000,565.000000,69.695110,682.057143,691.000000,536.000000,104.000000,124.941716,248.600000,208.000000,5227.000000,432.dcm
641.000000,641.000000,0.000000,641.000000,641.000000,1093.000000,118.000000,270.905595,485.176471,465.000000,57095.000000,641.000000,641.000000,0.000000,641.000000,641.000000,1093.000000,118.000000,270.905595,485.176471,465.000000,57095.000000,804.000000,614.000000,53.501495,710.882353,720.000000,1093.000000,118.000000,270.087390,397.755814,294.500000,10037.000000,804.000000,614.000000,55.045863,708.200000,717.000000,1093.000000,118.000000,270.622702,395.176471,287.000000,8803.000000,804.000000,594.000000,58.982679,702.351351,711.000000,1093.000000,118.000000,271.981868,390.240964,284.000000,6403.000000,816.000000,577.000000,67.240159,696.243902,710.000000,1093.000000,118.000000,271.812314,377.607595,268.000000,1285.000000,436.dcm
