fgMaxotsu1,fgMinotsu1,fgStdevotsu1,fgMeanotsu1,fgMedianotsu1,bgMaxotsu1,bgMinotsu1,bgStdevotsu1,bgMeanotsu1,bgMedianotsu1,sumIntensityotsu1,fgMaxotsu2,fgMinotsu2,fgStdevotsu2,fgMeanotsu2,fgMedianotsu2,bgMaxotsu2,bgMinotsu2,bgStdevotsu2,bgMeanotsu2,bgMedianotsu2,sumIntensityotsu2,fgMaxotsu3,fgMinotsu3,fgStdevotsu3,fgMeanotsu3,fgMedianotsu3,bgMaxotsu3,bgMinotsu3,bgStdevotsu3,bgMeanotsu3,bgMedianotsu3,sumIntensityotsu3,fgMaxotsu4,fgMinotsu4,fgStdevotsu4,fgMeanotsu4,fgMedianotsu4,bgMaxotsu4,bgMinotsu4,bgStdevotsu4,bgMeanotsu4,bgMedianotsu4,sumIntensityotsu4,ImageName
1393.000000,226.000000,334.169298,782.555556,872.500000,226.000000,168.000000,14.999810,195.074074,192.000000,36991.000000,1393.000000,476.000000,224.163643,932.756098,1013.000000,462.000000,168.000000,69.012801,232.050000,205.000000,28961.000000,1393.000000,920.000000,111.876477,1072.884615,1038.500000,887.000000,168.000000,226.644221,356.909091,226.000000,8265.000000,1393.000000,1042.000000,111.511924,1156.000000,1115.500000,1039.000000,168.000000,330.658607,487.724638,305.000000,19781.000000,306.dcm
1039.000000,207.000000,287.508003,538.590909,463.500000,204.000000,120.000000,22.179359,172.421053,177.000000,20422.000000,1039.000000,260.000000,263.662056,630.323529,629.500000,246.000000,120.000000,32.527707,191.137931,186.000000,15888.000000,1039.000000,480.000000,162.835471,806.095238,844.000000,472.000000,120.000000,87.353288,239.190476,214.500000,6882.000000,1039.000000,844.000000,63.474548,937.727273,959.000000,789.000000,120.000000,190.032817,320.365385,233.500000,6344.000000,310.dcm
1152.000000,263.000000,297.027802,606.646341,492.500000,307.000000,179.000000,29.914624,228.465517,222.000000,36494.000000,1152.000000,347.000000,260.445837,735.034483,720.500000,352.000000,179.000000,41.965953,248.341463,249.000000,22268.000000,1152.000000,542.000000,180.541157,888.842105,935.500000,532.000000,179.000000,89.225125,286.470588,260.000000,4556.000000,1152.000000,946.000000,62.845815,1045.526316,1047.000000,925.000000,179.000000,186.806049,356.454545,275.000000,23266.000000,318.dcm
1047.000000,262.000000,240.243787,524.637931,408.500000,258.000000,131.000000,41.466788,177.571429,166.500000,27943.000000,1047.000000,345.000000,222.965893,638.315789,614.500000,411.000000,131.000000,75.925690,254.676471,269.500000,15597.000000,1047.000000,460.000000,175.758795,743.333333,784.000000,434.000000,131.000000,86.533377,285.444444,305.000000,7225.000000,1047.000000,784.000000,85.977380,890.571429,895.000000,702.000000,131.000000,151.591697,352.534483,325.000000,7979.000000,325.dcm
1066.000000,383.000000,233.666518,657.041667,584.000000,392.000000,295.000000,30.904251,335.454545,334.000000,12079.000000,1066.000000,442.000000,219.586212,733.111111,711.000000,551.000000,295.000000,62.681794,368.411765,360.000000,6933.000000,1066.000000,617.000000,155.707257,855.750000,898.000000,551.000000,295.000000,79.107422,399.565217,390.000000,1079.000000,1066.000000,918.000000,56.416310,988.000000,977.500000,878.000000,295.000000,155.599421,466.586207,423.000000,7603.000000,341.dcm
1148.000000,241.000000,314.781360,760.469027,784.000000,270.000000,166.000000,23.401085,209.981818,206.000000,74384.000000,1148.000000,452.000000,217.006209,907.666667,1000.500000,437.000000,166.000000,71.083835,252.833333,228.500000,55006.000000,1148.000000,747.000000,108.491676,1027.716667,1071.000000,743.000000,166.000000,166.200766,331.657407,249.000000,25844.000000,1148.000000,1060.000000,24.256061,1104.352941,1106.000000,1030.000000,166.000000,282.437755,447.268657,304.000000,22386.000000,345.dcm
1108.000000,322.000000,241.109426,698.200000,683.000000,286.000000,185.000000,32.154674,233.384615,224.000000,31876.000000,1108.000000,473.000000,189.852606,801.648649,807.000000,468.000000,185.000000,95.740137,318.576923,304.000000,21378.000000,1108.000000,735.000000,122.529615,928.722222,924.500000,992.000000,185.000000,221.026595,471.711111,438.000000,4510.000000,1108.000000,914.000000,61.537342,1021.200000,1034.500000,992.000000,185.000000,238.988164,523.245283,473.000000,17520.000000,347.dcm
1099.000000,295.000000,290.859262,724.722222,743.000000,290.000000,217.000000,25.403084,247.125000,238.000000,35181.000000,1099.000000,462.000000,208.398482,865.615385,916.000000,446.000000,217.000000,71.155456,300.967742,290.000000,24429.000000,1099.000000,761.000000,99.822435,993.038462,1017.000000,758.000000,217.000000,164.650511,392.500000,319.500000,8549.000000,1099.000000,1021.000000,24.805913,1073.000000,1082.000000,1013.000000,217.000000,265.945820,511.228070,432.000000,15191.000000,352.dcm
1960.000000,303.000000,521.558954,903.842105,775.000000,296.000000,129.000000,38.699488,208.458333,214.000000,46516.000000,1960.000000,462.000000,477.626014,1095.309524,1004.000000,452.000000,129.000000,88.534248,269.717949,243.000000,35484.000000,1960.000000,819.000000,364.716012,1370.666667,1334.000000,794.000000,129.000000,175.899767,361.370370,325.500000,17494.000000,1960.000000,1384.000000,186.828867,1691.769231,1705.000000,1334.000000,129.000000,339.373384,507.779412,399.000000,12536.000000,360.dcm
1379.000000,360.000000,315.366641,789.245192,741.000000,352.000000,162.000000,56.042293,260.826087,263.000000,140167.000000,1379.000000,572.000000,236.569251,973.835821,988.000000,619.000000,162.000000,113.941694,347.379518,337.500000,72829.000000,1379.000000,861.000000,151.370137,1118.678161,1103.000000,849.000000,162.000000,183.194642,426.450704,390.000000,6491.000000,1379.000000,1135.000000,74.356139,1263.512821,1281.000000,1132.000000,162.000000,279.583898,532.114943,454.000000,89605.000000,365.dcm
2409.000000,278.000000,706.293177,1083.052632,987.500000,263.000000,130.000000,39.494534,179.727273,175.000000,39179.000000,2409.000000,508.000000,601.675640,1420.153846,1271.500000,470.000000,130.000000,104.059632,269.956522,278.000000,30715.000000,2409.000000,1200.000000,450.035423,1721.666667,1553.500000,1186.000000,130.000000,248.224521,391.709677,312.000000,18847.000000,2409.000000,1562.000000,249.731356,2115.000000,2137.000000,1545.000000,130.000000,456.483041,602.450000,406.500000,5063.000000,382.dcm
2459.000000,302.000000,684.187183,1037.160714,772.000000,291.000000,89.000000,61.400563,194.812500,193.000000,54964.000000,2459.000000,493.000000,655.247464,1256.928571,960.000000,457.000000,89.000000,107.562551,280.233333,287.500000,44384.000000,2459.000000,855.000000,535.952734,1669.000000,1760.000000,839.000000,89.000000,211.018658,414.319149,372.000000,22252.000000,2459.000000,1760.000000,278.197057,2095.538462,1955.000000,1739.000000,89.000000,395.913494,575.525424,457.000000,6714.000000,387.dcm
2136.000000,352.000000,575.448100,1090.685714,974.000000,322.000000,190.000000,38.816135,271.230769,279.000000,34648.000000,2136.000000,675.000000,472.938872,1348.480000,1326.000000,593.000000,190.000000,110.107565,347.304348,319.000000,25724.000000,2136.000000,1107.000000,349.245521,1598.941176,1496.000000,974.000000,190.000000,234.944587,468.322581,381.000000,12664.000000,2136.000000,1641.000000,178.823137,1919.500000,1938.000000,1496.000000,190.000000,418.152518,658.600000,500.500000,10988.000000,390.dcm
1016.000000,181.000000,271.698641,585.050000,578.500000,180.000000,111.000000,17.345388,149.937500,154.000000,21003.000000,1016.000000,390.000000,201.877566,711.862069,767.000000,361.000000,111.000000,65.850647,191.000000,163.000000,15487.000000,1016.000000,622.000000,121.974880,834.263158,820.000000,597.000000,111.000000,145.972672,268.918919,184.000000,5901.000000,1016.000000,824.000000,72.873178,936.333333,968.000000,820.000000,111.000000,236.785931,369.659574,282.000000,8947.000000,396.dcm
1798.000000,508.000000,397.744939,1123.583333,1008.500000,491.000000,304.000000,79.974162,386.333333,377.500000,24648.000000,1798.000000,888.000000,333.601936,1276.388889,1313.500000,827.000000,304.000000,173.400810,525.750000,499.500000,16666.000000,1798.000000,1059.000000,234.065414,1492.727273,1440.000000,1050.000000,304.000000,246.826406,677.052632,675.000000,3556.000000,1798.000000,1452.000000,140.263324,1693.400000,1730.000000,1440.000000,304.000000,360.211711,832.680000,888.000000,12350.000000,417.dcm
1071.000000,220.000000,281.120054,840.576190,1011.500000,318.000000,100.000000,47.937407,173.854839,184.500000,165742.000000,1071.000000,447.000000,174.664223,937.573034,1035.500000,432.000000,100.000000,80.887943,217.148936,202.000000,146476.000000,1071.000000,745.000000,83.544870,1006.371622,1047.500000,729.000000,100.000000,183.184021,309.330645,225.000000,110586.000000,1071.000000,982.000000,19.507709,1047.946903,1054.000000,981.000000,100.000000,286.079958,433.220126,318.000000,49536.000000,425.dcm
1034.000000,181.000000,292.131014,577.195122,543.500000,176.000000,83.000000,28.522704,140.769231,148.500000,43670.000000,1034.000000,304.000000,240.767015,701.583333,723.000000,301.000000,83.000000,59.272238,185.312500,173.000000,33200.000000,1034.000000,555.000000,151.654350,848.102564,875.000000,554.000000,83.000000,132.292468,259.623188,221.000000,15162.000000,1034.000000,858.000000,53.843822,968.571429,971.000000,851.000000,83.000000,221.256881,352.298851,278.000000,10310.000000,428.dcm
795.000000,172.000000,197.716140,494.355263,516.500000,195.000000,104.000000,19.651872,145.470588,145.500000,32625.000000,795.000000,318.000000,144.244186,581.842105,598.000000,304.000000,104.000000,49.107639,176.452830,163.000000,23813.000000,795.000000,476.000000,85.996418,661.275000,670.000000,473.000000,104.000000,105.662677,229.514286,192.000000,10385.000000,795.000000,669.000000,37.126104,730.380952,740.000000,668.000000,104.000000,175.402492,305.382022,229.000000,11841.000000,432.dcm
1093.000000,242.000000,218.035190,612.964706,631.000000,233.000000,118.000000,28.708035,179.285714,186.000000,45827.000000,1093.000000,447.000000,159.874242,710.746032,710.000000,441.000000,118.000000,87.457920,238.596491,207.000000,31177.000000,1093.000000,634.000000,130.523971,790.928571,747.000000,631.000000,118.000000,161.013647,322.538462,266.500000,8061.000000,1093.000000,798.000000,114.252876,962.416667,990.500000,804.000000,118.000000,227.136092,433.592593,405.000000,35279.000000,436.dcm
1005.000000,224.000000,254.697025,610.698630,545.000000,217.000000,135.000000,22.879842,170.111111,166.000000,39988.000000,1005.000000,364.000000,213.473577,700.473684,707.000000,355.000000,135.000000,65.980861,215.046512,194.000000,30680.000000,1005.000000,556.000000,131.384360,838.916667,852.500000,545.000000,135.000000,133.706375,296.453125,276.500000,11228.000000,1005.000000,838.000000,53.844904,938.300000,958.500000,822.000000,135.000000,209.576523,380.100000,326.500000,11642.000000,441.dcm
957.000000,202.000000,244.764599,530.289855,499.000000,199.000000,120.000000,27.712641,165.095238,171.000000,33123.000000,957.000000,301.000000,202.689652,631.490196,619.000000,296.000000,120.000000,49.342068,201.307692,199.000000,24355.000000,957.000000,499.000000,147.417928,737.885714,764.000000,484.000000,120.000000,104.276914,258.745455,220.000000,11595.000000,957.000000,756.000000,68.420142,854.736842,861.000000,729.000000,120.000000,173.628980,335.450704,282.000000,7577.000000,484.dcm
1007.000000,255.000000,246.631803,569.910714,548.000000,249.000000,148.000000,30.908467,202.000000,202.500000,28683.000000,1007.000000,364.000000,202.711844,693.552632,646.500000,360.000000,148.000000,62.498057,258.588235,259.000000,17563.000000,1007.000000,582.000000,145.219351,807.080000,834.000000,574.000000,148.000000,118.202824,318.510638,304.000000,5207.000000,1007.000000,854.000000,51.414242,937.833333,940.000000,834.000000,148.000000,188.811994,398.216667,333.000000,12639.000000,487.dcm
1016.000000,169.000000,276.767406,529.134615,473.500000,174.000000,113.000000,15.034279,138.379310,138.000000,23502.000000,1016.000000,279.000000,239.531166,627.000000,630.000000,253.000000,113.000000,35.544356,157.268293,145.000000,18632.000000,1016.000000,465.000000,177.729852,756.148148,757.000000,442.000000,113.000000,95.362796,205.777778,161.500000,9304.000000,1016.000000,757.000000,90.345156,899.642857,912.500000,751.000000,113.000000,184.232902,282.582090,191.000000,6338.000000,490.dcm
1281.000000,391.000000,211.276605,819.292308,903.000000,361.000000,162.000000,61.094384,251.666667,220.000000,49479.000000,1281.000000,612.000000,140.844690,906.666667,924.000000,585.000000,162.000000,141.383592,372.034483,361.000000,35451.000000,1281.000000,873.000000,100.507648,975.611111,938.000000,838.000000,162.000000,213.690519,497.886364,509.500000,13215.000000,1281.000000,961.000000,116.268081,1053.533333,988.000000,954.000000,162.000000,265.283871,634.246154,691.000000,25423.000000,527.dcm
992.000000,199.000000,264.924755,598.780488,619.000000,185.000000,139.000000,15.065887,163.866667,166.000000,22092.000000,992.000000,372.000000,190.948875,731.482759,732.000000,407.000000,139.000000,71.194289,214.629630,185.000000,15418.000000,992.000000,657.000000,115.289009,844.000000,875.000000,637.000000,139.000000,156.892850,296.540541,240.000000,5064.000000,992.000000,875.000000,47.670629,934.600000,939.500000,849.000000,139.000000,229.819442,383.956522,304.000000,8316.000000,533.dcm
1172.000000,297.000000,286.279823,810.678733,910.000000,291.000000,153.000000,37.793564,213.987952,205.000000,161399.000000,1172.000000,506.000000,189.131801,935.538012,1000.000000,493.000000,153.000000,94.612897,277.774436,251.000000,123033.000000,1172.000000,808.000000,94.707742,1034.301587,1070.000000,802.000000,153.000000,189.524277,374.151685,315.000000,63723.000000,1172.000000,1015.000000,38.964750,1096.537500,1096.500000,1014.000000,153.000000,281.290795,487.491071,398.000000,21475.000000,536.dcm
1089.000000,242.000000,267.081096,653.137694,650.000000,257.000000,37.000000,48.448146,149.355401,149.000000,336608.000000,1089.000000,424.000000,198.526819,786.960784,807.000000,618.000000,37.000000,107.317669,220.126087,194.500000,219822.000000,1089.000000,662.000000,124.146220,893.406250,910.000000,657.000000,37.000000,161.148350,284.546552,246.500000,92264.000000,1089.000000,882.000000,58.350031,989.521739,991.000000,876.000000,37.000000,238.778586,372.029703,312.000000,103712.000000,544.dcm
1255.000000,279.000000,263.196306,602.735390,535.500000,304.000000,37.000000,55.433942,188.386635,198.000000,292351.000000,1255.000000,460.000000,227.374800,757.195187,705.500000,456.000000,37.000000,100.171666,252.689864,236.000000,116163.000000,1255.000000,674.000000,175.528814,937.439153,927.000000,799.000000,37.000000,163.309328,322.745863,284.000000,95867.000000,1255.000000,923.000000,99.382517,1088.421053,1081.000000,933.000000,37.000000,209.241786,368.956383,318.000000,243419.000000,564.dcm
1062.000000,181.000000,280.688566,545.439560,513.000000,178.000000,69.000000,27.604972,130.034483,135.000000,45864.000000,1062.000000,379.000000,198.298848,722.491228,745.000000,342.000000,69.000000,74.897988,194.031746,182.000000,28958.000000,1062.000000,614.000000,132.343380,841.702703,864.000000,598.000000,69.000000,150.611625,268.228916,207.000000,8880.000000,1062.000000,864.000000,58.719673,952.000000,956.000000,830.000000,69.000000,224.574840,349.683168,260.000000,17230.000000,589.dcm
1095.000000,335.000000,234.641976,876.969636,1022.000000,332.000000,181.000000,35.620746,255.834646,250.000000,400732.000000,1095.000000,524.000000,150.617118,954.447867,1033.000000,522.000000,181.000000,91.384936,316.266332,289.000000,339840.000000,1095.000000,783.000000,70.908837,1012.101408,1041.000000,775.000000,181.000000,168.683256,400.067669,338.000000,252878.000000,1095.000000,967.000000,22.058325,1043.255245,1047.000000,964.000000,181.000000,247.924241,499.531343,428.000000,131028.000000,599.dcm
1115.000000,207.000000,269.130263,772.546700,874.000000,291.000000,83.000000,49.376746,201.310757,194.000000,569826.000000,1115.000000,493.000000,174.307982,893.043760,968.000000,489.000000,83.000000,101.029840,274.315789,259.000000,431132.000000,1115.000000,742.000000,86.729652,977.135021,1004.500000,796.000000,83.000000,174.352592,358.141379,324.000000,255440.000000,1115.000000,932.000000,40.539981,1020.467456,1024.000000,1086.000000,83.000000,256.915098,455.259777,377.000000,18952.000000,666.dcm
1059.000000,267.000000,269.152090,713.450420,785.000000,268.000000,141.000000,38.007998,204.379147,198.000000,381379.000000,1059.000000,444.000000,176.684943,841.213483,892.000000,440.000000,141.000000,77.152510,258.412742,257.000000,281053.000000,1059.000000,702.000000,98.331219,923.917889,950.000000,698.000000,141.000000,150.977729,328.109677,281.000000,162485.000000,1059.000000,903.000000,40.097749,989.777778,1000.000000,901.000000,141.000000,239.731472,430.228814,335.500000,40043.000000,681.dcm
928.000000,216.000000,227.403635,530.162393,505.000000,211.000000,143.000000,19.481998,178.823529,178.000000,52909.000000,928.000000,368.000000,179.324869,648.721519,639.000000,365.000000,143.000000,61.216219,223.595506,203.000000,31349.000000,928.000000,564.000000,117.638630,761.360000,777.000000,554.000000,143.000000,116.875299,280.347458,238.500000,4987.000000,928.000000,781.000000,50.274347,860.520000,871.000000,773.000000,143.000000,182.548574,347.104895,286.000000,28123.000000,689.dcm
758.000000,219.000000,161.504335,408.850877,365.000000,210.000000,138.000000,16.201475,180.000000,182.500000,39049.000000,758.000000,285.000000,144.375367,478.137500,455.000000,281.000000,138.000000,37.457316,209.447368,201.500000,22333.000000,758.000000,394.000000,109.961940,562.823529,552.000000,390.000000,138.000000,65.000606,242.523810,229.000000,3239.000000,758.000000,552.000000,57.311027,657.076923,661.500000,546.000000,138.000000,107.412109,285.269231,255.500000,20001.000000,691.dcm
1058.000000,234.000000,257.264059,578.627350,518.000000,455.000000,136.000000,38.683829,202.961111,195.000000,265431.000000,1058.000000,381.000000,212.538663,710.383632,704.000000,641.000000,136.000000,68.995561,241.521661,218.000000,143957.000000,1058.000000,561.000000,148.783720,827.552632,842.500000,641.000000,136.000000,107.778638,281.935199,246.000000,28695.000000,1058.000000,681.000000,72.565433,939.078947,949.000000,813.000000,136.000000,173.763394,338.994956,273.000000,126083.000000,695.dcm
1042.000000,280.000000,259.904848,735.925795,792.000000,279.000000,144.000000,34.267379,215.493506,219.000000,191674.000000,1042.000000,448.000000,183.326081,842.828054,907.000000,444.000000,144.000000,80.020247,277.661871,268.000000,147670.000000,1042.000000,707.000000,96.706929,937.404908,981.000000,703.000000,144.000000,157.705539,365.802030,337.000000,80734.000000,1042.000000,922.000000,33.742222,998.796296,1010.500000,918.000000,144.000000,234.555702,464.246032,389.500000,9120.000000,729.dcm
471.000000,231.000000,68.408813,362.109091,375.000000,221.000000,180.000000,14.288261,199.823529,197.000000,16519.000000,471.000000,303.000000,49.525325,390.785714,390.500000,301.000000,180.000000,39.396306,230.000000,217.500000,9513.000000,471.000000,367.000000,33.713435,413.935484,404.000000,353.000000,180.000000,55.117944,255.634146,254.000000,2351.000000,471.000000,427.000000,13.572759,447.285714,450.000000,424.000000,180.000000,76.150933,293.982759,297.000000,10789.000000,738.dcm
1059.000000,295.000000,241.912688,764.992395,837.500000,293.000000,142.000000,46.327079,213.223529,208.000000,366138.000000,1059.000000,512.000000,152.993789,866.668269,911.500000,509.000000,142.000000,97.938181,278.928571,267.000000,282434.000000,1059.000000,736.000000,90.010757,933.306748,958.000000,732.000000,142.000000,174.500062,363.178378,306.500000,169882.000000,1059.000000,921.000000,35.762200,994.857143,1003.000000,919.000000,142.000000,254.385858,480.077079,420.000000,34722.000000,742.dcm
