Areaotsu1,MajorAxisLengthotsu1,MinorAxisLengthotsu1,Eccentricityotsu1,ConvexAreaotsu1,EquivDiameterotsu1,Solidityotsu1,Extentotsu1,Perimeterotsu1,ConvexPerimeterotsu1,Circularityotsu1,Roughnessotsu1,Elongationotsu1,Compactnessotsu1,MaxChordLengthotsu1,RadialDistanceSDotsu1,SecondMomentotsu1,Areaotsu2,MajorAxisLengthotsu2,MinorAxisLengthotsu2,Eccentricityotsu2,ConvexAreaotsu2,EquivDiameterotsu2,Solidityotsu2,Extentotsu2,Perimeterotsu2,ConvexPerimeterotsu2,Circularityotsu2,Roughnessotsu2,Elongationotsu2,Compactnessotsu2,MaxChordLengthotsu2,RadialDistanceSDotsu2,SecondMomentotsu2,Areaotsu3,MajorAxisLengthotsu3,MinorAxisLengthotsu3,Eccentricityotsu3,ConvexAreaotsu3,EquivDiameterotsu3,Solidityotsu3,Extentotsu3,Perimeterotsu3,ConvexPerimeterotsu3,Circularityotsu3,Roughnessotsu3,Elongationotsu3,Compactnessotsu3,MaxChordLengthotsu3,RadialDistanceSDotsu3,SecondMomentotsu3,Areaotsu4,MajorAxisLengthotsu4,MinorAxisLengthotsu4,Eccentricityotsu4,ConvexAreaotsu4,EquivDiameterotsu4,Solidityotsu4,Extentotsu4,Perimeterotsu4,ConvexPerimeterotsu4,Circularityotsu4,Roughnessotsu4,Elongationotsu4,Compactnessotsu4,MaxChordLengthotsu4,RadialDistanceSDotsu4,SecondMomentotsu4,ImageName
84.000000,12.467501,9.157551,0.678594,87.000000,10.341766,0.965517,0.763636,36.142136,35.552301,0.835129,0.983680,1.361445,1.237481,13.038405,0.891966,0.176066,63.000000,11.115232,7.721476,0.719324,67.000000,8.956232,0.940299,0.700000,31.556349,30.665621,0.841874,0.971773,1.439522,1.257833,11.180340,0.839477,0.179070,44.000000,9.151869,6.445003,0.709974,47.000000,7.484821,0.936170,0.611111,26.970563,25.723544,0.835605,0.953764,1.419995,1.315581,9.219544,0.636253,0.174188,20.000000,6.691904,4.147902,0.784729,22.000000,5.046265,0.909091,0.666667,17.899495,17.498474,0.820804,0.977596,1.613322,1.274799,6.708204,0.509376,0.185375,203.dcm
313.000000,22.990860,19.092455,0.557113,368.000000,19.963065,0.850543,0.711364,87.597980,73.477636,0.728524,0.838805,1.204186,1.950895,25.612497,1.707115,0.177802,216.000000,21.585307,13.489127,0.780687,232.000000,16.583719,0.931034,0.675000,61.698485,58.473914,0.793852,0.947737,1.600200,1.402444,22.360680,1.782927,0.186694,143.000000,18.439623,11.401055,0.785949,181.000000,13.493452,0.790055,0.501754,63.941125,53.327877,0.631884,0.834015,1.617361,2.275174,21.023796,2.018172,0.204256,76.000000,13.374396,7.705626,0.817346,82.000000,9.836982,0.926829,0.730769,38.384776,34.868607,0.785515,0.908397,1.735666,1.542747,13.341664,1.170851,0.193737,213.dcm
910.000000,38.507632,36.000476,0.354932,1271.000000,34.038919,0.715972,0.665205,256.592929,136.641774,0.612469,0.532524,1.069642,5.757555,49.040799,3.574823,0.190673,702.000000,37.435971,28.101977,0.660680,947.000000,29.896725,0.741288,0.573061,168.509668,116.884386,0.645705,0.693636,1.332147,3.218864,43.416587,3.673948,0.194846,591.000000,35.692177,25.217287,0.707692,759.000000,27.431452,0.778656,0.543199,138.225397,107.895894,0.637951,0.780579,1.415385,2.572636,40.360872,3.417255,0.201690,79.000000,18.765543,11.849332,0.775424,156.000000,10.029253,0.506410,0.329167,76.426407,48.044724,0.430076,0.628640,1.583679,5.883692,17.000000,1.917925,0.387568,221.dcm
456.000000,29.105370,22.993688,0.613087,561.000000,24.095585,0.812834,0.804233,166.124892,93.213592,0.659502,0.561106,1.265798,4.816091,33.600595,2.335749,0.188208,301.000000,27.740881,20.728343,0.664585,497.000000,19.576647,0.605634,0.530864,167.296465,85.867598,0.513000,0.513266,1.338307,7.399411,30.413813,3.038381,0.248454,201.000000,27.395815,14.731055,0.843129,340.000000,15.997536,0.591176,0.436957,97.497475,71.123576,0.499320,0.729491,1.859732,3.763404,27.658633,3.318818,0.300021,72.000000,27.232840,10.423689,0.923847,180.000000,9.574615,0.400000,0.285714,88.911688,57.317067,0.275407,0.644652,2.612591,8.737262,22.847319,2.500075,0.735776,230.dcm
881.000000,38.562214,34.196214,0.462191,1199.000000,33.492149,0.734779,0.644006,229.865007,131.046306,0.644668,0.570101,1.127675,4.772654,46.097722,3.335741,0.188263,691.000000,37.519382,27.766501,0.672544,917.000000,29.661566,0.753544,0.580672,165.095454,117.113320,0.633104,0.709367,1.351246,3.138935,44.204072,3.807720,0.196818,586.000000,35.589377,25.149135,0.707566,759.000000,27.315167,0.772069,0.538603,139.053824,107.889021,0.632635,0.775880,1.415133,2.625780,40.360872,3.408920,0.202263,79.000000,18.765543,11.849332,0.775424,156.000000,10.029253,0.506410,0.329167,76.426407,48.044724,0.430076,0.628640,1.583679,5.883692,17.000000,1.917925,0.387568,270.dcm
74.000000,11.380435,9.096415,0.600928,89.000000,9.706685,0.831461,0.747475,43.213203,35.135563,0.753265,0.813075,1.251090,2.008128,12.206556,0.843195,0.177021,59.000000,10.577431,7.705833,0.685028,68.000000,8.667245,0.867647,0.595960,33.213203,30.818801,0.780603,0.927908,1.372652,1.487852,11.180340,0.744017,0.178597,37.000000,7.840787,6.212183,0.610144,38.000000,6.863663,0.973684,0.770833,23.313708,22.779272,0.896049,0.977076,1.262163,1.168991,8.062258,0.444551,0.164531,20.000000,5.881519,4.865634,0.561797,22.000000,5.046265,0.909091,0.666667,18.727922,17.135563,0.855940,0.914974,1.208788,1.395530,6.082763,0.512664,0.173750,291.dcm
83.000000,13.078815,8.393587,0.766897,87.000000,10.280023,0.954023,0.864583,37.313708,35.790083,0.814259,0.959167,1.558191,1.334900,13.000000,0.939962,0.179850,63.000000,11.670636,7.280427,0.781565,67.000000,8.956232,0.940299,0.818182,32.727922,31.186913,0.813965,0.952915,1.603015,1.352965,11.401754,0.964490,0.185061,40.000000,9.751921,5.765129,0.806541,46.000000,7.136496,0.869565,0.571429,28.970563,26.499400,0.715810,0.914701,1.691536,1.669721,10.198039,0.922474,0.196359,19.000000,7.066675,3.618621,0.858945,19.000000,4.918491,1.000000,0.633333,17.899495,17.543204,0.775793,0.980095,1.952864,1.341894,7.211103,0.638056,0.198571,297.dcm
54.000000,9.289528,7.851739,0.534411,57.000000,8.291860,0.947368,0.843750,29.071068,28.307136,0.846860,0.973722,1.183117,1.245427,10.000000,0.533368,0.168146,41.000000,7.985815,6.862629,0.511384,42.000000,7.225152,0.976190,0.836735,24.485281,24.307136,0.872019,0.992724,1.163667,1.163634,8.602325,0.427266,0.164942,26.000000,6.263625,5.629745,0.438359,27.000000,5.753627,0.962963,0.866667,20.485281,19.478709,0.861118,0.950864,1.112595,1.284401,6.708204,0.388080,0.164087,12.000000,5.303917,3.159046,0.803277,12.000000,3.908820,1.000000,0.800000,13.656854,13.656854,0.808518,1.000000,1.678962,1.236831,5.385165,0.482191,0.184606,306.dcm
44.000000,10.194682,6.437846,0.775384,49.000000,7.484821,0.897959,0.698413,30.727922,27.906114,0.710009,0.908168,1.583555,1.707670,10.816654,0.995562,0.202714,34.000000,9.374123,5.051646,0.842374,34.000000,6.579525,1.000000,0.755556,24.485281,24.307136,0.723138,0.992724,1.855657,1.403206,9.848858,0.913212,0.203542,21.000000,6.967093,4.171409,0.800951,22.000000,5.170883,0.954545,0.750000,18.485281,18.262406,0.791249,0.987943,1.670201,1.294860,7.071068,0.618301,0.188317,11.000000,4.739293,3.258679,0.726101,11.000000,3.742410,1.000000,0.733333,13.071068,12.892922,0.831572,0.986371,1.454360,1.236003,5.099020,0.433075,0.172802,310.dcm
82.000000,12.380152,9.562309,0.635148,93.000000,10.217908,0.881720,0.630769,40.384776,37.025483,0.751661,0.916818,1.294682,1.582748,13.341664,1.031107,0.184481,58.000000,11.319588,7.168663,0.773909,67.000000,8.593480,0.865672,0.604167,32.970563,31.355763,0.741316,0.951023,1.579038,1.491471,12.369317,0.960208,0.190578,38.000000,9.394782,5.777047,0.788589,45.000000,6.955796,0.844444,0.542857,26.970563,25.961314,0.708500,0.962580,1.626226,1.523304,10.198039,0.900314,0.195674,19.000000,6.305152,4.206292,0.744950,20.000000,4.918491,0.950000,0.633333,17.313708,16.912687,0.834715,0.976838,1.498981,1.255500,6.324555,0.468385,0.180201,318.dcm
58.000000,10.263574,7.900009,0.638390,63.000000,8.593480,0.920635,0.805556,32.727922,30.242641,0.796890,0.924062,1.299185,1.469600,10.816654,0.716352,0.177893,38.000000,7.530292,7.126101,0.323218,43.000000,6.955796,0.883721,0.775510,25.313708,24.084260,0.823241,0.951432,1.056720,1.341894,8.062258,0.575224,0.172401,27.000000,6.482741,6.205787,0.289168,31.000000,5.863230,0.870968,0.642857,21.899495,21.133575,0.759675,0.965026,1.044628,1.413496,7.211103,0.599011,0.180257,14.000000,5.487071,3.657191,0.745496,16.000000,4.222008,0.875000,0.700000,15.071068,14.640986,0.820724,0.971463,1.500351,1.291071,5.385165,0.485589,0.182216,325.dcm
24.000000,6.618068,5.202142,0.618161,26.000000,5.527906,0.923077,0.800000,20.485281,19.433978,0.798542,0.948680,1.272181,1.391434,7.211103,0.524309,0.177590,18.000000,5.400690,4.752435,0.475033,19.000000,4.787307,0.947368,0.720000,17.071068,16.485281,0.832319,0.965685,1.136405,1.288365,5.385165,0.414550,0.170439,12.000000,5.029344,3.185929,0.773769,12.000000,3.908820,1.000000,0.800000,13.071068,13.071068,0.882610,1.000000,1.578612,1.133003,5.099020,0.423429,0.170718,6.000000,3.464102,2.309401,0.745356,6.000000,2.763953,1.000000,1.000000,8.828427,8.828427,0.967374,1.000000,1.500000,1.033726,3.162278,0.319151,0.152778,341.dcm
113.000000,13.930069,11.004391,0.613140,118.000000,11.994835,0.957627,0.784722,46.142136,41.384823,0.829098,0.896899,1.265865,1.499364,15.000000,0.915595,0.172830,84.000000,11.549133,9.369988,0.584609,85.000000,10.341766,0.988235,0.848485,34.142136,33.785844,0.924740,0.989564,1.232566,1.104313,12.083046,0.480850,0.162584,60.000000,9.589896,8.165680,0.524374,62.000000,8.740387,0.967742,0.833333,29.313708,28.883627,0.903769,0.985328,1.174415,1.139673,10.295630,0.413531,0.162477,34.000000,7.340660,6.154251,0.545089,34.000000,6.579525,1.000000,0.809524,22.485281,21.950845,0.886720,0.976232,1.192779,1.183335,7.615773,0.408571,0.163775,345.dcm
50.000000,10.680095,6.654490,0.782163,54.000000,7.978846,0.925926,0.793651,31.899495,28.714777,0.762025,0.900164,1.604946,1.619525,10.816654,0.960865,0.194600,37.000000,11.145183,5.767354,0.855698,48.000000,6.863663,0.770833,0.587302,35.556349,27.113122,0.632488,0.762540,1.932460,2.719085,10.295630,1.117295,0.261505,18.000000,5.456902,4.371626,0.598506,18.000000,4.787307,1.000000,0.900000,15.656854,15.656854,0.922727,1.000000,1.248255,1.083744,5.385165,0.315382,0.160494,10.000000,4.258325,3.306559,0.630126,11.000000,3.568248,0.909091,0.833333,12.242641,12.064495,0.863359,0.985449,1.287842,1.192725,4.472136,0.370237,0.165000,347.dcm
54.000000,10.337398,7.263958,0.711499,60.000000,8.291860,0.900000,0.771429,31.313708,29.790083,0.764646,0.951343,1.423108,1.444992,10.770330,0.818972,0.181667,39.000000,9.762902,5.599557,0.819167,41.000000,7.046726,0.951220,0.780000,26.485281,26.064495,0.721400,0.984112,1.743513,1.431313,10.198039,0.928538,0.198722,26.000000,9.018631,4.451536,0.869693,29.000000,5.753627,0.896552,0.650000,24.485281,23.478709,0.592700,0.958891,2.025959,1.834962,10.000000,1.052645,0.236743,13.000000,5.696001,3.363183,0.807077,14.000000,4.068429,0.928571,0.722222,15.071068,14.892922,0.736535,0.988180,1.693634,1.390384,6.000000,0.573166,0.197542,352.dcm
57.000000,9.414701,8.374942,0.456818,60.000000,8.519076,0.950000,0.791667,29.899495,29.456233,0.825525,0.985175,1.124151,1.248082,10.295630,0.671238,0.171173,42.000000,7.972146,6.943928,0.491241,45.000000,7.312733,0.933333,0.750000,24.727922,24.015340,0.915128,0.971183,1.148074,1.158553,8.246211,0.384381,0.162361,27.000000,6.524493,5.390536,0.563377,27.000000,5.863230,1.000000,0.900000,19.071068,19.071068,0.932875,1.000000,1.210361,1.071955,6.708204,0.309479,0.159630,13.000000,4.449143,4.071356,0.403255,13.000000,4.068429,1.000000,0.812500,13.656854,13.478709,0.899201,0.986956,1.092791,1.141690,4.472136,0.321491,0.162039,360.dcm
208.000000,20.587172,14.077237,0.729682,245.000000,16.273716,0.848980,0.693333,71.941125,60.179922,0.721722,0.836516,1.462444,1.980073,21.931712,1.558644,0.186098,134.000000,16.310026,10.859608,0.746109,147.000000,13.061933,0.911565,0.656863,50.041631,46.015408,0.795258,0.919543,1.501898,1.487128,17.464249,1.144104,0.177836,87.000000,12.771451,8.856072,0.720527,90.000000,10.524820,0.966667,0.743590,36.384776,35.479883,0.868490,0.975130,1.442112,1.210906,13.152946,0.800216,0.171604,39.000000,8.454194,6.060020,0.697272,40.000000,7.046726,0.975000,0.812500,23.899495,23.498474,0.887555,0.983221,1.395077,1.165475,8.544004,0.512012,0.169120,365.dcm
38.000000,8.438263,6.311823,0.663698,40.000000,6.955796,0.950000,0.775510,25.071068,24.242641,0.812519,0.966957,1.336898,1.316292,8.602325,0.640230,0.178251,26.000000,6.459502,5.353268,0.559629,26.000000,5.753627,1.000000,0.866667,19.071068,19.071068,0.898324,1.000000,1.206646,1.113184,6.708204,0.359047,0.162779,18.000000,5.508319,4.380557,0.606266,19.000000,4.787307,0.947368,0.720000,15.899495,15.721349,0.915172,0.988796,1.257447,1.117595,5.385165,0.315384,0.162723,9.000000,3.464102,3.464102,0.000000,9.000000,3.385138,1.000000,1.000000,10.828427,10.828427,0.964543,1.000000,1.000000,1.036760,3.605551,0.221406,0.148148,382.dcm
56.000000,10.443319,7.626596,0.683143,62.000000,8.444016,0.903226,0.777778,31.313708,29.797539,0.792569,0.951581,1.369329,1.393385,10.816654,0.901549,0.183662,42.000000,8.617104,6.804323,0.613583,46.000000,7.312733,0.913043,0.750000,25.899495,25.316108,0.823503,0.977475,1.266416,1.270935,8.944272,0.667088,0.175427,25.000000,6.123143,5.339306,0.489528,26.000000,5.641896,0.961538,0.833333,18.485281,18.307136,0.937366,0.990363,1.146805,1.087683,6.324555,0.278126,0.158336,13.000000,4.470371,3.856397,0.505790,13.000000,4.068429,1.000000,0.812500,13.071068,13.071068,0.956161,1.000000,1.159209,1.045849,4.472136,0.169457,0.154756,387.dcm
35.000000,7.637929,6.143499,0.594168,36.000000,6.675581,0.972222,0.833333,23.071068,22.536631,0.865964,0.976835,1.243254,1.210201,8.062258,0.466234,0.166810,25.000000,6.239832,5.299959,0.527790,25.000000,5.641896,1.000000,0.833333,18.485281,18.485281,0.919386,1.000000,1.177336,1.087683,6.324555,0.322358,0.160896,17.000000,5.308994,4.202932,0.610959,17.000000,4.652426,1.000000,0.850000,15.071068,15.071068,0.940526,1.000000,1.263164,1.063235,5.385165,0.277066,0.158762,8.000000,3.651484,2.972092,0.580948,8.000000,3.191538,1.000000,0.888889,10.242641,10.242641,0.958244,1.000000,1.228590,1.043576,3.605551,0.223881,0.152344,390.dcm
40.000000,7.712924,6.794665,0.473218,41.000000,7.136496,0.975610,0.816327,23.899495,23.543204,0.906857,0.985092,1.135144,1.136338,8.062258,0.342264,0.160922,29.000000,6.445341,5.943200,0.386970,29.000000,6.076508,1.000000,0.805556,19.899495,19.899495,0.920288,1.000000,1.084490,1.086616,6.708204,0.280788,0.159908,19.000000,5.396555,4.646308,0.508644,19.000000,4.918491,1.000000,0.760000,15.899495,15.899495,0.944489,1.000000,1.161472,1.058774,5.385165,0.212059,0.158041,9.000000,4.053691,3.024539,0.665812,9.000000,3.385138,1.000000,0.750000,11.071068,11.071068,0.922727,1.000000,1.340268,1.083744,4.123106,0.260847,0.159122,396.dcm
24.000000,7.134250,4.869660,0.730816,27.000000,5.527906,0.888889,0.800000,21.656854,19.927447,0.759483,0.920145,1.465041,1.555141,7.211103,0.606850,0.187355,18.000000,6.523815,3.932496,0.797899,19.000000,4.787307,0.947368,0.750000,17.071068,16.848192,0.796849,0.986944,1.658950,1.288365,6.324555,0.586411,0.192215,11.000000,4.496908,3.277500,0.684690,11.000000,3.742410,1.000000,0.916667,12.242641,12.242641,0.922258,1.000000,1.372054,1.084296,4.472136,0.315760,0.160781,5.000000,3.306559,2.129163,0.765092,5.000000,2.523133,1.000000,0.833333,8.242641,8.242641,0.924799,1.000000,1.552986,1.081317,3.162278,0.318655,0.160000,417.dcm
210.000000,17.349666,15.737042,0.421019,222.000000,16.351768,0.945946,0.820313,58.970563,54.926918,0.874699,0.931429,1.102473,1.317775,18.867962,0.655464,0.162500,178.000000,15.845519,14.376519,0.420500,180.000000,15.054456,0.988889,0.847619,49.213203,48.500621,0.950901,0.985521,1.102180,1.082763,16.552945,0.376417,0.159796,148.000000,14.718344,12.888936,0.482846,151.000000,13.727325,0.980132,0.813187,45.213203,44.322476,0.946724,0.980299,1.141936,1.099155,15.231546,0.429958,0.160510,113.000000,12.996016,11.175208,0.510471,116.000000,11.994835,0.974138,0.784722,39.798990,38.834472,0.941572,0.975765,1.162933,1.115465,13.416408,0.425957,0.161015,425.dcm
82.000000,13.115608,8.121565,0.785210,84.000000,10.217908,0.976190,0.854167,35.313708,34.892922,0.846348,0.988084,1.614911,1.210216,13.416408,0.932040,0.179354,60.000000,10.316448,7.583741,0.677946,64.000000,8.740387,0.937500,0.750000,30.142136,29.281973,0.879347,0.971463,1.360338,1.205000,10.770330,0.602794,0.167995,39.000000,7.584792,6.752616,0.455406,41.000000,7.046726,0.951220,0.795918,23.899495,23.291268,0.903417,0.974551,1.123237,1.165475,8.062258,0.322123,0.160994,21.000000,5.219013,5.219013,0.000000,21.000000,5.170883,1.000000,0.840000,16.485281,16.485281,0.971038,1.000000,1.000000,1.029825,5.385165,0.116232,0.154195,428.dcm
76.000000,10.141898,9.842231,0.241292,77.000000,9.836982,0.987013,0.938272,33.071068,32.892922,0.882711,0.994613,1.030447,1.145178,11.401754,0.441173,0.162057,57.000000,8.828252,8.433678,0.295620,59.000000,8.519076,0.966102,0.890625,28.485281,28.055200,0.910035,0.984902,1.046786,1.132808,9.433981,0.347058,0.160524,40.000000,7.826970,6.722738,0.512110,42.000000,7.136496,0.952381,0.816327,23.899495,23.608387,0.901856,0.987819,1.164253,1.136338,8.062258,0.404192,0.162172,21.000000,5.739775,4.950377,0.506110,22.000000,5.170883,0.954545,0.840000,17.656854,17.404918,0.871134,0.985732,1.159462,1.181401,5.830952,0.378700,0.163049,432.dcm
85.000000,13.160104,8.591659,0.757482,87.000000,10.403142,0.977011,0.885417,37.313708,36.128990,0.818309,0.968250,1.531730,1.303491,13.000000,0.952338,0.179660,63.000000,12.257330,7.120758,0.813947,69.000000,8.956232,0.913043,0.818182,34.727922,32.042019,0.771100,0.922659,1.721352,1.523376,12.083046,1.057079,0.196707,42.000000,11.395434,5.419696,0.879660,50.000000,7.312733,0.840000,0.700000,30.142136,27.456233,0.700128,0.910892,2.102597,1.721428,10.770330,1.174382,0.232980,12.000000,5.887841,3.231787,0.835894,13.000000,3.908820,0.923077,0.600000,15.071068,14.848192,0.683981,0.985212,1.821853,1.506250,5.830952,0.640391,0.221065,436.dcm
